"lang"
{
"Language"	"spanish"
"DOTA_Item_Desc_Aqwanderer_Bracers"	"El Vaquabundo debe viajar por los mundos, conocer a sus extrañas gentes y cuando sea necesario tramar su destrucción."
"[english]DOTA_Item_Desc_Aqwanderer_Bracers"	"The Aqwanderer must travel the worlds, assess their strange peoples, and when necessary plot their destruction."
"DOTA_Item_Desc_Aqwanderer_Carapace"	"Los iones que se arremolinan en este caparazón ofrecen todo tipo de protecciones prácticas."
"[english]DOTA_Item_Desc_Aqwanderer_Carapace"	"The swirling ions imbued within this shell offer all manner of practical protections."
"DOTA_Item_Desc_Aqwanderer_Crown"	"Al Vaquabundo le son concedidas protuberancias crecientes especiales, para que pueda sentir lo que hay a su alrededor mejor y centrar sus pensamientos en una estrategia."
"[english]DOTA_Item_Desc_Aqwanderer_Crown"	"Special growths are conferred to the Aquanderer, so that they might better sense their surroundings and tune their thoughts toward strategy."
"DOTA_Item_Desc_Aqwanderer_Legs"	"A veces es necesaria tracción adicional en terrenos extraños."
"[english]DOTA_Item_Desc_Aqwanderer_Legs"	"Additional traction is often necessary on strange soils."
"DOTA_Item_Desc_Aqwanderer_Neckbrace"	"Convertirse en el Vaquabundo conlleva una gran responsabilidad."
"[english]DOTA_Item_Desc_Aqwanderer_Neckbrace"	"To become the Aqwanderer is to bear a heavy responsibility."
"DOTA_Item_Desc_Aqwanderer_Set"	"Incluye todos los objetos del set 'El Vaquabundo' para Dark Seer:"
"[english]DOTA_Item_Desc_Aqwanderer_Set"	"Includes all of the items in the 'The Aqwanderer' set for Dark Seer:"
"DOTA_Item_Desc_Barbed_Edges_of_the_Nomad_Protector"	"Las armas de los nómadas de las Dunas Altas pueden parecer barbáricas para algunos, aunque cada filo y curva están tallados cuidadosamente.

Este pack contiene el Filo Dentado del Nómada tanto principal como secundario."
"[english]DOTA_Item_Desc_Barbed_Edges_of_the_Nomad_Protector"	"The weapons of the Highsand nomads may appear barbaric to some, yet each edge and curve is forged with careful purpose.
	
	This bundle contains both the main and off-hand Nomad's Barbed Edge."
"DOTA_Item_Desc_Battleseeker_Arms"	"Su voluntad férrea te hará pedazos."
"[english]DOTA_Item_Desc_Battleseeker_Arms"	"His Iron will shall break you."
"DOTA_Item_Desc_Battleseeker_Belt"	"La Bestia de Todos los Mundos está preparada para cualquier batalla."
"[english]DOTA_Item_Desc_Battleseeker_Belt"	"The Beast of All Worlds is prepared for any battle."
"DOTA_Item_Desc_Battleseeker_Helmet"	"A esta bestia antinatural de más allá de los planos de la realidad se la reconoce por sus cuernos."
"[english]DOTA_Item_Desc_Battleseeker_Helmet"	"By his horns shall you know him, this unnatural beast from beyond the planes of reality."
"DOTA_Item_Desc_Battleseeker_Set"	"Incluye todos los objetos del set 'Buscador de Batallas' para Spirit Breaker:"
"[english]DOTA_Item_Desc_Battleseeker_Set"	"Includes all of the items in the 'Battleseeker' set for Spirit Breaker:"
"DOTA_Item_Desc_Battleseeker_Shoulders"	"El ataque es la mejor defensa, pero unos cubrehombros no vienen mal."
"[english]DOTA_Item_Desc_Battleseeker_Shoulders"	"Attack is the best defense.  Pauldrons also help."
"DOTA_Item_Desc_Belt_of_the_Blood_Covenant"	"El tejido de este cinturón sagrado fue manchado con la sangre de los Despellejados."
"[english]DOTA_Item_Desc_Belt_of_the_Blood_Covenant"	"The fabric of the sacred belt was stained with the blood of the Flayed ones."
"DOTA_Item_Desc_Blade_of_the_Blood_Covenant"	"Un arma ancestral del mejor acero, empapada en la sangre de los Despellejados."
"[english]DOTA_Item_Desc_Blade_of_the_Blood_Covenant"	"An ancient weapon of finest steel, quenched in the blood of the Flayed ones.  "
"DOTA_Item_Desc_Blood_Covenant_Pack"	"Este pack incluye las Hojas del Pacto Sangriento tanto primaria como secundaria."
"[english]DOTA_Item_Desc_Blood_Covenant_Pack"	"Pack includes both the main and off-hand Blood Covenant Blades."
"DOTA_Item_Desc_Bloodstone_of_the_Ancestor"	"Para aquellos que vinieron primero e hicieron correr la voz y reuniendo amigos empezaron su cruzada, la luz de la gratitud danza dentro de la piedra."
"[english]DOTA_Item_Desc_Bloodstone_of_the_Ancestor"	"For those who came before and sang the word, gathering friends as they began their crusade, the light of gratitude swirls within the stone."
"DOTA_Item_Desc_Bracers_of_Impending_Transgressions"	"Mejor para matar y cauterizar."
"[english]DOTA_Item_Desc_Bracers_of_Impending_Transgressions"	"The better to kill and cauterize."
"DOTA_Item_Desc_Compendium_Fantasy_Team"	"Al utilizarlo, este objeto crea un equipo adicional en tu Desafío Fantasía del Compendio."
"[english]DOTA_Item_Desc_Compendium_Fantasy_Team"	"When used, this item creates an additional team in your Compendium Fantasy Challenge."
"DOTA_Item_Desc_Copy_of_Bloodstone_of_the_Ancestor"	"Para aquellos que vinieron primero e hicieron correr la voz y reuniendo amigos empezaron su cruzada, la luz de la gratitud danza dentro de la piedra."
"[english]DOTA_Item_Desc_Copy_of_Bloodstone_of_the_Ancestor"	"For those who came before and sang the word and gathering friends began their crusade, the light of gratitude swirls within the stone."
"DOTA_Item_Desc_Copy_of_Bloodstone_of_the_Precursor"	"Para aquellos que vinieron primero e hicieron correr la voz y reuniendo amigos empezaron su cruzada, la luz de la gratitud danza dentro de la piedra."
"[english]DOTA_Item_Desc_Copy_of_Bloodstone_of_the_Precursor"	"For those who came before and sang the word and gathering friends began their crusade, the light of gratitude swirls within the stone."
"DOTA_Item_Desc_Cowl_of_the_Blood_Covenant"	"No necesita ojos aquél guiado por la visión de los Despellejados."
"[english]DOTA_Item_Desc_Cowl_of_the_Blood_Covenant"	"He needs not eyes, who is guided by the sight of the Flayed ones."
"DOTA_Item_Desc_Defense_Grid_Announcer_Pack"	"Este pack sustituye al locutor por defecto y al de rachas con la sabiduría alegre del General Fletcher de Defense Grid."
"[english]DOTA_Item_Desc_Defense_Grid_Announcer_Pack"	"This pack replaces the Default announcer and Mega-Kills announcer with the upbeat wisdom of Defense Grid's very own General Fletcher."
"DOTA_Item_Desc_Edge_Crab_Dye"	"Una mezcla variada que incluye (pero no se limita a) raíz de vidamarga, vinoténue, excrementos de rummix, ceniza de las profundidades en polvo, infusión de ogrog y mantequilla. Buena para disolver roca y teñir conchas."
"[english]DOTA_Item_Desc_Edge_Crab_Dye"	"A varying mixture including (but not limited to) sourvine root, dimwine, rummix droppings, powdered deepash, ogrog brew, and butter.  Good for dissolving stone, and dying shells."
"DOTA_Item_Desc_Edge_Crab_Lure"	"Las sombrías orillas de la Costa de Dalr están habitadas por cangrejos de un tamaño increíble. Con el cebo adecuado, se les puede sacar de sus escondites."
"[english]DOTA_Item_Desc_Edge_Crab_Lure"	"The dim shores in Dalr's Edge are home to crabs of incredible size.  With the proper lure, one can brought out of hiding."
"DOTA_Item_Desc_Flamestitched_Suitings_Bandana"	"¿Tienes idea de lo difícil que es encontrar una bandana a prueba de fuego?"
"[english]DOTA_Item_Desc_Flamestitched_Suitings_Bandana"	"Do you know how hard it is to find a fireproof bandanna?"
"DOTA_Item_Desc_Flamestitched_Suitings_Cape"	"¡Volando con estilo!"
"[english]DOTA_Item_Desc_Flamestitched_Suitings_Cape"	"Flyin' with style!"
"DOTA_Item_Desc_Flamestitched_Suitings_Wrap_and_Molotov"	"¡Si lo mezclas bien, el mundo arde. Si lo mezclas mal, ¡arde un poco más brillante!"
"[english]DOTA_Item_Desc_Flamestitched_Suitings_Wrap_and_Molotov"	"You mix it right, the world burns.  You mix it wrong, it burns a bit brighter!"
"DOTA_Item_Desc_Helm_of_Impending_Transgressions"	"El yelmo está hambriento."
"[english]DOTA_Item_Desc_Helm_of_Impending_Transgressions"	"The helm hungers."
"DOTA_Item_Desc_Impending_Transgressions_Set"	"Contiene todos los objetos del set 'Transgresión Inminente' para Doom:"
"[english]DOTA_Item_Desc_Impending_Transgressions_Set"	"Contains all of the items in the 'Impending Transgressions' set for Doom:"
"DOTA_Item_Desc_Initiates_Cut"	"El peinado simple llevado por los iniciados de la tribu nómada de las Dunas Altas."
"[english]DOTA_Item_Desc_Initiates_Cut"	"The simple hairstyle worn by an initiate of the Highsand nomad tribe."
"DOTA_Item_Desc_LGDs_Golden_Skipper"	"El Saltarín Dorado es una especie que hace mucho se rumorea que existe, pero que casi nunca se ve en estado salvaje. Entre los marineros de alta mar, han circulado historias a lo largo de los siglos de una criatura cuyo encanto es legendario y es tan adorable que desafía la comprensión mortal. Salta a la vista que esta es una de esas raras bestias."
"[english]DOTA_Item_Desc_LGDs_Golden_Skipper"	"The Golden Skipper is a species long-rumored to exist, but rarely seen in the wild.  Among sailors of the high seas, there have been tales passed down through the centuries of a creature whose cuteness is legend, and whose adorableness rises to a level that defies mortal understanding.  It can only be assumed that this is one such rare beast."
"DOTA_Item_Desc_Lost_Hills_Bow"	"Con este arco, se prende el fuego de la guerra."
"[english]DOTA_Item_Desc_Lost_Hills_Bow"	"With this bow, the fire of war is set."
"DOTA_Item_Desc_Lost_Hills_Gauntlets"	"Puños de acero para acompañar tu corazón de fuego."
"[english]DOTA_Item_Desc_Lost_Hills_Gauntlets"	"Fists of steel to go with your heart of fire."
"DOTA_Item_Desc_Lost_Hills_Helm"	"Porque la mayoría del calor se pierde por la cabeza."
"[english]DOTA_Item_Desc_Lost_Hills_Helm"	"Because most heat is lost from the head."
"DOTA_Item_Desc_Lost_Hills_Set"	"Incluye todos los objetos del set 'Colinas Perdidas' para Clinkz:"
"[english]DOTA_Item_Desc_Lost_Hills_Set"	"Includes all of the items in the 'Lost Hills' set for Clinkz:"
"DOTA_Item_Desc_Lost_Hills_Shield"	"Tallado a partir de los bosques más antiguos del bosque de las mil leguas, este escudo protegerá tus viejos huesos de ataques enemigos."
"[english]DOTA_Item_Desc_Lost_Hills_Shield"	"Carved from the oldest trees of the thousand-league wood, this shield will protect old bones from attack."
"DOTA_Item_Desc_Lost_Hills_Shoulder"	"Un poco de relleno para mantener tus huesos calientes."
"[english]DOTA_Item_Desc_Lost_Hills_Shoulder"	"A little padding to keep your bones warm."
"DOTA_Item_Desc_Luminary_of_the_Dreadful_Abyss_Set"	"Incluye todos los objetos del set 'Luminosidades del Abismo Temible' para Morphling:"
"[english]DOTA_Item_Desc_Luminary_of_the_Dreadful_Abyss_Set"	"Includes all of the items in the 'Luminary of the Dreadful Abyss' set for Morphling:"
"DOTA_Item_Desc_Mantle_of_the_Blood_Covenant"	"Por el manto de los Despellejados te reconocerán tus enemigos."
"[english]DOTA_Item_Desc_Mantle_of_the_Blood_Covenant"	"By the mantle of the Flayed Ones shall your enemies know you."
"DOTA_Item_Desc_MegaKills_Defense_Grid"	"Este objeto sustituye al locutor de rachas con la sabiduría alegre del General Fletcher de Defense Grid."
"[english]DOTA_Item_Desc_MegaKills_Defense_Grid"	"This item replaces the Mega-Kills announcer with the upbeat wisdom of Defense Grid's very own General Fletcher."
"DOTA_Item_Desc_Mok"	"Una de las bestias más salvajes que escapó de la casa de fieras durante la caída de Slom, este astuto mandril adoptó Mok como su nombre, creyendo que los gritos de advertencia de los ciudadanos eran un anuncio de su llegada. Ahora hace buen uso de su naturaleza traviesa, entrometiéndose en cualquier situación caótica con tal de traerte lo que necesitas."
"[english]DOTA_Item_Desc_Mok"	"One of the wildest beasts of the escaped menagerie that ran amok during the fall of Slom, this wily mandrill took Mok for his name, thinking the citizenry's cries of warning were a herald of his arrival.  Now he puts his mischievous nature to good use, wading into any chaotic situation in order to bring you what you need."
"DOTA_Item_Desc_Nomads_Barbed_Edge"	"Las armas de los nómadas de las Dunas Altas pueden parecer barbáricas para algunos, pero cada filo y curva está forjado cuidadosamente con un propósito."
"[english]DOTA_Item_Desc_Nomads_Barbed_Edge"	"The weapons of the Highsand nomads may appear barbaric to some, yet each edge and curve is forged with careful purpose."
"DOTA_Item_Desc_Nomads_Edge__OffHand"	"Las armas de los nómadas de las Dunas Altas pueden parecer barbáricas para algunos, pero cada filo y curva está forjado cuidadosamente con un propósito."
"[english]DOTA_Item_Desc_Nomads_Edge__OffHand"	"The weapons of the Highsand nomads may appear barbaric to some, yet each edge and curve is forged with careful purpose."
"DOTA_Item_Desc_Nomads_Guards"	"Los eslabones de la superficie ofrecen protección y aun así son más ligeros que los de un protector convencional."
"[english]DOTA_Item_Desc_Nomads_Guards"	"The links upon the surface offer protection yet remain lighter than a conventional guard."
"DOTA_Item_Desc_Nomads_Shelter"	"Los nómadas de las Dunas Altas aprendieron hace mucho el valor de un cuello alto."
"[english]DOTA_Item_Desc_Nomads_Shelter"	"The Highsand nomads learned long ago the value of a high collar."
"DOTA_Item_Desc_Offhand_Blade_of_the_Blood_Covenant"	"La sangre llama a la sangre."
"[english]DOTA_Item_Desc_Offhand_Blade_of_the_Blood_Covenant"	"Blood calls for blood."
"DOTA_Item_Desc_Pads_of_the_Blood_Covenant"	"Armadura contra tus enemigos de sangre."
"[english]DOTA_Item_Desc_Pads_of_the_Blood_Covenant"	"Armor against your blood-sworn enemies."
"DOTA_Item_Desc_Pauldrons_of_Impending_Transgressions"	"En los fuegos del abismo, estos cubrehombros fueron forjados a partir de acero rancio y piel demoníaca."
"[english]DOTA_Item_Desc_Pauldrons_of_Impending_Transgressions"	"In the fires of the pit, these Pauldrons were forged of rancid steel and demon hide."
"DOTA_Item_Desc_Quirts_Summer_Key"	"Se usa para abrir <font color='#9da1a9'>Cofres del Tesoro</font> cerrados. Haz doble clic o clic derecho en la llave en tu Armería y selecciona el cofre que quieras abrir."
"[english]DOTA_Item_Desc_Quirts_Summer_Key"	"Used to open locked <font color='#9da1a9'>Treasure Chests</font>. Double click or right-click the key in your backpack and select the chest you want to open."
"DOTA_Item_Desc_Quirts_Summer_Stash"	"¡Esa despreciable comadreja de Quirt ha perdido un cofre de botín robado! Necesitarás una <font color='#9da1a9'>Llave Veraniega de Quirt</font> para abrir el cofre. Puedes conseguir una en la tienda de DOTA 2. ¡Cuidado! Al final del <font color='#9da1a9'>15 de Septiembre del 2013</font> este cofre quedará reducido a inútiles cenizas. Este cofre contiene uno de muchos objetos nuevos misteriosos."
"[english]DOTA_Item_Desc_Quirts_Summer_Stash"	"That disreputable scoundrel Quirt has lost a chest of plundered loot! You will need <font color='#9da1a9'>Quirt's Summer Key</font> to open the chest. You can pick one up at the DOTA 2 Store. Beware! At the end of <font color='#9da1a9'>September 16, 2013</font> this chest will crumble into useless dust. This chest contains one of several mysterious new items."
"DOTA_Item_Desc_Rachel_the_Mordebat"	"Rachel no se toma las cosas a la ligera."
"[english]DOTA_Item_Desc_Rachel_the_Mordebat"	"Rachel ain't one for taking things easy."
"DOTA_Item_Desc_Red_Mist_Reaper_Set"	"Incluye todos los objetos del set 'Segador de la Niebla Roja' para Axe:"
"[english]DOTA_Item_Desc_Red_Mist_Reaper_Set"	"Includes all of the items in the 'Red Mist Reaper' set for Axe:"
"DOTA_Item_Desc_Red_Mist_Reapers_Armor"	"El sello del Segador de la Niebla Roja ata el mantón."
"[english]DOTA_Item_Desc_Red_Mist_Reapers_Armor"	"The sigil of the Red Mist Reaper binds the shawl."
"DOTA_Item_Desc_Red_Mist_Reapers_Belt"	"En el Ejército de la Niebla Roja, no toleraban la cobardía. Aquellos que huían del combate eran ejecutados con la guadaña del Segador."
"[english]DOTA_Item_Desc_Red_Mist_Reapers_Belt"	"In the Red Mist Army, cowardice was not tolerated.  Those who fled from battle were executed by the Reaper's scythe."
"DOTA_Item_Desc_Red_Mist_Reapers_Mask"	"Aunque la máscara ocultaba la cara del Segador, en realidad todos conocían la identidad del ejecutor."
"[english]DOTA_Item_Desc_Red_Mist_Reapers_Mask"	"Though the mask hid the face of the Reaper, in truth all knew the identity of the executioner."
"DOTA_Item_Desc_Red_Mist_Reapers_Scythe"	"La lúgubre herramienta de un ejecutor en el Ejército de la Niebla Roja."
"[english]DOTA_Item_Desc_Red_Mist_Reapers_Scythe"	"The grim tool of an executioner in the Red Mist Army."
"DOTA_Item_Desc_Red_Mist_Reapers_Tattoos"	"La posición de Segador conllevaba responsabilidades y confería respeto, expresado con estas marcas."
"[english]DOTA_Item_Desc_Red_Mist_Reapers_Tattoos"	"The position of Reaper carried responsiblity and conferred respect, expressed in these markings."
"DOTA_Item_Desc_Spines_of_the_Dreadful_Abyss"	"De aguas extrañas vienen propiedades aún más extrañas."
"[english]DOTA_Item_Desc_Spines_of_the_Dreadful_Abyss"	"From strange waters come stranger properties."
"DOTA_Item_Desc_Summer_2013_Bundle"	"Incluye un enorme montón de 46 objetos nuevos:"
"[english]DOTA_Item_Desc_Summer_2013_Bundle"	"Includes a massive pile of 46 new items:"
"DOTA_Item_Desc_Sword_of_Impending_Transgressions"	"Una espada en forja constante, de hierro candente, brillando con el calor de los siete infiernos."
"[english]DOTA_Item_Desc_Sword_of_Impending_Transgressions"	"A sword ever being forged, red hot, glowing with the heat of all the seven hells.  "
"DOTA_Item_Desc_Tail_of_Impending_Transgressions"	"Esta cola se meneará hasta el día del juicio final."
"[english]DOTA_Item_Desc_Tail_of_Impending_Transgressions"	"This tail will swish till damnation come."
"DOTA_Item_Desc_Tassets_of_Impending_Transgressions"	"Alrededor de la tripa de la bestia está envuelto un cinturón de armadura demoníaca, forjado del mejor acero y reforzado en las profundidades más profundas del sexto infierno."
"[english]DOTA_Item_Desc_Tassets_of_Impending_Transgressions"	"Around the belly of the beast is draped a belt demon armor, cast of finest steel, and hardened in the deepest pits of sixth hell."
"DOTA_Item_Desc_Tendrils_of_the_Dreadful_Abyss"	"Los terrores de las profundidades más profundas de los océanos esconden aspectos de sutil belleza"
"[english]DOTA_Item_Desc_Tendrils_of_the_Dreadful_Abyss"	"The terrors of the deepest depths of the oceans are hide aspects of subtle beauty."
"DOTA_Item_Desc_The_Nomad_Protector_Set"	"Incluye todos los objetos del set 'El Protector Nómada' para Anti-Mage:"
"[english]DOTA_Item_Desc_The_Nomad_Protector_Set"	"Includes all of the items in 'The Nomad Protector' set for Anti-Mage:"
"DOTA_Item_Desc_Thrashers_of_the_Abyss"	"En las oscuras profundidades se hallan aguas extrañas y puras."
"[english]DOTA_Item_Desc_Thrashers_of_the_Abyss"	"In the darkened deeps are waters strange and pure."
"DOTA_Item_Desc_Wings_of_Impending_Transgressions"	"Sus alas marcadas están atadas y vendadas, aunque nunca más le permitirán alzarse en vuelo."
"[english]DOTA_Item_Desc_Wings_of_Impending_Transgressions"	"His branded wings are bound and bandaged, though they remain forever unable to lift him into the light.
	"
"DOTA_Item_Desc_Wraps_of_the_Blood_Covenant"	"Una ira sangrienta le da fuerza a tus brazos."
"[english]DOTA_Item_Desc_Wraps_of_the_Blood_Covenant"	"A deep bloodrage fuels the strength in your arms."
"DOTA_Item_Desc_Wrath_of_the_Blood_Covenant_Set"	"Incluye todos los objetos del set 'Ira del Pacto Sangriento' para Bloodseeker: es hora de derramar sangre."
"[english]DOTA_Item_Desc_Wrath_of_the_Blood_Covenant_Set"	"Includes all of the items in the 'Wrath of the Blood Covenant' set for Bloodseeker:  It is time for blood."
"DOTA_Item_Desc_acacia_bow"	"Un arco de espinas. Un arma del viento."
"[english]DOTA_Item_Desc_acacia_bow"	"A bow of thorns.  A weapon of the wind."
"DOTA_Item_Desc_aghanims_basher"	"¿Qué podría ser mejor que un Cetro de Aghanim? Esto. Esto es mejor."
"[english]DOTA_Item_Desc_aghanims_basher"	"What could be better than an Aghanims scepter?  This.  This is better."
"DOTA_Item_Desc_dragon_scale"	"Vive por tu espada, muere por el dragón."
"[english]DOTA_Item_Desc_dragon_scale"	"Live by the sword, die by the dragon."
"DOTA_Item_Desc_evildoer"	"Nuestros buenos actos mueren con nosotros, mientras que los malos perduran con el tiempo."
"[english]DOTA_Item_Desc_evildoer"	"The good we do dies with us, while our evils echo long after."
"DOTA_Item_Desc_flying_desolation"	"La muerte pasa volando cuando te diviertes."
"[english]DOTA_Item_Desc_flying_desolation"	"Death flies when you're having fun."
"DOTA_Item_Desc_raven_scythe"	"Lo que el ave blanca siembra, el cuervo lo recoge."
"[english]DOTA_Item_Desc_raven_scythe"	"What the white bird sows, the raven shall reap."
"DOTA_Item_Desc_reverent_headdress_ofthe_protector"	"Uno sólo puede especular sobre los profundos pensamientos que acontecen dentro de los dorados confines de este reverente tocado."
"[english]DOTA_Item_Desc_reverent_headdress_ofthe_protector"	"One can only speculate on the deep thoughts housed within golden confines of this reverent headdress."
"DOTA_Item_Desc_spine_splitter"	"Esta espada ni siquiera necesita estar afilada."
"[english]DOTA_Item_Desc_spine_splitter"	"This sword doesn't even need to be sharp."
"DOTA_Item_Desc_twin_serpent_bow"	"Ten cuidado con el mordisco del arco serpiente, ya que no hay antídoto contra una flecha en el pecho."
"[english]DOTA_Item_Desc_twin_serpent_bow"	"Beware the bite of the serpent bow.  There is no anitdote to an arrow in the chest."
"DOTA_Item_Desc_wavecutter"	"Esta aleta cortará el agua del mismo modo que la hoja de su propietario te cortará la garganta."
"[english]DOTA_Item_Desc_wavecutter"	"This fin will slice the water like its owner's blade will slice your throat.  "
"DOTA_Item_Druids_Cauldron"	"Caldero del Druida"
"[english]DOTA_Item_Druids_Cauldron"	"Druid's Cauldron"
"DOTA_Item_Edge_Crab_Dye"	"Tinte de Cangrejo de Costa"
"[english]DOTA_Item_Edge_Crab_Dye"	"Edge Crab Dye"
"DOTA_Item_Edge_Crab_Lure"	"Cebo de Cangrejo Costero"
"[english]DOTA_Item_Edge_Crab_Lure"	"Edge Crab Lure"
"DOTA_Item_Flamestitched_Suitings_Bandana"	"Bandana Tejida en Llamas"
"[english]DOTA_Item_Flamestitched_Suitings_Bandana"	"Flamestitched Suitings Bandana"
"DOTA_Item_Flamestitched_Suitings_Cape"	"Capa Tejida en Llamas"
"[english]DOTA_Item_Flamestitched_Suitings_Cape"	"Flamestitched Suitings Cape"
"DOTA_Item_Flamestitched_Suitings_Set"	"Set Ropajes Tejidos en Llamas"
"[english]DOTA_Item_Flamestitched_Suitings_Set"	"Flamestitched Suitings Set"
"DOTA_Item_Flamestitched_Suitings_Wrap_and_Molotov"	"Envoltura y Molotov Tejidos en Llamas"
"[english]DOTA_Item_Flamestitched_Suitings_Wrap_and_Molotov"	"Flamestitched Suitings Wrap and Molotov"
"DOTA_Item_Hecates_Armor"	"Armadura de Hecate"
"[english]DOTA_Item_Hecates_Armor"	"Hecate's Armor"
"DOTA_Item_Hecates_Belts"	"Cinturones de Hecate"
"[english]DOTA_Item_Hecates_Belts"	"Hecate's Belts"
"DOTA_Item_Hecates_Blindfold"	"Benda de Hecate"
"[english]DOTA_Item_Hecates_Blindfold"	"Hecate's Blindfold"
"DOTA_Item_Hecates_Dress"	"Vestido de Hecate"
"[english]DOTA_Item_Hecates_Dress"	"Hecate's Dress"
"DOTA_Item_Hecates_Ghosts"	"Fantasmas de Hecate"
"[english]DOTA_Item_Hecates_Ghosts"	"Hecate's Ghosts"
"DOTA_Item_Helm_of_Impending_Transgressions"	"Yelmo de la Transgresión Inminente"
"[english]DOTA_Item_Helm_of_Impending_Transgressions"	"Helm of Impending Transgressions"
"DOTA_Item_Impending_Transgressions_Set"	"Set Transgresión Inminente"
"[english]DOTA_Item_Impending_Transgressions_Set"	"Impending Transgressions Set"
"DOTA_Item_Initiates_Cut"	"Corte del Iniciado"
"[english]DOTA_Item_Initiates_Cut"	"Initiate's Cut"
"DOTA_Item_LGDs_Golden_Skipper"	"Saltarín Dorado de LGD"
"[english]DOTA_Item_LGDs_Golden_Skipper"	"LGD's Golden Skipper"
"DOTA_Item_Lost_Hills_Bow"	"Arco de las Colinas Perdidas"
"[english]DOTA_Item_Lost_Hills_Bow"	"Lost Hills Bow"
"DOTA_Item_Lost_Hills_Gauntlets"	"Guanteletes de las Colinas Perdidas"
"[english]DOTA_Item_Lost_Hills_Gauntlets"	"Lost Hills Gauntlets"
"DOTA_Item_Lost_Hills_Helm"	"Yelmo de las Colinas Perdidas"
"[english]DOTA_Item_Lost_Hills_Helm"	"Lost Hills Helm"
"DOTA_Item_Lost_Hills_Set"	"Set Colinas Perdidas"
"[english]DOTA_Item_Lost_Hills_Set"	"Lost Hills Set"
"DOTA_Item_Lost_Hills_Shield"	"Escudo de las Colinas Perdidas"
"[english]DOTA_Item_Lost_Hills_Shield"	"Lost Hills Shield"
"DOTA_Item_Lost_Hills_Shoulder"	"Hombro de las Colinas Perdidas"
"[english]DOTA_Item_Lost_Hills_Shoulder"	"Lost Hills Shoulder"
"DOTA_Item_Luminary_of_the_Dreadful_Abyss_Set"	"Set Luminosidades del Abismo Temible"
"[english]DOTA_Item_Luminary_of_the_Dreadful_Abyss_Set"	"Luminary of the Dreadful Abyss Set"
"DOTA_Item_Mantle_of_the_Blood_Covenant"	"Manto del Pacto Sangriento"
"[english]DOTA_Item_Mantle_of_the_Blood_Covenant"	"Mantle of the Blood Covenant"
"DOTA_Item_MegaKills_Defense_Grid"	"Rachas: Defense Grid"
"[english]DOTA_Item_MegaKills_Defense_Grid"	"Mega-Kills: Defense Grid"
"DOTA_Item_Mok"	"Mok"
"[english]DOTA_Item_Mok"	"Mok"
"DOTA_Item_Nomads_Barbed_Edge"	"Filo Dentado del Nómada"
"[english]DOTA_Item_Nomads_Barbed_Edge"	"Nomad's Barbed Edge"
"DOTA_Item_Nomads_Edge__OffHand"	"Filo del Nómada - Secundario"
"[english]DOTA_Item_Nomads_Edge__OffHand"	"Nomad's Edge - Off-Hand"
"DOTA_Item_Nomads_Guards"	"Protector del Nómada"
"[english]DOTA_Item_Nomads_Guards"	"Nomad's Guards"
"DOTA_Item_Nomads_Shelter"	"Cobijo del Nómada"
"[english]DOTA_Item_Nomads_Shelter"	"Nomad's Shelter"
"DOTA_Item_Pads_of_the_Blood_Covenant"	"Hombreras del Pacto Sangriento"
"[english]DOTA_Item_Pads_of_the_Blood_Covenant"	"Pads of the Blood Covenant"
"DOTA_Item_Pauldrons_of_Impending_Transgressions"	"Cubrehombros de la Transgresión Inminente"
"[english]DOTA_Item_Pauldrons_of_Impending_Transgressions"	"Pauldrons of Impending Transgressions"
"DOTA_Item_Quirts_Summer_Bundle"	"Pack Veraniego de Quirt"
"[english]DOTA_Item_Quirts_Summer_Bundle"	"Quirt's Summer Bundle"
"DOTA_Item_Quirts_Summer_Key"	"Llave Veraniega de Quirt"
"[english]DOTA_Item_Quirts_Summer_Key"	"Quirt's Summer Key"
"DOTA_Item_Quirts_Summer_Stash"	"Alijo Veraniego de Quirt"
"[english]DOTA_Item_Quirts_Summer_Stash"	"Quirt's Summer Stash"
"DOTA_Item_Rachel_the_Mordebat"	"Rachel la Murdiciélago"
"[english]DOTA_Item_Rachel_the_Mordebat"	"Rachel the Morde-bat"
"DOTA_Item_Red_Mist_Reaper_Set"	"Set Segador de la Niebla Roja"
"[english]DOTA_Item_Red_Mist_Reaper_Set"	"Red Mist Reaper Set"
"DOTA_Item_Red_Mist_Reapers_Belt"	"Cinturón del Segador de la Niebla Roja"
"[english]DOTA_Item_Red_Mist_Reapers_Belt"	"Red Mist Reaper's Belt"
"DOTA_Item_Red_Mist_Reapers_Mask"	"Máscara del Segador de la Niebla Roja"
"[english]DOTA_Item_Red_Mist_Reapers_Mask"	"Red Mist Reaper's Mask"
"DOTA_Item_Red_Mist_Reapers_Scythe"	"Guadaña del Segador de la Niebla Roja"
"[english]DOTA_Item_Red_Mist_Reapers_Scythe"	"Red Mist Reaper's Scythe"
"DOTA_Item_Red_Mist_Reapers_Shawl"	"Mantón del Segador de la Niebla Roja"
"[english]DOTA_Item_Red_Mist_Reapers_Shawl"	"Red Mist Reaper's Shawl"
"DOTA_Item_Red_Mist_Reapers_Tattoos"	"Tatuajes del Segador de la Niebla Roja"
"[english]DOTA_Item_Red_Mist_Reapers_Tattoos"	"Red Mist Reaper's Tattoos"
"DOTA_Item_Silver_Sweep"	"Cola Plateada"
"[english]DOTA_Item_Silver_Sweep"	"Silver Sweep"
