"lang"
{
"Language"	"korean"
"[english]DOTA_Tooltip_ability_visage_soul_assumption_Note0"	"Charges are only gained for damage greater than 2 and less than 3000 that is dealt by a player or Roshan.  Self-damage or Soul Assumption damage isn't counted."
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_Note0"	"비사지가 자신을 제외한 영웅에게서 2 이상 피해를 받을 때마다 보호막이 한 겹씩 벗겨집니다."
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak_Note0"	"Each time Visage receives damage greater than 2 that was not self-inflicted and was from a player owned source, a layer is removed."
"DOTA_Tooltip_ability_visage_summon_familiars_Note0"	"하수인을 소환하면 기존 하수인은 사라집니다."
"[english]DOTA_Tooltip_ability_visage_summon_familiars_Note0"	"Casting Summon Familiars will replace any existing Familiars."
"DOTA_Tooltip_ability_visage_summon_familiars_Note1"	"하수인의 공격 횟수는 시작 시 7회이며 주문에 면역입니다."
"[english]DOTA_Tooltip_ability_visage_summon_familiars_Note1"	"Each Familiar starts with 7 damage charges. Familiars are Spell Immune."
"DOTA_Tooltip_ability_undying_decay_Note0"	"훔친 힘 능력치는 중첩되지만, 이 기술로 적 영웅의 힘 능력치를 1 아래로 떨어뜨리지 않습니다."
"[english]DOTA_Tooltip_ability_undying_decay_Note0"	"The strength stolen stacks, but can't cause a hero to have strength below 1."
"DOTA_Tooltip_ability_undying_decay_Note1"	"피해가 가해지기 전에 힘을 먼저 훔칩니다."
"[english]DOTA_Tooltip_ability_undying_decay_Note1"	"The strength steal takes effect before the damage is dealt."
"DOTA_Tooltip_ability_undying_soul_rip_Note0"	"묘비를 치유할 수 있습니다. 그러나 아군 포탑을 치유하거나 적군 포탑을 공격할 수는 없습니다."
"[english]DOTA_Tooltip_ability_undying_soul_rip_Note0"	"Can heal Tombstone, but can't heal or damage another buildings."
"DOTA_Tooltip_ability_undying_soul_rip_Note1"	"각 유닛에게 25의 피해를 줍니다. 그러나 유닛을 죽이지는 못합니다."
"[english]DOTA_Tooltip_ability_undying_soul_rip_Note1"	"The 25 damage dealt to each unit can't kill a unit."
"DOTA_Tooltip_ability_undying_tombstone_Note0"	"묘비는 주문 면역이지만, 영혼 찢기로 치유할 수 있습니다."
"[english]DOTA_Tooltip_ability_undying_tombstone_Note0"	"Tombstone is Spell Immune, but can be healed by Soul Rip."
"DOTA_Tooltip_ability_undying_tombstone_Note1"	"묘비와 묘비로 생성되는 좀비는 주문 면역입니다."
"[english]DOTA_Tooltip_ability_undying_tombstone_Note1"	"Zombies and Tombstone are Spell Immune."
"DOTA_Tooltip_ability_undying_tombstone_Note2"	"최초 대상이 죽거나 시야에서 벗어나면 좀비는 죽습니다."
"[english]DOTA_Tooltip_ability_undying_tombstone_Note2"	"If their initial target dies or goes out of vision, the Zombie will die."
"DOTA_Tooltip_ability_undying_flesh_golem_Note0"	"언다잉은 자신이 처치하지 않아도 사정거리 내에서 적이 죽으면 치유 효과를 받습니다."
"[english]DOTA_Tooltip_ability_undying_flesh_golem_Note0"	"Undying is healed when affected units die in range, regardless of who killed it."
"DOTA_Tooltip_ability_undying_flesh_golem_Note1"	"환영은 처치해도 치유 효과가 발동하지 않습니다."
"[english]DOTA_Tooltip_ability_undying_flesh_golem_Note1"	"Dying illusions don't trigger the heal."
"DOTA_Tooltip_ability_rubick_telekinesis_Note0"	"대상이 아직 공중에 떠 있을 때, 루빅은 두 번째 능력을 사용하여 적을 지정 지점에 추락시킬 수 있습니다."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Note0"	"While the target is in the air, Rubick may use a secondary ability to throw the enemy in a targeted direction."
"DOTA_Tooltip_ability_rubick_telekinesis_Note1"	"염동력으로 들어 올려졌다가 땅에 떨어지는 유닛은 광역 기절에 영향받지 않습니다."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Note1"	"When the unit lands, it isn't affected by the area of effect stun."
"DOTA_Tooltip_ability_rubick_telekinesis_Note2"	"염동력 추락의 최대 사거리는 375입니다."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Note2"	"The farthest you can throw an enemy is 375."
"DOTA_Tooltip_ability_rubick_null_field_Note0"	"다른 주문 저항 효과에 배가하여 중첩됩니다."
"[english]DOTA_Tooltip_ability_rubick_null_field_Note0"	"Stacks multiplicatively with other spell resistance sources."
"DOTA_Tooltip_ability_rubick_spell_steal_Note0"	"아이템의 능력은 훔칠 수 없습니다."
"[english]DOTA_Tooltip_ability_rubick_spell_steal_Note0"	"Cannot steal item abilities."
"DOTA_Tooltip_ability_disruptor_glimpse_Note0"	"해당 시간 동안 대상이 움직인 거리만큼 다시 돌아옵니다."
"[english]DOTA_Tooltip_ability_disruptor_glimpse_Note0"	"The travel time is a function of the distance the target will travel."
"DOTA_Tooltip_ability_disruptor_kinetic_field_Note0"	"주문 면역인 유닛은 역장을 통과할 수 있습니다."
"[english]DOTA_Tooltip_ability_disruptor_kinetic_field_Note0"	"Spell Immune units can travel through the field."
"DOTA_Tooltip_ability_nyx_assassin_impale_Note0"	"가시는 700범위 이상을 초당 1600유닛 거리의 속도로 이동합니다."
"[english]DOTA_Tooltip_ability_nyx_assassin_impale_Note0"	"The spikes move at 1600 units per second, over 700 range."
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note0"	"반사 피해는 모든 피해 감소가 적용된 후에 계산됩니다."
"[english]DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note0"	"The damage is calculated after all reductions."
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note1"	"다른 플레이어가 조종하는 유닛이 닉스 암살자에게 피해를 주었을 때만 가시 등딱지가 발동합니다."
"[english]DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note1"	"Spiked Carapace will only trigger on damage from other player controlled units."
"DOTA_Tooltip_ability_nyx_assassin_vendetta_Note0"	"투명화는 즉시 시전됩니다."
"[english]DOTA_Tooltip_ability_nyx_assassin_vendetta_Note0"	"Has a 0 second fadetime."
"DOTA_Tooltip_ability_nyx_assassin_vendetta_Note1"	"투명화 효과를 제거하는 주문에 걸리거나 투명화 효과가 다하면 피해 보너스가 사라집니다."
"[english]DOTA_Tooltip_ability_nyx_assassin_vendetta_Note1"	"If a spell is used to break the invisibility, or the invisibility expires, the bonus damage is lost."
"DOTA_Tooltip_ability_naga_siren_mirror_image_Note0"	"0.3초의 시전 시간 동안 나가 세이렌은 무적 상태가 됩니다. 이 동안에는 기절을 회피하고 피해를 받지 않습니다."
"[english]DOTA_Tooltip_ability_naga_siren_mirror_image_Note0"	"Naga Siren is invulnerable for 0.3 seconds when casting, allowing her to dodge stuns and damage."
"DOTA_Tooltip_ability_naga_siren_mirror_image_Note1"	"환영 복제 시전 시 나가 세이렌에게 걸린 효과가 대부분 제거됩니다."
"[english]DOTA_Tooltip_ability_naga_siren_mirror_image_Note1"	"Upon casting, most effects are removed from Naga Siren."
"DOTA_Tooltip_ability_naga_siren_ensnare_Note0"	"주문 면역을 무시합니다."
"[english]DOTA_Tooltip_ability_naga_siren_ensnare_Note0"	"Works on Spell Immune units."
"DOTA_Tooltip_ability_naga_siren_ensnare_Note1"	"대상이 에테르 형태를 취하면 그물이 풀립니다."
"[english]DOTA_Tooltip_ability_naga_siren_ensnare_Note1"	"Becoming ethereal removes Ensnare."
"DOTA_Tooltip_ability_naga_siren_rip_tide_Note0"	"나가 세이렌의 환영들도 역조를 일으키지만, 파도 범위가 겹치는 부분에 있는 적은 타격을 한 번만 받습니다."
"[english]DOTA_Tooltip_ability_naga_siren_rip_tide_Note0"	"Naga's illusions will also cast Rip Tide, but enemies in multiple areas of effect will only be hit once."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note0"	"세이렌의 노래를 들은 유닛은 무적이 되어 어떠한 공격도 받지 않습니다."
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note0"	"Units affected by Song of the Siren are invulnerable and cannot take damage from any source."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note1"	"주문 면역 유닛들에게는 효과가 없습니다."
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note1"	"Doesn't affect Spell Immune units."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note2"	"세이렌의 노래 효과 범위는 세이렌을 따라갑니다. 따라서 세이렌이 멀리 이동하면 노래에 걸린 유닛도 효과에서 벗어납니다."
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note2"	"The area of the song follows Naga, so if she moves far enough away from affected units, they will wake up."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_radius"	"반경:"
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_radius"	"RADIUS:"
"DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note0"	"정신 집중 시간이 길어질수록 시야가 함께 넓어집니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note0"	"Gives increasing vision over the channeling time."
"DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note1"	"기계 유닛에게도 영향을 줍니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note1"	"Damages mechanical units."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_leak_Note0"	"대상이 점멸 등으로 0.1초 내에 300의 거리를 이동하면, 그 이동 거리는 마나 유출 피해의 적용을 받지 않습니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_leak_Note0"	"If the target travels over 300 distance in less than 0.1 second (by using blink skills, for example), Mana Leak will not decrease its mana for that distance."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note0"	"빛의 수호자가 죽으면, 이 기술의 효과는 취소됩니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note0"	"If Keeper of the Light dies, the spell effect is interrupted."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note1"	"소환은 정신 집중을 방해합니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note1"	"Recall will interrupt channeling spells."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note2"	"빛의 수호자가 이 기술로 도움을 제공하지 못하게 하려면 '도움 거절' 상태로 설정해 두세요."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note2"	"You can disable help to prevent Keeper from casting this spell on you."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note3"	"미니맵을 사용하여 가장 가까운 아군 영웅에게 시전할 수 있습니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note3"	"Can be cast through the minimap, choosing the nearest friendly hero."
"DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note0"	"0.4초에 걸쳐 250의 범위의 중앙에서부터 밀치기 효과를 일으킵니다. 밀쳐진 유닛이 지면에 닿을 때 150 범위에 있는 나무를 쓰러뜨립니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note0"	"Causes knockback of 250 range over 0.4 seconds, centered on the middle of the target area. Upon landing, units will destroy trees in a 150 radius."
"DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note1"	"정신 집중을 방해하지 않습니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note1"	"Does not interrupt channeling."
"DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note0"	"정신 집중 시간이 길어질수록 시야가 함께 넓어집니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note0"	"Gives increasing vision over the channeling time."
"DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note1"	"기계 유닛에게도 영향을 줍니다."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note1"	"Damages mechanical units."
"DOTA_Tooltip_ability_wisp_tether_Note0"	"이오에게서 700 거리 이상 떨어져 있는 유닛에게 연결을 시도하면, 이오가 대상에게 붙어 300 거리 안으로 다가갑니다."
"[english]DOTA_Tooltip_ability_wisp_tether_Note0"	"If you try to tether a unit that is 700 distance or further away from Io, he will latch on and pull himself closer to the tethered unit (to a distance of 300)."
"DOTA_Tooltip_ability_wisp_tether_Note1"	"연결된 유닛은 치유 속도가 50% 증가합니다."
"[english]DOTA_Tooltip_ability_wisp_tether_Note1"	"The tethered unit will heal 50% faster."
"DOTA_Tooltip_ability_wisp_spirits_Note0"	"최소/최고 사거리: 100/875"
"[english]DOTA_Tooltip_ability_wisp_spirits_Note0"	"Min/Max Range: 100/875."
"DOTA_Tooltip_ability_wisp_overcharge_Note0"	"이오와 연결된 아군은 체력과 마나를 소모하지 않은 채 공격 속도 증가와 피해 감소 효과를 받습니다."
"[english]DOTA_Tooltip_ability_wisp_overcharge_Note0"	"Io's tethered unit will also benefit from the attack speed and reduction, but only Io pays the drain in HP and mana."
"DOTA_Tooltip_ability_wisp_relocate_Note0"	"이오가 정신 집중 상태일 동안 적군도 이오가 이동하려는 지점을 미니맵과 게임 화면에서 볼 수 있습니다."
"[english]DOTA_Tooltip_ability_wisp_relocate_Note0"	"Enemies receive a visual indicator in the world and on the minimap of the target location during the cast delay."
"DOTA_Tooltip_ability_wisp_relocate_Note1"	"시전 지연시간 중 이오가 방해를 받으면 재배치가 취소됩니다."
"[english]DOTA_Tooltip_ability_wisp_relocate_Note1"	"If Io is disabled during the cast delay, Relocate is cancelled."
"DOTA_Tooltip_ability_wisp_relocate_Note2"	"연결된 아군과 함께 지정 장소로 순간이동합니다. 언제라도 연결을 끊으면 아군과 함께 순간이동하지 않습니다."
"[english]DOTA_Tooltip_ability_wisp_relocate_Note2"	"If an allied hero is Tethered, that hero will teleported along with you. You can break the tether at any time to prevent that hero from teleporting with you."
"DOTA_Tooltip_ability_slark_dark_pact_Note0"	"시전 1.5초 후, 0.1초마다 한 번씩 총 10번까지 피해를 줍니다."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note0"	"1.5 seconds after cast, a series of 10 pulses separated by 0.1 seconds deal the damage."
"DOTA_Tooltip_ability_slark_dark_pact_Note1"	"어둠의 서약으로 피해를 줄 때마다 슬라크에게 걸린 약화 효과가 제거됩니다."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note1"	"Each pulse also removes buffs from Slark."
"DOTA_Tooltip_ability_slark_dark_pact_Note2"	"이 기술로 자살할 수 없습니다."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note2"	"You can't kill yourself with this skill."
"DOTA_Tooltip_ability_slark_dark_pact_Note3"	"슬라크가 죽으면 어둠의 서약 효과도 중지됩니다."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note3"	"The pulses stop if Slark dies."
"DOTA_Tooltip_ability_slark_pounce_Note0"	"기술 시전 시, 슬라크는 933.33의 속도로 정면으로 뛰어오릅니다. 700의 거리를 이동하거나 적 영웅을 속박하면 멈춥니다."
"[english]DOTA_Tooltip_ability_slark_pounce_Note0"	"On cast, Slark leaps forward at a speed of 933.33, stopping when he latches onto an enemy hero or has traveled 700 distance."
"DOTA_Tooltip_ability_slark_pounce_Note1"	"주문 면역인 유닛은 속박할 수 없습니다."
"[english]DOTA_Tooltip_ability_slark_pounce_Note1"	"Spell Immune units cannot be leashed."
"DOTA_Tooltip_ability_slark_pounce_Note2"	"슬라크가 착륙한 지점의 나무를 파괴합니다."
"[english]DOTA_Tooltip_ability_slark_pounce_Note2"	"Trees will be destroyed around Slark's landing location."
"DOTA_Tooltip_ability_slark_pounce_Note3"	"점멸이나 순간이동으로 속박에서 벗어날 수 있습니다."
"[english]DOTA_Tooltip_ability_slark_pounce_Note3"	"Blinking or teleporting can break the leash."
"DOTA_Tooltip_ability_slark_essence_shift_Note0"	"능력치는 1 아래로 떨어지지 않습니다."
"[english]DOTA_Tooltip_ability_slark_essence_shift_Note0"	"Attributes cannot be dropped below 1."
"DOTA_Tooltip_ability_slark_essence_shift_Note1"	"슬라크가 죽으면 능력 전환으로 획득한 능력치는 원래 상태로 돌아갑니다. 슬라크가 잃는 능력치와 영향을 받은 유닛이 얻는 능력치는 별개로 적용됩니다."
"[english]DOTA_Tooltip_ability_slark_essence_shift_Note1"	"Essence Shifted stats are returned to normal on death. The stat return for Slark and for the affected hero are separate."
"DOTA_Tooltip_ability_slark_shadow_dance_Note0"	"중립 유닛에게 피해를 받으면 이동 속도 및 체력 재생 보너스 지속 효과가 2초 동안 사라집니다."
"[english]DOTA_Tooltip_ability_slark_shadow_dance_Note0"	"If Slark is damaged by a neutral unit, the passive movement and health regeneration bonuses are lost for 2 seconds."
"DOTA_Tooltip_ability_slark_shadow_dance_Note1"	"이동 속도 및 체력 재생 보너스 지속 효과는 활성화 및 비활성화 시 0.5초의 지연시간이 필요합니다."
"[english]DOTA_Tooltip_ability_slark_shadow_dance_Note1"	"The passive movement and health regeneration bonuses have a 0.5 second activation and deactivation delay."
"DOTA_Tooltip_ability_medusa_split_shot_Note0"	"주 대상을 제외하고 가장 가까운 유닛이 2차 대상이 됩니다."
"[english]DOTA_Tooltip_ability_medusa_split_shot_Note0"	"Secondary targets will be the closest enemy units excluding the primary target."
"DOTA_Tooltip_ability_medusa_split_shot_Note1"	"메두사가 분산 사격을 활성화한 상태에서 생성한 분신들은 분산 사격 능력을 고스란히 사용합니다."
"[english]DOTA_Tooltip_ability_medusa_split_shot_Note1"	"If illusions of Medusa are created while Split Shot is active, they will also have this ability."
"DOTA_Tooltip_ability_medusa_mystic_snake_Note0"	"마나를 빼앗기고 건너뛸수록 마나가 증가하는 대상은 마나가 있는 유닛뿐입니다."
"[english]DOTA_Tooltip_ability_medusa_mystic_snake_Note0"	"Only units with mana will steal and increment the mana steal."
"DOTA_Tooltip_ability_medusa_mystic_snake_Note1"	"신비로운 뱀은 피할 수 없습니다."
"[english]DOTA_Tooltip_ability_medusa_mystic_snake_Note1"	"Mystic Snake cannot be disjointed."
"DOTA_Tooltip_ability_medusa_mana_shield_Note0"	"마나 보호막의 피해 흡수는 피해 감소 효과가 적용되기 전에 발동합니다. 즉, 방어력이 높아도 피해 흡수에 소모되는 마나의 양이 감소하지 않습니다."
"[english]DOTA_Tooltip_ability_medusa_mana_shield_Note0"	"Absorbs damage before any damage reduction takes place, meaning that armor will not reduce the amount of mana needed to absorb damage."
"DOTA_Tooltip_ability_medusa_stone_gaze_Note0"	"주문 면역 유닛에게도 영향을 줍니다."
"[english]DOTA_Tooltip_ability_medusa_stone_gaze_Note0"	"Affects Spell Immune units."
"DOTA_Tooltip_ability_medusa_stone_gaze_Note1"	"메두사가 이 능력을 활성화하면 적 유닛이 석화의 시선 효과를 언제 받았든 해당 약화 효과가 전체 지속시간 동안 유지됩니다."
"[english]DOTA_Tooltip_ability_medusa_stone_gaze_Note1"	"Regardless of when a unit receives the Stone Gaze buff while the ability is active on Medusa, it will still receive the full debuff duration."
"DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note0"	"강타의 기절 효과는 주문 면역을 무시합니다."
"[english]DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note0"	"The bash stun goes through spell immunity."
"DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note1"	"해골 파쇄기와 중첩되지 않습니다."
"[english]DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note1"	"Doesn't stack with Skull Basher."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note0"	"원거리 태세일 때만 가능합니다."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note0"	"Only available in ranged mode."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note1"	"두 기술의 쿨다운은 각자 적용됩니다."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note1"	"Both abilities have independent cooldowns."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note0"	"근접 태세일 때만 가능합니다."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note0"	"Only available in melee mode."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note1"	"두 기술의 쿨다운은 각자 적용됩니다."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note1"	"Both abilities have independent cooldowns."
"DOTA_Tooltip_ability_troll_warlord_battle_trance_Note0"	"환영에는 적용되지 않습니다."
"[english]DOTA_Tooltip_ability_troll_warlord_battle_trance_Note0"	"Doesn't work on illusions."
"DOTA_Tooltip_ability_centaur_double_edge_Note0"	"양날의 검은 자신과 대상 모두에게 마법 피해를 줍니다."
"[english]DOTA_Tooltip_ability_centaur_double_edge_Note0"	"Double Edge deals magic type damage to both the targets and himself."
"DOTA_Tooltip_ability_centaur_return_Note0"	"반사 피해는 상대의 공격에 피해를 받은 시점이 아니라 상대가 공격을 시작한 시점에 발동합니다."
"[english]DOTA_Tooltip_ability_centaur_return_Note0"	"Return's damage is inflicted when the attacker begins their attack, not when their attack is completed."
"DOTA_Tooltip_ability_centaur_return_Note1"	"반사는 포탑에도 피해를 줍니다."
"[english]DOTA_Tooltip_ability_centaur_return_Note1"	"Return deals damage to towers."
"DOTA_Tooltip_ability_centaur_stampede_Note0"	"주문 면역 유닛에게는 통하지 않습니다."
"[english]DOTA_Tooltip_ability_centaur_stampede_Note0"	"Doesn't affect Spell Immune units."
"DOTA_Tooltip_ability_centaur_stampede_radius"	"짓밟기 반경:"
"[english]DOTA_Tooltip_ability_centaur_stampede_radius"	"TRAMPLE RADIUS:"
"DOTA_Tooltip_ability_centaur_stampede_slow_duration"	"둔화 지속시간:"
"[english]DOTA_Tooltip_ability_centaur_stampede_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_centaur_stampede_slow_movement_speed"	"%이동 둔화:"
"[english]DOTA_Tooltip_ability_centaur_stampede_slow_movement_speed"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_magnataur_empower_Note0"	"보너스 피해는 그 유닛의 기본 공격력과 기본 능력치에 기반합니다."
"[english]DOTA_Tooltip_ability_magnataur_empower_Note0"	"The bonus damage is based only on base damage and damage from primary attributes."
"DOTA_Tooltip_ability_magnataur_empower_Note1"	"가르기 피해는 방어력이 아닌 방어 유형에 따라 감소합니다."
"[english]DOTA_Tooltip_ability_magnataur_empower_Note1"	"Cleave damage is reduced by armor type but not by armor value."
"DOTA_Tooltip_ability_magnataur_empower_Note2"	"가르기 피해는 주문 면역을 무시합니다."
"[english]DOTA_Tooltip_ability_magnataur_empower_Note2"	"Cleave damage goes through spell immunity."
"DOTA_Tooltip_ability_magnataur_empower_Note3"	"원거리 유닛은 가르기 피해를 주지 않습니다."
"[english]DOTA_Tooltip_ability_magnataur_empower_Note3"	"Ranged units cannot Cleave."
"DOTA_Tooltip_ability_magnataur_skewer_Note0"	"주문 면역인 유닛은 꿰뚫을 수 없습니다."
"[english]DOTA_Tooltip_ability_magnataur_skewer_Note0"	"Doesn't affect Spell Immune units."
"DOTA_Tooltip_ability_magnataur_reverse_polarity_Note0"	"무력화와 모으기 효과는 주문 면역을 무시합니다."
"[english]DOTA_Tooltip_ability_magnataur_reverse_polarity_Note0"	"Disable and pull work through spell immunity."
"DOTA_Tooltip_ability_shredder_chakram_Note0"	"차크람은 벌목꾼의 마나가 다 소모되거나 2000의 거리가 벌어졌을 때 자동으로 회수됩니다."
"[english]DOTA_Tooltip_ability_shredder_chakram_Note0"	"The Chakram will return if Timbersaw runs out of mana or moves over 2000 distance away."
"npc_dota_hero_bristleback_bio"	"리그왈은 절대로 싸움에서 등을 돌릴 위인이 아니며, 가장 덩치 크고 험악한 싸움꾼들에게 싸움을 걸기로 유명했다. 술 취한 이들은 그에게 가시멧돼지라는 별명을 지어 주었다. 슬롬과 엘제를 잇는 도로의 주점들을 쏘다니며 온갖 싸움에 끼어들던 중, 어느 술집 주인의 눈에 들어 관리인으로 고용되었다. 가시멧돼지는 공짜 술을 보수로 삼아, 외상값을 거두고 싸움을 말리거나 가끔은 누군가의 다리를 부러뜨리는 일을 했다. (운이 없었던 거미 녀석은 다리가 다섯 개나 부러졌다.)\n어느 밤, 한껏 술을 마시고 외상값이 남은 손님과 자신의 간을 똑같이 해친 리그왈은 마침내 적수를 만나고 말았다. 북지의 황무지에서 온 덩치 큰 손님 하나가 계산서를 받고는 술 취한 목소리로 말했다. \"어이, 그 송곳니 좀 집어넣는 게 어때?\" 그리고 세기의 대결이 펼쳐졌다. 열댓 명의 장정들이 싸움에 뛰어들었다. 멀쩡히 남아있는 의자라곤 없었고 결국 불가능한 일이 일어나고 말았다. 그 손님이 술값도 내지 않고 주점을 떠난 것이다. 몇 주가 지나면서 가시멧돼지의 상처는 회복됐고 부러진 가시도 다시 자랐지만, 관리인의 명예만큼은 되돌릴 수 없었다. 리그왈은 미납된 술값을 스스로 메꾸고 북쪽에서 온 그 불량배를 찾아내어 꼭 복수하리라고 맹세했다. 리그왈은 실제로 전투 훈련까지 받았고, 덕분에 자신의 능력을 새롭게 깨달았다. 그는 가시를 세우며 새어나오는 미소를 감출 수 없었다. 어쩌면, 싸움에서 등을 돌리는 것이 정답인지도 몰랐다."
"[english]npc_dota_hero_bristleback_bio"	"Never one to turn his back on a fight, Rigwarl was known for battling the biggest, meanest scrappers he could get his hands on. Christened Bristleback by the drunken crowds, he waded into backroom brawls in every road tavern between Slom and Elze, until his exploits finally caught the eye of a barkeep in need of an enforcer. For a bit of brew, Bristleback was hired to collect tabs, keep the peace, and break the occasional leg or two (or five, in the case of one unfortunate web-hund).
After indulging in a night of merriment during which bodily harm was meted out in equal parts upon both delinquent patrons and his own liver, Bristleback finally met his match. \"Your tusks offend me, sir,\" he was heard to drunkenly slur to one particularly large fellow from the northern wastes whose bill had come due. What followed was a fight for the ages. A dozen fighters jumped in. No stool was left unbroken, and in the end, the impossible happened: the tab went unpaid. Over the weeks that followed, Bristleback's wounds healed, and his quills grew back; but an enforcer's honor can be a prickly thing. He paid the tab from his own coin, vowing to track down this northerner and extract redemption. And then he did something he'd never done before: he actually trained, and in so doing made a startling discovery about himself. A smile peeled back from his teeth as he flexed his quills. Turning his back to a fight might be just the thing."
"DOTA_Tooltip_ability_tusk_ice_shards_Note0"	"통과할 수 없는 벽을 생성합니다."
"[english]DOTA_Tooltip_ability_tusk_ice_shards_Note0"	"Creates an impassable barrier."
"DOTA_Tooltip_ability_tusk_snowball_Note0"	"눈덩이는 나무를 파괴합니다."
"[english]DOTA_Tooltip_ability_tusk_snowball_Note0"	"The snowball destroys trees."
"DOTA_Tooltip_ability_tusk_snowball_Note2"	"환영은 태우지 않지만, 복제 미포와 얼음폭군 자신이 지배하는 유닛은 태울 수 있습니다."
"[english]DOTA_Tooltip_ability_tusk_snowball_Note2"	"Doesn't carry illusions, but will carry Meepo clones and other units that Tusk controls."
"DOTA_Tooltip_ability_tusk_frozen_sigil_Note0"	"별도로 조작하지 않으면, 인장은 얼음폭군을 따라다닙니다."
"[english]DOTA_Tooltip_ability_tusk_frozen_sigil_Note0"	"If no order is given, the Sigil will follow Tusk."
"DOTA_Tooltip_ability_tusk_frozen_sigil_Note1"	"인장의 이동 속도는 310이고, 체력은 3/3/4/4이며, 400/400의 시야를 제공합니다. 적이 인장을 파괴하면 각각 90/100/110/120의 골드를 받습니다."
"[english]DOTA_Tooltip_ability_tusk_frozen_sigil_Note1"	"The Sigil flies, has a 310 MS, 3/3/4/4 HP, 400/400 vision, and gives a 90/100/110/120 gold bounty."
"DOTA_Tooltip_ability_tusk_walrus_punch_Note0"	"바다코끼리 펀치는 절대로 빗나가지 않습니다."
"[english]DOTA_Tooltip_ability_tusk_walrus_punch_Note0"	"Walrus Punch cannot miss."
"DOTA_Tooltip_ability_tusk_walrus_punch_Note1"	"주문 면역을 무시합니다."
"[english]DOTA_Tooltip_ability_tusk_walrus_punch_Note1"	"Works fully on Spell Immune units."
