"lang"
{
"Language"	"portuguese"
"DOTA_Item_Desc_Nightsilver_Owlion"	"Nada se desloca mais silenciosamente nem ataca mais ferozmente do que este predador emplumado dos Bosques Nightsilver!"
"[english]DOTA_Item_Desc_Nightsilver_Owlion"	"Nothing moves more quietly, nothing strikes harder, than this feathered prowler of the Nightsilver Woods!"
"DOTA_Item_Mantle_of_the_Crystalline_Queen"	"Manto da Rainha Cristalina"
"[english]DOTA_Item_Mantle_of_the_Crystalline_Queen"	"Mantle of the Crystalline Queen"
"DOTA_Item_Bracers_of_the_Crystalline_Queen"	"Braçadeiras da Rainha Cristalina"
"[english]DOTA_Item_Bracers_of_the_Crystalline_Queen"	"Bracers of the Crystalline Queen"
"DOTA_Item_Desc_Bracers_of_the_Crystalline_Queen"	"Duras como o gelo mas robustas como o aço, estas braçadeiras dão arrepios gelados àqueles que ousarem enfrentar a donzela do norte."
"[english]DOTA_Item_Desc_Bracers_of_the_Crystalline_Queen"	"Hard as ice, but strong as steel, these bracers bring a chill to the heart of those who would oppose the maiden of the north. "
"DOTA_Item_Tiara_of_the_Crystalline_Queen"	"Tiara da Rainha Cristalina"
"[english]DOTA_Item_Tiara_of_the_Crystalline_Queen"	"Tiara of the Crystalline Queen"
"DOTA_Item_Gazing_Eye_of_the_Demon_Witch"	"Olhar Fixante do Bruxo Demoníaco"
"[english]DOTA_Item_Gazing_Eye_of_the_Demon_Witch"	"Gazing Eye of the Demon Witch"
"DOTA_Item_Desc_Gazing_Eye_of_the_Demon_Witch"	"Olhar para além da realidade e ver os poderes vis que lá residem requer uma visão e clareza superiores às dos mortais."
"[english]DOTA_Item_Desc_Gazing_Eye_of_the_Demon_Witch"	"To look past reality and view the vile powers beyond requires vision and clarity surpassing most mortal means."
"DOTA_Item_Scepter_of_the_Sable_Void"	"Cetro do Vazio Negro"
"[english]DOTA_Item_Scepter_of_the_Sable_Void"	"Scepter of the Sable Void"
"DOTA_Item_Desc_Scepter_of_the_Sable_Void"	"Usar os poderes do abismo ardente requer um símbolo temido pela sua malícia."
"[english]DOTA_Item_Desc_Scepter_of_the_Sable_Void"	"To harness the powers of the burning nether requires a symbol feared for its malice."
"DOTA_Item_Ruby_Ring_of_Raknoth_Raknul"	"Anel de Rubi de Rak-noth Rak-nul"
"[english]DOTA_Item_Ruby_Ring_of_Raknoth_Raknul"	"Ruby Ring of Rak-noth Rak-nul"
"DOTA_Item_Desc_Ruby_Ring_of_Raknoth_Raknul"	"Este anel iria queimar a própria alma do portador se não estivesse no dedo de alguém já sem salvação."
"[english]DOTA_Item_Desc_Ruby_Ring_of_Raknoth_Raknul"	"The ring would scorch the very soul of the wearer were it not placed on a finger already beyond hope."
"DOTA_Item_Skins_of_the_Incubus"	"Peles dos Íncubos"
"[english]DOTA_Item_Skins_of_the_Incubus"	"Skins of the Incubus"
"DOTA_Item_Desc_Skins_of_the_Incubus"	"Poucas formas de corrupção absoluta vagueiam pelas terras livremente. Andar com uma pele como esta significa declarar a superioridade sobre o inferno."
"[english]DOTA_Item_Desc_Skins_of_the_Incubus"	"Few facets of the utter foul wander the land unbidden. To claim such a skin is to declare primacy over the inferno."
"DOTA_Item_Shroud_of_the_Shattered_Sect"	"Capuz da Seita Quebrada"
"[english]DOTA_Item_Shroud_of_the_Shattered_Sect"	"Shroud of the Shattered Sect"
"DOTA_Item_Desc_Shroud_of_the_Shattered_Sect"	"Possuir o poder de um bruxo demoníaco significa desafiar poderes tanto conhecidos como desconhecidos."
"[english]DOTA_Item_Desc_Shroud_of_the_Shattered_Sect"	"To possess the power of a Demon Witch is to stand in defiance of powers seen and unseen."
"DOTA_Item_Heart_of_the_Inauspicious_Abyss"	"Coração do Abismo Inauspicioso"
"[english]DOTA_Item_Heart_of_the_Inauspicious_Abyss"	"Heart of the Inauspicious Abyss"
"DOTA_Item_Desc_Heart_of_the_Inauspicious_Abyss"	"Aqueles que patrulham a fronteira do vazio devem proteger-se com armadura resistente aos raios perfurantes do mal."
"[english]DOTA_Item_Desc_Heart_of_the_Inauspicious_Abyss"	"Those who patrol the edge of the void must gird themselves in armor impregnable to evil's piercing rays."
"DOTA_Item_Wings_of_the_Inauspicious_Abyss"	"Asas do Abismo Inauspicioso"
"[english]DOTA_Item_Wings_of_the_Inauspicious_Abyss"	"Wings of the Inauspicious Abyss"
"DOTA_Item_Desc_Wings_of_the_Inauspicious_Abyss"	"À medida que a ameaça das trevas exteriores aumenta, Harbinger intimida estas forças implacáveis com asas de estranho poder."
"[english]DOTA_Item_Desc_Wings_of_the_Inauspicious_Abyss"	"As the threat from the outer dark mounts, the Harbinger intimidates these implacable forces with wings of strange power."
"DOTA_Item_Auspex_of_the_Inauspicious_Abyss"	"Presságio do Abismo Inauspicioso"
"[english]DOTA_Item_Auspex_of_the_Inauspicious_Abyss"	"Auspex of the Inauspicious Abyss"
"DOTA_Item_Desc_Auspex_of_the_Inauspicious_Abyss"	"Um elmo cuja simetria anuncia o poder obscuro que Harbinger terá de invocar para proteger as camadas mais profundas da criação das forças frias e destrutivas vindas  de uma dimensão situada para além do conhecimento de todos."
"[english]DOTA_Item_Desc_Auspex_of_the_Inauspicious_Abyss"	"A helm whose very symmetry foreshadows the dark power that Harbinger may summon to protect the inmost shells of creation from cold destructive forces beyond knowing."
"DOTA_Item_Thyrsus_of_the_Inauspicious_Abyss"	"Tirso do Abismo Inauspicioso"
"[english]DOTA_Item_Thyrsus_of_the_Inauspicious_Abyss"	"Thyrsus of the Inauspicious Abyss"
"DOTA_Item_Desc_Thyrsus_of_the_Inauspicious_Abyss"	"No mundo à beira do abismo cresce uma espécie de árvore cristalina cujos ramos criam visões do futuro. A partir de uma destas árvores, Outworld Devourer criou este bastão.
"
"[english]DOTA_Item_Desc_Thyrsus_of_the_Inauspicious_Abyss"	"On the world at the rim grow a species of crystalline tree in whose branches visions of the future are tangled. From such a tree, Outworld Devourer fashioned this staff."
"DOTA_Item_Nightsilver_Bracers"	"Braçadeiras de Nightsilver"
"[english]DOTA_Item_Nightsilver_Bracers"	"Nightsilver Bracers"
"DOTA_Item_Desc_Nightsilver_Bracers"	"O brilho da lua abençoa estas braçadeiras e fortalece Mirana com a energia da meia-noite."
"[english]DOTA_Item_Desc_Nightsilver_Bracers"	"The moon's lustre fills these bracers, and fills Mirana with midnight power."
"DOTA_Item_Nightsilver_Quiver"	"Aljava de Nightsilver"
"[english]DOTA_Item_Nightsilver_Quiver"	"Nightsilver Quiver"
"DOTA_Item_Desc_Nightsilver_Quiver"	"Até na escuridão de uma noite sem lua, Mirana não terá problemas em encontrar uma das suas flechas desde que tenha a Aljava de Nightsilver consigo."
"[english]DOTA_Item_Desc_Nightsilver_Quiver"	"Even in the dark of a moonless night, Mirana shall not fumble for an arrow when she carries the Nightsilver Quiver."
"DOTA_Item_Nightsilver_Raiments"	"Vestes de Nightsilver"
"[english]DOTA_Item_Nightsilver_Raiments"	"Nightsilver Raiments"
"DOTA_Item_Desc_Nightsilver_Raiments"	"Envolta pela magia negra de um tecido tão puro como os raios mais fracos da lua nova, Mirana desliza silenciosamente através da escuridão."
"[english]DOTA_Item_Desc_Nightsilver_Raiments"	"Draped in the dark magic of a fabric as sheer as the new moon's faintest rays, Mirana glides silently through the dark."
"DOTA_Item_Nightsilver_Regalia"	"Regalia de Nightsilver"
"[english]DOTA_Item_Nightsilver_Regalia"	"Nightsilver Regalia"
"DOTA_Item_Desc_Nightsilver_Regalia"	"Possuindo esta gema que reflete o brilho da Estrela Demoníaca entre os chifres da lua, Mirana não teme nada."
"[english]DOTA_Item_Desc_Nightsilver_Regalia"	"Bearing a gem that reflects the brightness of the Demon Star between the moon's horns, Mirana knows no fear."
"DOTA_Item_Nightsilver_Locks"	"Tranças de Nightsilver"
"[english]DOTA_Item_Nightsilver_Locks"	"Nightsilver Locks"
"DOTA_Item_Desc_Nightsilver_Locks"	"Do mesmo modo que a lua se destaca nos céus mais negros, as tranças de Mirana brilham suavemente nos Bosques Nightsilver."
"[english]DOTA_Item_Desc_Nightsilver_Locks"	"Just as the moon appears to greatest advantage in the darkest skies, Mirana's tresses shine most softly in the Nightsilver Woods."
"DOTA_Item_Nightsilver_Bow"	"Arco de Nightsilver"
"[english]DOTA_Item_Nightsilver_Bow"	"Nightsilver Bow"
"DOTA_Item_Desc_Nightsilver_Bow"	"A defesa dos Bosques Nightsilver não só depende da arqueira mais habilidosa, como também no arco abençoado que ela usa."
"[english]DOTA_Item_Desc_Nightsilver_Bow"	"The defense of the Nightsilver Woods relies not only on the most skilled archer, but on the blessed bow she carries."
"DOTA_Item_Announcer_Tuskar"	"Locutor: Tusk"
"[english]DOTA_Item_Announcer_Tuskar"	"Announcer: Tusk"
"DOTA_Item_Desc_Announcer_Tuskar"	"Este item substitui a voz do locutor padrão com os comentários esmurrantes do Tusk."
"[english]DOTA_Item_Desc_Announcer_Tuskar"	"This item replaces the default announcer with punchy lines from Tusk."
"DOTA_Item_The_Premier_League_Season_4"	"The Premier League Season 4"
"[english]DOTA_Item_The_Premier_League_Season_4"	"The Premier League Season 4"
"DOTA_Item_Desc_The_Premier_League_Season_4"	"Assiste a 10 das melhores equipas ocidentais a competirem por um prémio de $10.000. Este ingresso dá-te direito a mais de 100 partidas com o comentário de Blaze e Rainmaker (comentário em russo por Versuta). Também inclui o estafeta exclusivo 'Wynchell, o Wyrmaleão'."
"[english]DOTA_Item_Desc_The_Premier_League_Season_4"	"Watch 10 of the best teams from Europe and America contend for a prize of $10,000. This ticket will entitle you to over 100 matches commentated by Blaze & Rainmaker and Russian commentary by Versuta. Also included is the exclusive courier 'Wynchell the Wyrmeleon'."
"DOTA_Item_RaidCall_EMS_One_Spring_2013"	"RaidCall EMS One Spring 2013"
"[english]DOTA_Item_RaidCall_EMS_One_Spring_2013"	"RaidCall EMS One Spring 2013"
"DOTA_Item_Desc_RaidCall_EMS_One_Spring_2013"	"RaidCall EMS One Spring 2013 é a nova competição de elite do Dota 2. Durante várias semanas, equipas consagradas vão enfrentar rivais prometedores na luta por um lugar nos playoffs e eventualmente no evento das finais em direto, competindo por um prémio em dinheiro de $39000."
"[english]DOTA_Item_Desc_RaidCall_EMS_One_Spring_2013"	"The RaidCall EMS One Spring 2013 is the new premier Dota2 competition. Over the course of several weeks, established teams will face up-and-coming challengers in the fight for a spot in the playoffs and eventually at the live event finals, competing for $39,000 in prize money."
"DOTA_Item_RaidCall_EMS_One_Spring_2013_ADMIN"	"RaidCall EMS One Spring 2013 - ADMIN"
"[english]DOTA_Item_RaidCall_EMS_One_Spring_2013_ADMIN"	"RaidCall EMS One Spring 2013 ADMIN"
"DOTA_Item_Desc_Copy_of_RaidCall_EMS_One_Spring_2013"	"RaidCall EMS One Spring 2013 é a nova competição de elite do Dota 2. Durante várias semanas, equipas consagradas vão enfrentar rivais prometedores na luta por um lugar nos playoffs e eventualmente no evento das finais em direto, competindo por um prémio em dinheiro de $39000."
"[english]DOTA_Item_Desc_Copy_of_RaidCall_EMS_One_Spring_2013"	"The RaidCall EMS One Spring 2013 is the new premier Dota2 competition. Over the course of several weeks, established teams will face up-and-coming challengers in the fight for a spot in the playoffs and eventually at the live event finals, competing for $39,000 in prize money."
"DOTA_Item_Star_Series_Season_V"	"Star Series Season V"
"[english]DOTA_Item_Star_Series_Season_V"	"Star Series Season V"
"DOTA_Item_Desc_Star_Series_Season_V"	"A StarSeries está de volta com a 5ª temporada! Com os comentários em 4 idiomas diferentes, sendo v1lat e TobiWan os comentadores principais, e um prémio final de $15.000, esta StarSeries promete! O auge da StarSeries é a final, na CyberSport Arena de Kiev. Inclui um estafeta exclusivo."
"[english]DOTA_Item_Desc_Star_Series_Season_V"	"StarLadder's StarSeries Season 5 is back! Broadcast in 4 different languages with v1lat and TobiWan as headliners and a grand prize of $15,000 this should be the best StarSeries yet! The keystone of StarSeries is its LAN finals, held in Kiev Cybersport Arena. Includes an exclusive in-game Courier."
"DOTA_Item_Star_Series_Season_V_ADMIN"	"Star Series Season V - ADMIN"
"[english]DOTA_Item_Star_Series_Season_V_ADMIN"	"Star Series Season V ADMIN"
"DOTA_Item_Desc_Star_Series_Season_V_ADMIN"	"A StarSeries está de volta com a 5ª temporada! Com os comentários em 4 idiomas diferentes, sendo v1lat e TobiWan os comentadores principais, e um prémio final de $15.000, esta StarSeries promete! O auge da StarSeries é a final, na CyberSport Arena de Kiev. Inclui um estafeta exclusivo."
"[english]DOTA_Item_Desc_Star_Series_Season_V_ADMIN"	"StarLadder's StarSeries Season 5 is back! Broadcast in 4 different languages with v1lat and TobiWan as headliners and a grand prize of $15,000 this should be the best StarSeries yet! The keystone of StarSeries is its LAN finals, held in Kiev Cybersport Arena. Includes an exclusive in-game Courier."
"DOTA_Item_OLD__The_Defense_3"	"ANTIGO - The Defense 3"
"[english]DOTA_Item_OLD__The_Defense_3"	"OLD - The Defense 3"
"DOTA_Item_OLD__The_Premier_League_Season_4"	"ANTIGO - The Premier League Season 4"
"[english]DOTA_Item_OLD__The_Premier_League_Season_4"	"OLD - The Premier League Season 4"
"DOTA_Item_Desc_OLD__The_Premier_League_Season_4"	"Assiste a 10 das melhores equipas ocidentais a competirem por um prémio de $10.000. Este ingresso dá-te direito a mais de 100 partidas com o comentário de Blaze e Rainmaker (comentário em russo por Versuta). Também inclui o estafeta exclusivo 'Wynchell, o Wyrmaleão'."
"[english]DOTA_Item_Desc_OLD__The_Premier_League_Season_4"	"Watch 10 of the best teams from Europe and America contend for a prize of $10,000. This ticket will entitle you to over 100 matches commentated by Blaze & Rainmaker and Russian commentary by Versuta. Also included is the exclusive courier 'Wynchell the Wyrmeleon'."
"DOTA_Item_Harbinger_of_the_Inauspicious_Abyss_Set"	"Conjunto - Mensageiro do Abismo Inauspicioso"
"[english]DOTA_Item_Harbinger_of_the_Inauspicious_Abyss_Set"	"Harbinger of the Inauspicious Abyss Set"
"DOTA_Item_Desc_Harbinger_of_the_Inauspicious_Abyss_Set"	"Inclui todos os itens do conjunto 'Mensageiro do Abismo Inauspicioso' para o Outworld Devourer:"
"[english]DOTA_Item_Desc_Harbinger_of_the_Inauspicious_Abyss_Set"	"Contains all of the items in the 'Harbinger of the Inauspicious Abyss' set for Outworld Devourer:"
"DOTA_Item_Regalia_of_the_Crystalline_Queen_Set"	"Conjunto - Regalia da Rainha Cristalina"
"[english]DOTA_Item_Regalia_of_the_Crystalline_Queen_Set"	"Regalia of the Crystalline Queen Set"
"DOTA_Item_Desc_Regalia_of_the_Crystalline_Queen_Set"	"Inclui todos os itens do conjunto 'Regalia da Rainha Cristalina' para a Crystal Maiden:"
"[english]DOTA_Item_Desc_Regalia_of_the_Crystalline_Queen_Set"	"Contains all of the items in the 'Regalia of the Crystalline Queen' set for Crystal Maiden:"
"DOTA_Item_Tools_of_the_Demon_Witch_Set"	"Conjunto - Ferramentas do Bruxo Demoníaco"
"[english]DOTA_Item_Tools_of_the_Demon_Witch_Set"	"Tools of the Demon Witch Set"
"DOTA_Item_Desc_Tools_of_the_Demon_Witch_Set"	"Inclui todos os itens do conjunto 'Ferramentas do Bruxo Demoníaco' para o Lion:"
"[english]DOTA_Item_Desc_Tools_of_the_Demon_Witch_Set"	"This bundle contains all of the items in the 'Tools of the Demon Witch' set for Lion:"
"DOTA_Item_Garments_of_the_Nightsilver_Sentinel_Set"	"Conjunto - Acessórios da Sentinela de Nightsilver"
"[english]DOTA_Item_Garments_of_the_Nightsilver_Sentinel_Set"	"Garments of the Nightsilver Sentinel Set"
"DOTA_Item_Desc_Garments_of_the_Nightsilver_Sentinel_Set"	"Inclui todos os itens do conjunto 'Acessórios da Sentinela de Nightsilver' para a Mirana:"
"[english]DOTA_Item_Desc_Garments_of_the_Nightsilver_Sentinel_Set"	"Contains all of the items in the 'Garments of the Nightsilver Sentinel' set for Mirana:"
"DOTA_Set_Regalia_of_the_Crystalline_Queen"	"Regalia da Rainha Cristalina"
"[english]DOTA_Set_Regalia_of_the_Crystalline_Queen"	"Regalia of the Crystalline Queen"
"DOTA_Set_Harbinger_of_the_Inauspicious_Abyss"	"Mensageiro do Abismo Inauspicioso"
"[english]DOTA_Set_Harbinger_of_the_Inauspicious_Abyss"	"Harbinger of the Inauspicious Abyss"
"DOTA_Set_Tools_of_the_Demon_Witch"	"Ferramentas do Bruxo Demoníaco"
"[english]DOTA_Set_Tools_of_the_Demon_Witch"	"Tools of the Demon Witch"
"DOTA_Set_Garments_of_the_Nightsilver_Sentinel"	"Acessórios da Sentinela de Nightsilver"
"[english]DOTA_Set_Garments_of_the_Nightsilver_Sentinel"	"Garments of the Nightsilver Sentinel"
"DOTA_WearableType_Sword_and_Shield"	"Espada e Escudo"
"[english]DOTA_WearableType_Sword_and_Shield"	"Sword and Shield"
"DOTA_WearableType_Cleaver"	"Cutelo"
"[english]DOTA_WearableType_Cleaver"	"Cleaver"
"DOTA_WearableType_Claws"	"Garras"
"[english]DOTA_WearableType_Claws"	"Claws"
"DOTA_WearableType_Horns_and_Helm"	"Chifres e Elmo"
"[english]DOTA_WearableType_Horns_and_Helm"	"Horns and Helm"
"DOTA_WearableType_Ticket"	"Ingresso"
"[english]DOTA_WearableType_Ticket"	"Ticket"
"DOTA_Item_Horns_of_the_Bone_Scryer"	"Chifres da Vidente de Ossos"
"[english]DOTA_Item_Horns_of_the_Bone_Scryer"	"Horns of the Bone Scryer"
"DOTA_Item_Desc_Horns_of_the_Bone_Scryer"	"\"Consigo ver qualquer coisa... um acessório para a cabeça fabuloso!\""
"[english]DOTA_Item_Desc_Horns_of_the_Bone_Scryer"	"\"I scry with my little eye...a fabulous piece of headgear!\""
"DOTA_Item_Funereal_Dress_of_the_Bone_Scryer"	"Vestido Funerário da Vidente de Ossos"
"[english]DOTA_Item_Funereal_Dress_of_the_Bone_Scryer"	"Funereal Dress of the Bone Scryer"
"DOTA_Item_Desc_Funereal_Dress_of_the_Bone_Scryer"	"Os profetas clarividentes que preveem outra coisa sem ser a morte estão apenas a enganar-se a eles mesmos. A Death Prophet sabe como terminam todas as ocasiões e por isso os seus trajes são sempre apropriados."
"[english]DOTA_Item_Desc_Funereal_Dress_of_the_Bone_Scryer"	"Far-seeing prophets who see anything other than Death are merely fooling themselves. Death Prophet knows how every occasion ends, and thus her attire is always appropriate."
"DOTA_Item_Scarf_of_the_Bone_Scryer"	"Lenço da Vidente de Ossos"
"[english]DOTA_Item_Scarf_of_the_Bone_Scryer"	"Scarf of the Bone Scryer"
"DOTA_Item_Desc_Scarf_of_the_Bone_Scryer"	"Quando as visões da morte trazem arrepios, este lenço mantém a Death Prophet quente. Mesmo assim, os calafrios agradam-lhe vez em quando."
"[english]DOTA_Item_Desc_Scarf_of_the_Bone_Scryer"	"When visions of Death bring a chill, this scarf keeps Death Prophet warm. Then again, she enjoys a little chill."
"DOTA_Item_Salvaged_Sword_and_Board"	"Espada e Escudo Recuperados"
"[english]DOTA_Item_Salvaged_Sword_and_Board"	"Salvaged Sword and Board"
"DOTA_Item_Desc_Salvaged_Sword_and_Board"	"Às vezes só dá para usar o que podes achar."
"[english]DOTA_Item_Desc_Salvaged_Sword_and_Board"	"Sometimes you have to go with what you can find."
"DOTA_Item_Lash_of_the_Summoned_Lord"	"Látego do Lorde Invocado"
"[english]DOTA_Item_Lash_of_the_Summoned_Lord"	"Lash of the Summoned Lord"
"DOTA_Item_Desc_Lash_of_the_Summoned_Lord"	"Izhai icha ensh safras!"
"[english]DOTA_Item_Desc_Lash_of_the_Summoned_Lord"	"Izhai icha ensh safras!"
"DOTA_Item_Sigil_of_the_Summoned_Lord"	"Sigilo do Lorde Invocado"
"[english]DOTA_Item_Sigil_of_the_Summoned_Lord"	"Sigil of the Summoned Lord"
"DOTA_Item_Desc_Sigil_of_the_Summoned_Lord"	"Hollom tak vo'Ozh hedoq!"
"[english]DOTA_Item_Desc_Sigil_of_the_Summoned_Lord"	"Hollom tak vo'Ozh hedoq!"
"DOTA_Item_Plate_of_the_Summoned_Lord"	"Armadura do Lorde Invocado"
"[english]DOTA_Item_Plate_of_the_Summoned_Lord"	"Plate of the Summoned Lord"
"DOTA_Item_Desc_Plate_of_the_Summoned_Lord"	"Ozh icha gluth ahm'sol!"
"[english]DOTA_Item_Desc_Plate_of_the_Summoned_Lord"	"Ozh icha gluth ahm'sol!"
"DOTA_Item_Ceremonial_Thorax_of_Qaldin"	"Tórax Cerimonial de Qaldin"
"[english]DOTA_Item_Ceremonial_Thorax_of_Qaldin"	"Ceremonial Thorax of Qaldin"
"DOTA_Item_Desc_Ceremonial_Thorax_of_Qaldin"	"Este adorno ritual celebra o poder perfeito do Djinn que foi o primeiro a encher uma carapaça de armadura mágica com areia conscientes. Poderoso e sem defeitos, tal como o próprio Djinn, este tórax é para ser usado nas mais sagradas das ocasiões."
"[english]DOTA_Item_Desc_Ceremonial_Thorax_of_Qaldin"	"Behold! This ritual adornment celebrates the flawless power of the Djinn who first poured the Sentient Sand into a suit of magical armor. Flawless and mighty, like the Djinn itself, a thorax for only the most sacred of occasions."
"DOTA_Item_Ceremonial_Crawlers_of_Qaldin"	"Patas Cerimoniais de Qaldin"
"[english]DOTA_Item_Ceremonial_Crawlers_of_Qaldin"	"Ceremonial Crawlers of Qaldin"
"DOTA_Item_Desc_Ceremonial_Crawlers_of_Qaldin"	"Todos os rituais de Qaldin são desempenhados como uma dança, com cada passo prescrito e promulgado em rigoroso detalhe. Um passo em falso pode originar uma era de desgraça. Mas Sand King nunca se enganou."
"[english]DOTA_Item_Desc_Ceremonial_Crawlers_of_Qaldin"	"All the rites of Qaldin are done as dance, with each step prescribed and enacted in precise detail. A misstep can mean an age of misfortune. But Sand King has never put one crawler wrong."
"DOTA_Item_Bindings_of_the_Summoned_Lord"	"Ornamentos do Lorde Invocado"
"[english]DOTA_Item_Bindings_of_the_Summoned_Lord"	"Bindings of the Summoned Lord"
"DOTA_Item_Desc_Bindings_of_the_Summoned_Lord"	"Ozh acha domosh ahm'omoz!"
"[english]DOTA_Item_Desc_Bindings_of_the_Summoned_Lord"	"Ozh acha domosh ahm'omoz!"
"DOTA_Item_Decorative_Armor_of_the_Bone_Scryer"	"Armadura Decorativa da Vidente de Ossos"
"[english]DOTA_Item_Decorative_Armor_of_the_Bone_Scryer"	"Decorative Armor of the Bone Scryer"
"DOTA_Item_Desc_Decorative_Armor_of_the_Bone_Scryer"	"Claramente, Death Prophet só tem uma coisa no pensamento: a morte. Esta armadura segura-a como um abraço frio e ossudo."
"[english]DOTA_Item_Desc_Decorative_Armor_of_the_Bone_Scryer"	"Death Prophet clearly has only one thing on her mind: Death. This armor holds her like a cold, bony embrace."
"DOTA_Item_Maw_of_the_Devourer"	"Cetro do Devorador"
"[english]DOTA_Item_Maw_of_the_Devourer"	"Maw of the Devourer"
"DOTA_Item_Desc_Maw_of_the_Devourer"	"Desde o mundo na orla do abismo, este bastão relembra pesadamente o vazio uivante que espera por todos nós."
"[english]DOTA_Item_Desc_Maw_of_the_Devourer"	"From the World at the Rim, this staff is a weighty reminder of the howling void that waits for us all."
"DOTA_Item_Ancient_Slithereen_Basher"	"Clava Slithereen Ancestral"
"[english]DOTA_Item_Ancient_Slithereen_Basher"	"Ancient Slithereen Basher"
"DOTA_Item_Desc_Ancient_Slithereen_Basher"	"Poucas são as armas que têm sobrevivido às guerras por baixo das ondas."
"[english]DOTA_Item_Desc_Ancient_Slithereen_Basher"	"Few are the weapons that have outlasted the wars beneath the waves."
"DOTA_Item_Chained_Snatcher"	"Gancho Acorrentado"
"[english]DOTA_Item_Chained_Snatcher"	"Chained Snatcher"
"DOTA_Item_Desc_Chained_Snatcher"	"Nunca dês à tua refeição uma chance de se atrasar para o jantar."
"[english]DOTA_Item_Desc_Chained_Snatcher"	"Never give a meal the chance to be late for dinner."
"DOTA_Item_Chained_Chopper"	"Cutelo Acorrentado"
"[english]DOTA_Item_Chained_Chopper"	"Chained Chopper"
"DOTA_Item_Desc_Chained_Chopper"	"Envolta nas correntes de ferro do Pudge, uma lembrança das correntes que nos ligam à vida, e do quanto fácil que é para o Pudge quebrá-las."
"[english]DOTA_Item_Desc_Chained_Chopper"	"Tangled in the links of Pudge's chains, a reminder of the shackles that bind us to life--and how easily Pudge may break them."
"DOTA_Item_Crimson_Riptide"	"Maré Carmesim"
"[english]DOTA_Item_Crimson_Riptide"	"Crimson Riptide"
"DOTA_Item_Desc_Crimson_Riptide"	"Deixa que esta lâmina beba do teu inimigo."
"[english]DOTA_Item_Desc_Crimson_Riptide"	"Let this blade drink deep of your foe."
"DOTA_Item_Golden_Riptide"	"Maré Dourada"
"[english]DOTA_Item_Golden_Riptide"	"Golden Riptide"
"DOTA_Item_Desc_Golden_Riptide"	"Deixa que esta lâmina te proteja do mal."
"[english]DOTA_Item_Desc_Golden_Riptide"	"Let this blade guard you from harm."
"DOTA_Item_Finblade"	"Finblade"
"[english]DOTA_Item_Finblade"	"Finblade"
"DOTA_Item_Desc_Finblade"	"O navio do Kunkka atravessa as ondas da mesma maneira que a Finblade atravessa os seus inimigos. Kunkka desfruta do espetáculo iridescente vindo tanto das ondas do mar como das almas a serem libertadas."
"[english]DOTA_Item_Desc_Finblade"	"Kunkka's ship cleaves the waves as easily as Finblade cleaves his enemies. Kunkka revels in the iridiscent play of light given off by dashing spray and liberated souls alike."
"DOTA_Item_Councilors_Staff"	"Bastão do Conselheiro"
"[english]DOTA_Item_Councilors_Staff"	"Councilor's Staff"
"DOTA_Item_Desc_Councilors_Staff"	"Qualquer bastão imbuído devidamente servirá para a maioria dos feiticeiros. Contudo, ser um aspirante a conselheiro requer que certas concessões sejam levadas a cabo."
"[english]DOTA_Item_Desc_Councilors_Staff"	"Any suitably imbued staff will serve for most sorcerers.  However, being an aspiring councilor requires that certain concessions be made to form."
"DOTA_Item_Councilors_Shawl"	"Xaile do Conselheiro"
"[english]DOTA_Item_Councilors_Shawl"	"Councilor's Shawl"
"DOTA_Item_Desc_Councilors_Shawl"	"Poucos feiticeiros podem afirmar terem um xaile que parece ser tão prestigioso como resistente ao fogo."
"[english]DOTA_Item_Desc_Councilors_Shawl"	"Few sorcerers can claim to own a shawl that appears as prestigious as it is fire resistant."
"DOTA_Item_Councilors_Robe"	"Túnica do Conselheiro"
"[english]DOTA_Item_Councilors_Robe"	"Councilor's Robe"
"DOTA_Item_Desc_Councilors_Robe"	"Ser um Magus, um duelista e um aspirante a político ao mesmo tempo requer uma túnica que seja não só imponente mas também resistente a explosões."
"[english]DOTA_Item_Desc_Councilors_Robe"	"To be at once a Magus, a duelist, and an aspiring politician requires a robe that is both stately and blast proof."
"DOTA_Item_Ceremonial_Claws_of_Qaldin"	"Pinças Cerimoniais de Qaldin"
"[english]DOTA_Item_Ceremonial_Claws_of_Qaldin"	"Ceremonial Claws of Qaldin"
"DOTA_Item_Desc_Ceremonial_Claws_of_Qaldin"	"Gravadas com as runas luminosas de Qezh, as imponentes pinças do Suplicante Cintilante atraem a total atenção do Djinn de Qaldin."
"[english]DOTA_Item_Desc_Ceremonial_Claws_of_Qaldin"	"Incised with the luminous runes of Qezh, the upraised claws of the Scintillant Supplicant summon the full attention of the Djinn of Qaldin."
"DOTA_Item_Ceremonial_Stinger_of_Qaldin"	"Ferrão Cerimonial de Qaldin"
"[english]DOTA_Item_Ceremonial_Stinger_of_Qaldin"	"Ceremonial Stinger of Qaldin"
"DOTA_Item_Desc_Ceremonial_Stinger_of_Qaldin"	"No auge da cerimónia de Qaz'hallaq, sete virtuosos acólitos são espetados até à morte com um golpe deste malévolo ferrão blindado."
"[english]DOTA_Item_Desc_Ceremonial_Stinger_of_Qaldin"	"At the height of the ceremony of Qaz'hallaq, seven virtuous acolytes are stung to death with one swipe of this malevolent armored appendage."
"DOTA_Item_Belt_of_the_Bramble_Lord"	"Cinto de Lorde Bramble"
