"lang"
{
"Language"	"czech"
"DOTA_Tooltip_ability_slark_essence_shift_agi_gain"	"ZÍSKANÉ OBRATNOSTI:"
"[english]DOTA_Tooltip_ability_slark_essence_shift_agi_gain"	"AGILITY GAINED:"
"DOTA_Tooltip_ability_slark_essence_shift_stat_loss"	"ZTRÁTA VŠECH ATRIBUTŮ:"
"[english]DOTA_Tooltip_ability_slark_essence_shift_stat_loss"	"ALL ATTRIBUTE LOSS:"
"DOTA_Tooltip_ability_slark_essence_shift_duration"	"TRVÁNÍ:"
"[english]DOTA_Tooltip_ability_slark_essence_shift_duration"	"DURATION:"
"DOTA_Tooltip_ability_slark_shadow_dance"	"Shadow Dance"
"[english]DOTA_Tooltip_ability_slark_shadow_dance"	"Shadow Dance"
"DOTA_Tooltip_ability_slark_shadow_dance_Description"	"Slark se urkyje do oblaku stínů, čímž se stane odolným vůči detekci (útočení, používání kouzel a předmětů Slarka neodhalí). Zatímco je neviditelný, získává Slark pasivní bonus k rychlosti pohybu a regeneraci zdraví."
"[english]DOTA_Tooltip_ability_slark_shadow_dance_Description"	"When used, Slark hides himself in a cloud of shadows, becoming immune to detection (attacking, casting spells, and using items do not reveal Slark).  Passively, when not visible to the enemy team, Slark gains bonus movement speed and health regeneration."
"DOTA_Tooltip_ability_slark_shadow_dance_Lore"	"Třináctý z tuctu je kluzkým nepřítelem."
"[english]DOTA_Tooltip_ability_slark_shadow_dance_Lore"	"The hidden Thirteenth is a slippery foe."
"DOTA_Tooltip_ability_slark_shadow_dance_duration"	"TRVÁNÍ:"
"[english]DOTA_Tooltip_ability_slark_shadow_dance_duration"	"DURATION:"
"DOTA_Tooltip_ability_slark_shadow_dance_bonus_movement_speed"	"%BONUS K RYCHLOSTI POHYBU:"
"[english]DOTA_Tooltip_ability_slark_shadow_dance_bonus_movement_speed"	"%BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_slark_shadow_dance_bonus_regen_pct"	"%ZDRAVÍ ZÍSKANÉHO ZA SEKUNDU:"
"[english]DOTA_Tooltip_ability_slark_shadow_dance_bonus_regen_pct"	"%HEALTH GAINED PER SECOND:"
"DOTA_Lobby_UserMenu_ApplyTeam"	"Přidat můj tým do tohoto Lobby"
"[english]DOTA_Lobby_UserMenu_ApplyTeam"	"Apply my team to this lobby"
"dota_matchgroup_ru"	"Rusko"
"[english]dota_matchgroup_ru"	"Russia"
"DOTA_Tooltip_modifier_brewmaster_storm_cyclone"	"Cyclone"
"[english]DOTA_Tooltip_modifier_brewmaster_storm_cyclone"	"Cyclone"
"DOTA_Tooltip_modifier_brewmaster_storm_cyclone_Description"	"Jednotka je nezranitelná a nemůže se hýbat."
"[english]DOTA_Tooltip_modifier_brewmaster_storm_cyclone_Description"	"Invulnerable, cannot act."
"DOTA_Tooltip_modifier_slark_pounce_leash"	"Leashed"
"[english]DOTA_Tooltip_modifier_slark_pounce_leash"	"Leashed"
"DOTA_Tooltip_modifier_slark_pounce_leash_Description"	"Přivázána ke Slarkovi, může se vzdálit pouze na určitou omezenou vzdálenost."
"[english]DOTA_Tooltip_modifier_slark_pounce_leash_Description"	"Leashed to Slark, can only move a limited distance away."
"DOTA_Tooltip_modifier_slark_essence_shift"	"Essence Shift"
"[english]DOTA_Tooltip_modifier_slark_essence_shift"	"Essence Shift"
"DOTA_Tooltip_modifier_slark_essence_shift_Description"	"Krade %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% obratnosti."
"[english]DOTA_Tooltip_modifier_slark_essence_shift_Description"	"Stealing %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% agility."
"DOTA_Tooltip_modifier_slark_essence_shift_debuff_counter"	"Essence Shift"
"[english]DOTA_Tooltip_modifier_slark_essence_shift_debuff_counter"	"Essence Shift"
"DOTA_Tooltip_modifier_slark_essence_shift_debuff_counter_Description"	"Ztrácí %dMODIFIER_PROPERTY_TOOLTIP% každého atributu."
"[english]DOTA_Tooltip_modifier_slark_essence_shift_debuff_counter_Description"	"Losing %dMODIFIER_PROPERTY_TOOLTIP% of each attribute."
"DOTA_Tooltip_modifier_slark_shadow_dance"	"Shadow Dance"
"[english]DOTA_Tooltip_modifier_slark_shadow_dance"	"Shadow Dance"
"DOTA_Tooltip_modifier_slark_shadow_dance_Description"	"Neviditelný ve tvém oblaku kouře."
"[english]DOTA_Tooltip_modifier_slark_shadow_dance_Description"	"Invisible within your cloud of smoke."
"DOTA_ToolTip_Aghanim"	"Lze vylepšit pomocí Aghanim's Scepteru."
"[english]DOTA_ToolTip_Aghanim"	"Upgradable by Aghanim's Scepter."
"hero_showcase_title"	"VYBRANÝ HRDINA"
"[english]hero_showcase_title"	"FEATURED HERO"
"hero_showcase_change"	"ZMĚNIT HRDINU"
"[english]hero_showcase_change"	"CHANGE HERO"
"hero_showcase_show_in_profile"	"Použít hrdinu na mém profilu"
"[english]hero_showcase_show_in_profile"	"Use this hero in my profile"
"UI_skill_any"	"Jakákoli"
"[english]UI_skill_any"	"Any"
"UI_skill_normal"	"Normální"
"[english]UI_skill_normal"	"Normal"
"UI_skill_high"	"Vysoká"
"[english]UI_skill_high"	"High"
"UI_skill_very_high"	"Velmi vysoká"
"[english]UI_skill_very_high"	"Very High"
"DOTA_Subscription_Match"	"Zápas"
"[english]DOTA_Subscription_Match"	"Match"
"DOTA_Subscription_Time"	"Čas"
"[english]DOTA_Subscription_Time"	"Time"
"DOTA_Subscription_Rating"	"Hodnocení"
"[english]DOTA_Subscription_Rating"	"Rating"
"DOTA_Subscription_Viewers"	"Diváků"
"[english]DOTA_Subscription_Viewers"	"Viewers"
"DOTA_Partial_Team"	"Pouze částečný tým"
"[english]DOTA_Partial_Team"	"Partial Team Used"
"DOTA_LocalPlayer"	"Místní hráč"
"[english]DOTA_LocalPlayer"	"Local Player"
"DOTA_Tooltip_ability_earthshaker_enchant_totem_notes"	"Poznámky:\n\nZvyšuje pouze základní poškození a dodatečné poškození získané primárním atributem. Bonus k poškození není navýšen.\n\nBonus k poškození z této schopnosti se nesčítá s runou Dvojnásobného poškození."
"[english]DOTA_Tooltip_ability_earthshaker_enchant_totem_notes"	"Notes:\n\nOnly increases base damage and additional damage given by the primary attribute. Bonus damage is not increased.\n\nBonus damage from this ability does not stack with the Double Damage rune."
"DOTA_Tooltip_ability_earthshaker_aftershock_notes"	"Poznámka:\n\nPoužívání předmětů nespustí Aftershock."
"[english]DOTA_Tooltip_ability_earthshaker_aftershock_notes"	"Notes:\n\nUsing items does not trigger Aftershock."
"DOTA_Tooltip_ability_earthshaker_echo_slam_notes"	"Poznámky:\n\nPočáteční poškození pronikne imunitou vůči magii, přídavné poškození však ne.\n\nPočáteční poškození je uděleno v rozsahu 500 hammer jednotek kolem Earthshakera.\n\nKaždá jednotka nacházející se v rozsahu 550 hammer jednotek od počátečního nárazu, vytvoří echo vlnu, která udělí poškození jí a jednotkám kolem ní.\n\nCreepové zabití počátečním poškozením od Echo Slam stále vytvoří echo vlnu."
"[english]DOTA_Tooltip_ability_earthshaker_echo_slam_notes"	"Notes:\n\nThe initial damage will go through magic immunity, the additional damage will not.\n\nThe initial damage is dealt in an radius of 500 around Earthshaker.\n\nEach unit within 550 radius of the initial blast will produce an echo wave, dealing damage to units around it (including itself).\n\nCreeps killed by Echo Slam's initial damage will still give off echo wave damage."
"DOTA_Tooltip_ability_sven_storm_bolt_bolt_notes"	"Poznámky:\n\nZaměřovací kříž musí mířit na střed nepřátelské jednotky.\n\nProjektilu se nelze vyhnout blinkem, nebo útěkem."
"[english]DOTA_Tooltip_ability_sven_storm_bolt_bolt_notes"	"Notes:\n\nThe targeting reticle must be centered over an enemy unit.\n\nThe projectile can't be dodged by blinking or moving away."
"DOTA_Tooltip_ability_sven_great_cleave_great_cleave_notes"	"Poznámky:\n\nPoškození Cleavu je snižováno typem brnění, ne jeho hodnotou.\n\nPoškození Cleavu pronikne i přes imunitu vůči magii.\n\nCleave poškozuje nepřátele stojící v kruhové oblasti před Svenem."
"[english]DOTA_Tooltip_ability_sven_great_cleave_great_cleave_notes"	"Notes:\n\nCleave damage is reduced by armor type but not by armor value.\n\nCleave damage goes through magic immunity.\n\nThe cleave damages a circular area in front of Sven."
"DOTA_Tooltip_ability_sven_warcry_warcry_notes"	"Poznámky:\n\nSčítá se s dalšími aurami bonusů k brnění vyvolaných předměty.\n\nSčítá se s dalšími schopnostmi a předměty, které přidávají bonus k rychlosti pohybu."
"[english]DOTA_Tooltip_ability_sven_warcry_warcry_notes"	"Notes:\n\nFully stacks with other bonus armor auras from items.\n\nFully stacks with other abilities and items that give a bonus to movement speed."
"DOTA_Tooltip_ability_sven_gods_strength_gods_strength_notes"	"Poznámky:\n\nPouze zvyšuje základní poškození a poškození získané primárním Svenovým atributem. Bonus k poškození není zvýšen.\n\nNelze smazat schopností Demonic Purge.\n\nTransformace do Svenovy jiné podoby trvá 0,3 sekund.\n\nPři transformaci můžeš odrážet omráčení."
"[english]DOTA_Tooltip_ability_sven_gods_strength_gods_strength_notes"	"Notes:\n\nOnly increases base damage and that given by the primary attribute of Sven. Raw bonus damage is not increased.\n\nCannot be Purged.\n\nHas a 0.3 seconds transformation time.\n\nYou can dodge stuns while transforming."
"DOTA_Tooltip_ability_kunkka_torrent_notes"	"Poznámky:\n\nZpoždění je 2 sekundy na všech úrovních.\n\nBubliny před samotným kouzlem vidí pouze spoluhráči.\n\nJednotky vyhozené do vzduchu jsou zastaveny a mohou být zasaženy.\n\nČást poškození je udělena hned, jak vystříkne voda, zbytek je postupně udělován, když se jednotka nachází ve vzduchu.\n\nNa všech úrovních jsou jednotky zastaveny po dobu 1,53 sekund."
"[english]DOTA_Tooltip_ability_kunkka_torrent_notes"	"Notes:\n\nThe delay is 2 seconds at all levels.\n\nThe initial visual bubble effect can only be seen by allies.\n\nUnits tossed in the air are paused and can still be attacked.\n\nPart of the damage occurs right as the torrent erupts, the rest occurs over time as the units are in the air.\n\nThe units are disabled for 1.53 seconds at all levels."
"DOTA_Tooltip_ability_kunkka_tidebringer_notes"	"Poznámky:\n\nPoškození rozštípnutím je redukováno pouze typem brnění, ne jeho hodnotou.\n\nCooldown není spuštěn při denyování, takže je bonus k poškození zachován.\n\nSpouští se zásahem nepřítele."
"[english]DOTA_Tooltip_ability_kunkka_tidebringer_notes"	"Notes:\n\nCleaved damage is only reduced by armor type, not by armor value.\n\nCooldown is not activated on denies, so the damage bonus is maintained.\n\nApplies on-hit effects."
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_notes"	"Poznámky:\n\nPokud se cíl stane imunním proti magii poté, co je na něj použita tato schopnost, nevrátí se po dané době na místo označené písmenem X.\n\nPřerušuje vyvolávání kouzel."
"[english]DOTA_Tooltip_ability_kunkka_x_marks_the_spot_notes"	"Notes:\n\nIf target becomes magic immune after this spell has been cast, target will not return to the X after the duration ends.\n\nInterrupts channelling spells."
"DOTA_Tooltip_ability_kunkka_return_notes"	"Poznámka:\n\nTato schopnost není dostupná, pokud je na cíli aktivní X Marks the Spot."
"[english]DOTA_Tooltip_ability_kunkka_return_notes"	"Notes:\n\nThis ability is available when X Marks the Spot is active on a target."
"DOTA_Tooltip_ability_kunkka_ghostship_notes"	"Poznámky:\n\nDosah poškození způsobeného srážkou lodi je větší, než loď samotná.\n\nLoď se pohybuje rychlostí 650 hammer jednotek za sekundu.\n\nPoškození udílené poté, co odezní účinky Kunkkova rumu, nedokáže zabít hrdinu."
"[english]DOTA_Tooltip_ability_kunkka_ghostship_notes"	"Notes:\n\nActual area of effect of ship's collision is larger than the boat itself.\n\nThe boat has a movement speed of 650.\n\nDamage dealt after Kunkka's rum wears off is non-lethal and can never kill a hero."
"DOTA_Tooltip_ability_tiny_avalanche_notes"	"Poznámky:\n\nPokud je nepřítel odhozen Tossem a ve stejnou chvíli zasažen schopností Avalanche, udělí mu Avalanche dvojnásobné poškození.\n\nZatímco trvání omráčení od Avalanche je 1 sekundu poté, co je kouzlo dokončeno, samotná Avalanche trvá 1 sekundu, což ve výsledku znamená, že zasažené jednotky jsou omráčeny po celé dvě sekundy."
"[english]DOTA_Tooltip_ability_tiny_avalanche_notes"	"Notes:\n\nIf an enemy is Tossed and then hit by Avalanche at the same time, they will take twice the damage from Avalanche.\n\nWhile the duration of the stun from Avalanche is 1 second after the spell finishes, Avalanche itself lasts for 1 second, meaning units hit by it will be stunned for a full two seconds."
"DOTA_Tooltip_ability_tiny_toss_notes"	"Poznámky:\n\nPokud je nepřítel odhozen Tossem a ve stejnou chvíli zasažen schopností Avalanche, udělí mu Avalanche dvojnásobné poškození.\n\nToss vybere náhodnou jednotku v okruhu 250 jednotek a odhodí ji. Jednotka může být spřátelená. Spřátelená jednotka neobdrží žádné poškození.\n\nPoškozuje budovy"
"[english]DOTA_Tooltip_ability_tiny_toss_notes"	"Notes:\n\nIf an enemy is Tossed and then hit by Avalanche at the same time, they will take twice the damage from Avalanche.\n\nToss picks a random unit within 250 range to throw. Unit may be allied. Allies will take no damage.\n\nDamages structures"
"DOTA_Tooltip_ability_tiny_craggy_exterior_notes"	"Poznámky:\n\nFunguje na fyzické útoky v dosahu 300 od Tinyho.\n\nOmráčení a poškození jsou uděleny na počátku útoku."
"[english]DOTA_Tooltip_ability_tiny_craggy_exterior_notes"	"Notes:\n\nWorks on physical attacks within 300 range of Tiny.\n\nThe stun and damage occur at the beginning of the attack."
"DOTA_Tooltip_ability_tiny_grow_notes"	"Poznámky:\n\nSpřátelné jednotky neobdrží od Tossu poškození.\n\nPokud je zakoupen Aghanim's Scepter, vybaví se Tiny stromem, a to nezávisle na své úrovni. Nicméně dokud si alespoň jednou nezvýší úroveň Grow!, nebude udílet vyšší poškození Tossem, nezvětší se dosah jeho útoků a nebude mít šanci na rozštípnutí.\n\nAghanim's Scepter zvětšuje dosah útoků na 235, dává 50% šanci na rozštípnutí v dosahu 400 hammer jednotek a přidává 75% bonus k poškození proti budovám."
"[english]DOTA_Tooltip_ability_tiny_grow_notes"	"Notes:\n\nAllies still take no damage from Toss.\n\nIf Aghanim's Scepter is purchased, Tiny will equip a tree, regardless of level. However, he will not experience improved Toss damage, attack range, or Cleave until Grow! is leveled at least once.\n\nAghanim's Scepter increases attack range to 235, gives 50% cleave in a 400 radius, and deals 75% bonus damage to structures."
"DOTA_Tooltip_ability_rattletrap_battery_assault_notes"	"Poznámky:\n\nZůstává aktivní, i když je Clockwerk zastaven.\n\nVypouští celkem 14 šrapnelů.\n\nCelkové poškození: 210/490/770/1050."
"[english]DOTA_Tooltip_ability_rattletrap_battery_assault_notes"	"Notes:\n\nRemains active even if Clockwerk is disabled.\n\nDischarges a total of 14 shrapnel.\n\nTotal damage: 210/490/770/1050."
"DOTA_Tooltip_ability_rattletrap_power_cogs_notes"	"Poznámky:\n\nCogs udílí šok i jednotkám immuním vůči magii a neviditelným jednotkám.\n\nSání poškození/many neovlivňuje jednotky imunní vůči magii, avšak ovlivňuje neviditelné jednotky.\n\nOdhození nepřátelé jsou krátce omráčeny."
"[english]DOTA_Tooltip_ability_rattletrap_power_cogs_notes"	"Notes:\n\nCogs can shock magic immune and invisible units.\n\nThe damage/mana drain does not affect magic immune units, but does affect invisible units.\n\nEnemies that are knocked back are mini-stunned."
"DOTA_Tooltip_ability_rattletrap_rocket_flare_notes"	"Poznámky:\n\nNezabíjí nepřátelského zvířecího kurýra.\n\nOsvětluje cestu v dosahu 600 hammer jednotek."
"[english]DOTA_Tooltip_ability_rattletrap_rocket_flare_notes"	"Notes:\n\nDoes not kill enemy animal couriers.\n\nGives vision in a 600 radius."
"DOTA_Tooltip_ability_rattletrap_hookshot_notes"	"Poznámky:\n\nImunita vůči magii zabrání obdržení poškození, ale ne přitažení či omráčení.\n\nS vylepšenou verzí se lze přitáhnout ke spřáteleným jednotkám. Spřátelené jednotky nebudou zastaveny nebo poškozeny a nepřátelské jednotky budou stále poškozovány a zastavovány.\n\n(**) Dosah přitažení/omráčení\n\nZasažené jednotky jsou zastaveny, dokud se hák nepřitáhne.\n\nSrážka s neutrálním creepem nebo spřátelenou jednotkou (bez Aghanims's Scepter) zastaví přitahování."
"[english]DOTA_Tooltip_ability_rattletrap_hookshot_notes"	"Notes:\n\nMagic immunity will block damage, but not the latch or stun.\n\nImproved version can latch onto allies. The allied unit will not get disabled or damaged, and enemy units will still get damaged and disabled.\n\n(**) Latch/stun radius\n\nThe affected enemy will be paused until the hook retracts.\n\nColliding with a neutral creep, or with an allied unit (without Aghanim's Scepter) will stop the hook for no effect."
"DOTA_Tooltip_ability_beastmaster_wild_notes"	"Poznámka:\n\nWild Axes kácí stromy."
"[english]DOTA_Tooltip_ability_beastmaster_wild_notes"	"Notes:\n\nWild Axes destroys trees."
"DOTA_Tooltip_ability_beastmaster_primal_roar_notes"	"Poznámky:\n\nZpomalení a omráčení pronikne i skrze imunitu vůči magii, poškození však ne.\n\nŘevem jsou odstrčeny pouze nepřátelské jednotky."
"[english]DOTA_Tooltip_ability_beastmaster_primal_roar_notes"	"Notes:\n\nThe slow and stun go through magic immunity, but the damage does not.\n\nOnly enemy units are shoved aside from the path of the roar."
"DOTA_Tooltip_ability_templar_assassin_refraction_duration"	"TRVÁNÍ:"
"[english]DOTA_Tooltip_ability_templar_assassin_refraction_duration"	"DURATION:"
"DOTA_Tooltip_ability_dragon_knight_breathe_fire_notes"	"Poznámky:\n\nTato schopnost ovlivňuje mechanické jednotky.\n\nMůže zasáhnout jednotky vzdálené až 900 hammer jednotek."
"[english]DOTA_Tooltip_ability_dragon_knight_breathe_fire_notes"	"Notes:\n\nThis ability affects mechanical units.\n\nCan hit units up to 900 range away."
"DOTA_Tooltip_ability_dragon_knight_dragon_blood_notes"	"Poznámka:\n\nVylepšení brnění se počítá jako základní, ne jako přídavné."
"[english]DOTA_Tooltip_ability_dragon_knight_dragon_blood_notes"	"Notes:\n\nThe armor upgrade counts as base armor, not an addition."
"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_notes"	"Poznámky:\n\nElder Dragon Form zvětšuje dosah schopnosti Dragon Tail.\n\nTyp poškození Corrosive Breath: magické.\n\nCorrosive Breath uděluje po dobu 5 sekund poškození 20 bodů za sekundu a nezabíjí (cíli zůstane 1 bod života).\n\nCorrosive Breath funguje na budovy.\n\nSplash Attack uděluje 100% poškození v dosahu 75 hammer jednotek, 75% poškození v dosahu 150 hammer jednotek a 50% poškození v dosahu 250 hammer jednotek.\n\nFrost Breath trvá 3 sekundy a zpomaluje pohyb jednotek o 30% a rychlost útoku o 20%."
"[english]DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_notes"	"Notes:\n\nElder Dragon Form increases the range of Dragon Tail.\n\nCorrosive Breath damage type: magical.\n\nCorrosive Breath deals 20 damage per second during 5 seconds and is non-lethal (target is left with 1HP).\n\nCorrosive Breath works on structures.\n\nSplash Attack deals 100% damage in a 75 radius, 75% damage in a 150 radius, 50% damage in a 250 radius.\n\nFrost Breath slows units for 30% movement speed and 20% attack speed, lasting 3 seconds."
"DOTA_Tooltip_ability_omniknight_purification_notes"	"Poznámka:\n\nSpřátelené jednotky, na které působí schopnost Repel, nelze zaměřit."
"[english]DOTA_Tooltip_ability_omniknight_purification_notes"	"Notes:\n\nRepelled allies cannot be targeted."
"DOTA_Tooltip_ability_omniknight_repel_notes"	"Poznámky:\n\nRepel odstraňuje z cíle po vyvolání většinu efektů.\n\nNarozdíl od imunity vůči magii garantované předmětem Black King Bar, lze Repel smazat schopností Demonic Purge.\n\nImunita vůči magii neochraňuje proti většině ultimátních schopností, tedy kromě magického poškození.\n\n"
"[english]DOTA_Tooltip_ability_omniknight_repel_notes"	"Notes:\n\nRepel removes most effects from the target when cast.\n\nUnlike Magic Immunity from Black King Bar, Repel can be Purged.\n\nMagic Immunity doesn't prevent effects of most ultimates, except magical damage.\n\n"
"DOTA_Tooltip_ability_omniknight_degen_aura_notes"	"Poznámka:\n\nDegen Aura má velmi malý dosah."
"[english]DOTA_Tooltip_ability_omniknight_degen_aura_notes"	"Notes:\n\nExceptionally small area of effect for an aura."
"DOTA_Tooltip_ability_omniknight_guardian_angel_notes"	"Poznámka:\n\nPřidává spřáteleným jednotkám imunitu vůči magii."
"[english]DOTA_Tooltip_ability_omniknight_guardian_angel_notes"	"Notes:\n\nAffects allies with Magic Immunity."
"DOTA_Tooltip_ability_huskar_inner_vitality_notes"	"Poznámka:\n\nProcento zdraví je kontrolováno každou sekundu a je dle něj upravována regenerace."
"[english]DOTA_Tooltip_ability_huskar_inner_vitality_notes"	"Notes:\n\nThe HP percentage is checked every second and the regeneration adjusted accordingly."
"DOTA_Tooltip_ability_huskar_burning_spear_notes"	"Poznámky:\n\nTyp poškození způsobeného sobě: odstranění zdraví.\n\nÚčinky více Burning Spear se sčítají, pokud je vícekrát zasažen jeden cíl.\n\nHuskar se použitím této schopnosti nemůže sám zabít."
"[english]DOTA_Tooltip_ability_huskar_burning_spear_notes"	"Notes:\n\nDamage type on self is HP removal.\n\nBurning Spears stacks additively when used multiple times on one target.\n\nHuskar cannot kill himself using this ability."
"DOTA_Tooltip_ability_huskar_berserkers_blood_notes"	"Poznámky:\n\nKdyž dává Berserker's Blood velký bonus, lze vidět speciální efekt (při 60% chybějícího zdraví).\n\nPrvní sečtení proběhne, když má Huskar mezi 100-87% maximálního zdraví.\n\nMaximálního bonusu (14 sečtení) je dosaženo pouze pokud má Huskar méně jak 3% svého maximálního zdraví."
"[english]DOTA_Tooltip_ability_huskar_berserkers_blood_notes"	"Notes:\n\nThere will be a special effect when Berserker's Blood is giving a large bonus (60% missing health).\n\nFirst stack lasts from 100% to 87% of Huskar's maximum HP.\n\nMaximum bonus (14 stacks) is achieved when Huskar has strictly less than 3% of his maximum HP."
"DOTA_Tooltip_ability_huskar_life_break_notes"	"Poznámka:\n\nHuskar skočí na svůj cíl a ještě předtím než dopadne, stane se imunním vůči magii."
"[english]DOTA_Tooltip_ability_huskar_life_break_notes"	"Notes:\n\nHuskar will charge up to his target, becoming magic immune, before doing the effects."
"DOTA_Tooltip_ability_alchemist_unstable_concoction_notes"	"Poznámky:\n\nPři vaření lektvaru se může Alchemist pohybovat a útočit.\n\nČasovač nad Alchemistovou hlavou ukazuje, jak dlouho se lektvar ještě bude vařit.\n\nMaximálního poškození může být dosaženo po 5 sekundách vaření.\n\nPokud se lektvar vaří déle jak 7 sekund bez toho, aby ho Alchemist zahodil, exploduje mu v ruce. Hra kontroluje časovač každých 0,5 sekund, díky čemuž lze dosáhnout až 7,5 sekund vaření.\n\nLetící lektvar se pohybuje rychlostí 900 hammer jednotek za sekundu a poskytuje rozsah vidění až 400/400 hammer jednotek.\n\nPokud lektvar exploduje ve vzduchu, ovlivní pouze jediného nepřítele v dosahu 175 hammer jednotek od místa výbuchu.\n\nOmráčení a poškození neovlivní Alchemistu, pokud je imunní vůči magii.\n\nPokud lektvar není včas zahozen, je možné jeho explozí dát deny sám sobě."
"[english]DOTA_Tooltip_ability_alchemist_unstable_concoction_notes"	"Notes:\n\nWhile brewing the concoction, Alchemist can still move around and take action.\n\nA timer above Alchemist's head will indicate the remaining brew time.\n\nMaximum effects will be achieved after 5 seconds brewing time.\n\nIt will blow up if channeled for more than 7 seconds without throwing, checking at 0.5 second intervals (allows up to 7.5 seconds brew time).\n\nThe concoction moves at 900 speed, and provides 400/400 sight range.\n\nIf the concoction explodes mid air, it will affect one enemy unit within 175 radius around its position.\n\nStun and damage does not take effect on to self if Alchemist is magic immune.\n\nIt is possible to deny yourself with the damage taken if it's not thrown away."
"DOTA_Tooltip_ability_alchemist_goblins_greed_notes"	"Poznámka:\n\nFunguje také při zabití hrdiny."
"[english]DOTA_Tooltip_ability_alchemist_goblins_greed_notes"	"Notes:\n\nAlso works on hero kills."
"DOTA_Tooltip_ability_alchemist_chemical_rage_notes"	"Poznámka:\n\nTransformace trvá 0,35 sekund."
"[english]DOTA_Tooltip_ability_alchemist_chemical_rage_notes"	"Notes:\n\nHas a 0.35 seconds transformation time."
"DOTA_Tooltip_ability_brewmaster_drunken_haze_notes"	"Poznámka:\n\nMalého rozsahu této schopnosti si lze všimnout pouze, když jsou na vrchu cíle naskládány další jednotky."
"[english]DOTA_Tooltip_ability_brewmaster_drunken_haze_notes"	"Notes:\n\nThe small area of effect of this ability can only be noticed if there are units stacked on top of the target."
"DOTA_Tooltip_ability_brewmaster_drunken_brawler_notes"	"Poznámka:\n\nNesčítá se s uhybáním od předmětů Butterfly, Heaven's Halberd, nebo Talisman of Evasion."
"[english]DOTA_Tooltip_ability_brewmaster_drunken_brawler_notes"	"Notes:\n\nDoes not stack with evasion from Butterfly, Heaven's Halberd or Talisman of Evasion."
"DOTA_Tooltip_ability_brewmaster_primal_split_notes"	"Poznámky:\n\nKdyž kouzlo skončí, objeví se Brewmaster na místě Eartha. Pokud je Earth mrtev, objeví se na místě Storma. Pokud je i Storm mrtvý, objeví se Brewmaster na místě Firea.\n\nVšichni válečníci mají pasivní schopnost Resistant Skin. Schopnosti, které mají rozdílné efekty pro hrdiny a creepy (například Enchant schopnost Echantress), použijí při zaměření válečníků efekt pro hrdiny. Schopnosti, které ovlivňují pouze creepy (Doomův Devour) nebo pouze hrdiny (Witch Doctorův Death Ward), válečníky neovlivní.\n\nVálečníci nejsou ovlivnění Black Hole schopností od Enigmy po dobu trvání Brewmasterovy ultimátní schopnosti.\n\nVálečník Earth má všechny aury, které měl Brewmaster (například Vladmir's Offering nebo Assault Cuirass). Pokud Earth zemře, přesune se aura na Storma, poté na Firea."
"[english]DOTA_Tooltip_ability_brewmaster_primal_split_notes"	"Notes:\n\nWhen the spell ends, the Brewmaster takes Earth's place. If Earth is dead he takes Storm's place, and if Storm is dead he takes Fire's place.\n\nAll of the warriors possess the Resistant Skin passive ability. Skills that have separate effects for heroes and creeps (such as Enchantress' Enchant) will use the hero effects when targeting the warriors. Skills that affect only creeps (such as Doom's Devour) or only heroes (such as Witch Doctor's Death Ward) will not affect the warriors.\n\nThe Warriors are all completely unaffected by Enigma's Black Hole during the duration of Brewmaster's ultimate.\n\nThe Earth warrior has every aura of the Brewmaster (Such as Vlads or Assault Cuirass). If the Earth warrior dies, the auras will move to Storm, then Fire."
"DOTA_Tooltip_ability_treant_natures_guise_notes"	"Poznámky:\n\nPokud se jednotka na více jak 1 sekundu vzdálí více než 375 hammer jednotek od nejbližšího stromu, je neviditelnost přerušena.\n\nLze použít na jednotku, i když se nenachází v blízkosti stromů. Nicméně tato jednotka přijde o neviditelnost téměř ihned.\n\nTreant Protector může kouzlit i bez ztráty neviditelnosti od Nature's Guise."
"[english]DOTA_Tooltip_ability_treant_natures_guise_notes"	"Notes:\n\nIf the unit has a distance of more than 375 to the closest tree during 1 second, the invisibility will be removed.\n\nCan be used on units even if they aren't close to a tree, but the invisibility will be removed almost instantly.\n\nTreant Protector can cast spells without losing invisibility from Nature's Guise."
"DOTA_Tooltip_ability_treant_overgrowth_notes"	"Poznámky:\n\nZabraňuje používání Blinku.\n\nNedává krátké omráčení.\n\nPřeruší imunitu vůči kouzlům na již imunní jednotce. Pokud se však jednotka stane imunní až poté, co je ovlivněna schopností Overgrowth, vymaní se z ní."
"[english]DOTA_Tooltip_ability_treant_overgrowth_notes"	"Notes:\n\nPrevents usage of the Blink spell.\n\nDoes not mini-stun.\n\nDisable works on currently magic immune units, however if a unit becomes magic immune while already affected by Overgrowth, they will break free."
