"lang"
{
"Language"	"turkish"
"[english]DOTA_Tooltip_modifier_chen_test_of_faith_teleport"	"Rapture"
"DOTA_Tooltip_modifier_chen_test_of_faith_teleport_Description"	"Güvenli bir yere ışınlanılıyor."
"[english]DOTA_Tooltip_modifier_chen_test_of_faith_teleport_Description"	"Teleporting to safety."
"DOTA_Tooltip_modifier_spectre_spectral_dagger_path"	"Dagger Path"
"[english]DOTA_Tooltip_modifier_spectre_spectral_dagger_path"	"Dagger Path"
"DOTA_Tooltip_modifier_spectre_spectral_dagger_path_Description"	"Dagger Path izleme niteleyicisi"
"[english]DOTA_Tooltip_modifier_spectre_spectral_dagger_path_Description"	"Dagger Path tracking modifier, TBH"
"DOTA_Tooltip_modifier_spectre_spectral_dagger"	"Dagger Path Creator"
"[english]DOTA_Tooltip_modifier_spectre_spectral_dagger"	"Dagger Path Creator"
"DOTA_Tooltip_modifier_spectre_spectral_dagger_Description"	"Dagger isabet etti, shadow path yaratılıyor"
"[english]DOTA_Tooltip_modifier_spectre_spectral_dagger_Description"	"Hit by dagger, creating shadow path"
"DOTA_Tooltip_modifier_spectre_spectral_dagger_in_path"	"Spectral Dagger Path"
"[english]DOTA_Tooltip_modifier_spectre_spectral_dagger_in_path"	"Spectral Dagger Path"
"DOTA_Tooltip_modifier_spectre_spectral_dagger_in_path_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% değiştirildi."
"[english]DOTA_Tooltip_modifier_spectre_spectral_dagger_in_path_Description"	"Modifying movespeed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_spectre_desolate"	"Desolate"
"[english]DOTA_Tooltip_modifier_spectre_desolate"	"Desolate"
"DOTA_Tooltip_modifier_spectre_desolate_Description"	"Spectre'dan fazladan hasar alıyor."
"[english]DOTA_Tooltip_modifier_spectre_desolate_Description"	"Taking bonus damage from Spectre."
"DOTA_Tooltip_modifier_doom_bringer_devour"	"Devour"
"[english]DOTA_Tooltip_modifier_doom_bringer_devour"	"Devour"
"DOTA_Tooltip_modifier_doom_bringer_devour_Description"	"Hâlâ o lezzetli yaratığı yiyor."
"[english]DOTA_Tooltip_modifier_doom_bringer_devour_Description"	"Still digesting that delicious creep."
"DOTA_Tooltip_modifier_doom_bringer_scorched_earth_effect"	"Scorched Earth"
"[english]DOTA_Tooltip_modifier_doom_bringer_scorched_earth_effect"	"Scorched Earth"
"DOTA_Tooltip_modifier_doom_bringer_scorched_earth_effect_Description"	"Zamanla hasar verir, Doom Bringer'ın hareket hızını ve yenilenme oranını arttırır."
"[english]DOTA_Tooltip_modifier_doom_bringer_scorched_earth_effect_Description"	"Damaging over time, increasing Doom Bringer's movement speed and his regeneration rate."
"DOTA_Tooltip_modifier_doom_bringer_doom"	"Doom"
"[english]DOTA_Tooltip_modifier_doom_bringer_doom"	"Doom"
"DOTA_Tooltip_modifier_doom_bringer_doom_Description"	"Susturuldu, saniyede %dMODIFIER_PROPERTY_TOOLTIP% hasar tikliyor."
"[english]DOTA_Tooltip_modifier_doom_bringer_doom_Description"	"Silenced, ticking for %dMODIFIER_PROPERTY_TOOLTIP% damage per second."
"DOTA_Tooltip_modifier_cold_feet"	"Cold Feet"
"[english]DOTA_Tooltip_modifier_cold_feet"	"Cold Feet"
"DOTA_Tooltip_modifier_cold_feet_Description"	"Düzenli hasar alınıyor, eğer hareket etmezsen donup kalacaksın"
"[english]DOTA_Tooltip_modifier_cold_feet_Description"	"Taking periodic damage, if you don't move you will be frozen in place"
"DOTA_Tooltip_modifier_ancientapparition_coldfeet_freeze"	"Donmuş"
"[english]DOTA_Tooltip_modifier_ancientapparition_coldfeet_freeze"	"Frozen"
"DOTA_Tooltip_modifier_ancientapparition_coldfeet_freeze_Description"	"Ancient Apparition tarafından dondurulmuş."
"[english]DOTA_Tooltip_modifier_ancientapparition_coldfeet_freeze_Description"	"Frozen by Ancient Apparition."
"DOTA_Tooltip_modifier_ice_vortex"	"Ice Vortex"
"[english]DOTA_Tooltip_modifier_ice_vortex"	"Ice Vortex"
"DOTA_Tooltip_modifier_ice_vortex_Description"	"Yavaşlatıldı, büyülerden ek hasar alacak"
"[english]DOTA_Tooltip_modifier_ice_vortex_Description"	"Slowed, will take additional damage from magic"
"DOTA_Tooltip_modifier_chilling_touch"	"Chilling Touch"
"[english]DOTA_Tooltip_modifier_chilling_touch"	"Chilling Touch"
"DOTA_Tooltip_modifier_chilling_touch_Description"	"Saldırılar yavaştır ancak fazladan hasar verir."
"[english]DOTA_Tooltip_modifier_chilling_touch_Description"	"Attacks are slower but will deal additional damage"
"DOTA_Tooltip_modifier_ice_blast"	"Frostbitten"
"[english]DOTA_Tooltip_modifier_ice_blast"	"Frostbitten"
"DOTA_Tooltip_modifier_ice_blast_Description"	"Zamanla hasar alır, iyileştirilemez veya sağlık yenileyemez.  Eğer sağlık çok düşerse anında parçalanacaktır."
"[english]DOTA_Tooltip_modifier_ice_blast_Description"	"Taking damage over time and cannot heal or regenerate HP.  Will instantly shatter if HP drops too low."
"DOTA_Tooltip_modifier_ursa_earthshock"	"Earthshock"
"[english]DOTA_Tooltip_modifier_ursa_earthshock"	"Earthshock"
"DOTA_Tooltip_modifier_ursa_earthshock_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşlatıldı"
"[english]DOTA_Tooltip_modifier_ursa_earthshock_Description"	"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
"DOTA_Tooltip_modifier_ursa_overpower"	"Overpower"
"[english]DOTA_Tooltip_modifier_ursa_overpower"	"Overpower"
"DOTA_Tooltip_modifier_ursa_overpower_Description"	"Son hızda saldırı!"
"[english]DOTA_Tooltip_modifier_ursa_overpower_Description"	"Attacking at maximum speed!"
"DOTA_Tooltip_modifier_ursa_fury_swipes_damage_increase"	"Fury Swipes"
"[english]DOTA_Tooltip_modifier_ursa_fury_swipes_damage_increase"	"Fury Swipes"
"DOTA_Tooltip_modifier_ursa_fury_swipes_damage_increase_Description"	"Ursa'nın saldırılarından %dMODIFIER_PROPERTY_TOOLTIP% fazladan hasar alıyor"
"[english]DOTA_Tooltip_modifier_ursa_fury_swipes_damage_increase_Description"	"Taking an extra %dMODIFIER_PROPERTY_TOOLTIP% damage from Ursa's attacks"
"DOTA_Tooltip_modifier_ursa_enrage"	"Enrage"
"[english]DOTA_Tooltip_modifier_ursa_enrage"	"Enrage"
"DOTA_Tooltip_modifier_ursa_enrage_Description"	"O anki sağlığa bağlı olarak fazladan hasar verir."
"[english]DOTA_Tooltip_modifier_ursa_enrage_Description"	"Doing extra damage based on current health"
"DOTA_Tooltip_modifier_gyrocopter_rocket_barrage"	"Rocket Barrage"
"[english]DOTA_Tooltip_modifier_gyrocopter_rocket_barrage"	"Rocket Barrage"
"DOTA_Tooltip_modifier_gyrocopter_rocket_barrage_Description"	"Roket yağmuru ateşler."
"[english]DOTA_Tooltip_modifier_gyrocopter_rocket_barrage_Description"	"Firing salvos of rockets."
"DOTA_Tooltip_modifier_gyrocopter_flak_cannon"	"Flak Cannon"
"[english]DOTA_Tooltip_modifier_gyrocopter_flak_cannon"	"Flak Cannon"
"DOTA_Tooltip_modifier_gyrocopter_flak_cannon_Description"	"Tüm yakın hedeflere saldırır."
"[english]DOTA_Tooltip_modifier_gyrocopter_flak_cannon_Description"	"Attacking all nearby targets."
"DOTA_Tooltip_modifier_gyrocopter_call_down_slow"	"Call Down"
"[english]DOTA_Tooltip_modifier_gyrocopter_call_down_slow"	"Call Down"
"DOTA_Tooltip_modifier_gyrocopter_call_down_slow_Description"	"Gyrocopter'ın roketlerinden %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşlatıldı."
"[english]DOTA_Tooltip_modifier_gyrocopter_call_down_slow_Description"	"Slowed %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% by Gyrocopter's rockets."
"DOTA_Tooltip_modifier_spirit_breaker_greater_bash"	"Greater Bash"
"[english]DOTA_Tooltip_modifier_spirit_breaker_greater_bash"	"Greater Bash"
"DOTA_Tooltip_modifier_spirit_breaker_greater_bash_Description"	"Sersemletildi"
"[english]DOTA_Tooltip_modifier_spirit_breaker_greater_bash_Description"	"Stunned"
"DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness"	"Charge of Darkness"
"[english]DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness"	"Charge of Darkness"
"DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness_Description"	"Hücum ediyor!"
"[english]DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness_Description"	"Charging!"
"DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness_debuff"	"Charge of Darkness"
"[english]DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness_debuff"	"Charge of Darkness"
"DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness_debuff_Description"	"Yaklaşan hücum!"
"[english]DOTA_Tooltip_modifier_spirit_breaker_charge_of_darkness_debuff_Description"	"Incoming charge!"
"DOTA_Tooltip_modifier_spirit_breaker_empowering_haste"	"Empowering Haste"
"[english]DOTA_Tooltip_modifier_spirit_breaker_empowering_haste"	"Empowering Haste"
"DOTA_Tooltip_modifier_spirit_breaker_empowering_haste_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% daha hızlı hareket ediliyor."
"[english]DOTA_Tooltip_modifier_spirit_breaker_empowering_haste_Description"	"Moving %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% faster."
"DOTA_Tooltip_modifier_spirit_breaker_nether_strike"	"Nether Strike"
"[english]DOTA_Tooltip_modifier_spirit_breaker_nether_strike"	"Nether Strike"
"DOTA_Tooltip_modifier_spirit_breaker_nether_strike_Description"	"Hasar Verilemez"
"[english]DOTA_Tooltip_modifier_spirit_breaker_nether_strike_Description"	"Invulnerable"
"DOTA_Tooltip_modifier_alchemist_acid_spray"	"Acid Spray"
"[english]DOTA_Tooltip_modifier_alchemist_acid_spray"	"Acid Spray"
"DOTA_Tooltip_modifier_alchemist_acid_spray_Description"	"Düzenli hasar alınıyor ve zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% azaltıldı."
"[english]DOTA_Tooltip_modifier_alchemist_acid_spray_Description"	"Taking periodic damage, armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"DOTA_Tooltip_modifier_alchemist_chemical_rage"	"Chemical Rage"
"[english]DOTA_Tooltip_modifier_alchemist_chemical_rage"	"Chemical Rage"
"DOTA_Tooltip_modifier_alchemist_chemical_rage_Description"	"Saldırı süresi %fMODIFIER_PROPERTY_BASE_ATTACK_TIME_CONSTANT% saniyeye düşürüldü; sağlık yenilenmesi %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%, mana yenilenmesi %fMODIFIER_PROPERTY_BASE_MANA_REGEN% ve hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT% artırıldı."
"[english]DOTA_Tooltip_modifier_alchemist_chemical_rage_Description"	"Reducing attack time to %fMODIFIER_PROPERTY_BASE_ATTACK_TIME_CONSTANT%, increasing health regeneration by %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%, increasing health regen by %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%, increasing mana regen to %fMODIFIER_PROPERTY_BASE_MANA_REGEN%, increasing movespeed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_modifier_invoker_quas_instance"	"Quas"
"[english]DOTA_Tooltip_modifier_invoker_quas_instance"	"Quas"
"DOTA_Tooltip_modifier_invoker_quas_instance_Description"	"Sağlık yenilenmesi saniye başına %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% arttırıldı."
"[english]DOTA_Tooltip_modifier_invoker_quas_instance_Description"	"Health regeneration increased by %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% per second."
"DOTA_Tooltip_modifier_invoker_wex_instance"	"Wex"
"[english]DOTA_Tooltip_modifier_invoker_wex_instance"	"Wex"
"DOTA_Tooltip_modifier_invoker_wex_instance_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% ve saldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%% arttırıldı."
"[english]DOTA_Tooltip_modifier_invoker_wex_instance_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%%."
"DOTA_Tooltip_modifier_invoker_exort_instance"	"Exort"
"[english]DOTA_Tooltip_modifier_invoker_exort_instance"	"Exort"
"DOTA_Tooltip_modifier_invoker_exort_instance_Description"	"Hasar %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% arttırıldı."
"[english]DOTA_Tooltip_modifier_invoker_exort_instance_Description"	"Damage increased by %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
"DOTA_Tooltip_modifier_invoker_cold_snap"	"Cold Snap"
"[english]DOTA_Tooltip_modifier_invoker_cold_snap"	"Cold Snap"
"DOTA_Tooltip_modifier_invoker_cold_snap_Description"	"Hasar aldığında, %dMODIFIER_PROPERTY_TOOLTIP% fazladan hasar alıp kısa süreliğine donacak."
"[english]DOTA_Tooltip_modifier_invoker_cold_snap_Description"	"When damaged, will take %dMODIFIER_PROPERTY_TOOLTIP% additional damage and will be frozen briefly."
"DOTA_Tooltip_modifier_invoker_ghost_walk_self"	"Ghost Walk"
"[english]DOTA_Tooltip_modifier_invoker_ghost_walk_self"	"Ghost Walk"
"DOTA_Tooltip_modifier_invoker_ghost_walk_self_Description"	"Görünmezlik kazanıldı, %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşladı ve yakındaki düşmanları yavaşlatıyor."
"[english]DOTA_Tooltip_modifier_invoker_ghost_walk_self_Description"	"Invisible, slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, and slowing nearby enemies."
"DOTA_Tooltip_modifier_invoker_ghost_walk_enemy"	"Ghost Walk"
"[english]DOTA_Tooltip_modifier_invoker_ghost_walk_enemy"	"Ghost Walk"
"DOTA_Tooltip_modifier_invoker_ghost_walk_enemy_Description"	"Bir hayaletin yanında! %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşlatıldı."
"[english]DOTA_Tooltip_modifier_invoker_ghost_walk_enemy_Description"	"Near a ghost! Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_invoker_tornado"	"Tornado"
"[english]DOTA_Tooltip_modifier_invoker_tornado"	"Tornado"
"DOTA_Tooltip_modifier_invoker_tornado_Description"	"Bir hortuma kapılmış. Hasar almaz ama hareket edemez. Yere indikten sonra hasar alacak."
"[english]DOTA_Tooltip_modifier_invoker_tornado_Description"	"Swept up in a tornado. Invulnerable but cannot act. Will take damage upon landing."
"DOTA_Tooltip_modifier_invoker_alacrity"	"Alacrity"
"[english]DOTA_Tooltip_modifier_invoker_alacrity"	"Alacrity"
"DOTA_Tooltip_modifier_invoker_alacrity_Description"	"Saldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%% ve hasar %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% arttırıldı."
"[english]DOTA_Tooltip_modifier_invoker_alacrity_Description"	"Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%% and damage increased by %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
"DOTA_Tooltip_modifier_invoker_chaos_meteor_burn"	"Chaos Meteor Burn"
"[english]DOTA_Tooltip_modifier_invoker_chaos_meteor_burn"	"Chaos Meteor Burn"
"DOTA_Tooltip_modifier_invoker_chaos_meteor_burn_Description"	"Her saniye hasar alır."
"[english]DOTA_Tooltip_modifier_invoker_chaos_meteor_burn_Description"	"Taking damage every second."
"DOTA_Tooltip_modifier_invoker_ice_wall_slow_debuff"	"Ice Wall"
"[english]DOTA_Tooltip_modifier_invoker_ice_wall_slow_debuff"	"Ice Wall"
"DOTA_Tooltip_modifier_invoker_ice_wall_slow_debuff_Description"	"Buzdan duvarla yavaşlatılmış."
"[english]DOTA_Tooltip_modifier_invoker_ice_wall_slow_debuff_Description"	"Slowed by the wall of ice."
"DOTA_Tooltip_modifier_invoker_deafening_blast_knockback"	"Deafening Blast Geri Tepme"
"[english]DOTA_Tooltip_modifier_invoker_deafening_blast_knockback"	"Deafening Blast Knockback"
"DOTA_Tooltip_modifier_invoker_deafening_blast_knockback_Description"	"Kulak yırtan patlama yüzünden geri düştü."
"[english]DOTA_Tooltip_modifier_invoker_deafening_blast_knockback_Description"	"Reeling back from the deafening blast."
"DOTA_Tooltip_modifier_invoker_deafening_blast_disarm"	"Deafening Blast Etkisizleştirme"
"[english]DOTA_Tooltip_modifier_invoker_deafening_blast_disarm"	"Deafening Blast Disarm"
"DOTA_Tooltip_modifier_invoker_deafening_blast_disarm_Description"	"Saldırılamaz."
"[english]DOTA_Tooltip_modifier_invoker_deafening_blast_disarm_Description"	"Cannot attack."
"DOTA_Tooltip_modifier_forged_spirit_melting_strike_debuff"	"Melting Strike"
"[english]DOTA_Tooltip_modifier_forged_spirit_melting_strike_debuff"	"Melting Strike"
"DOTA_Tooltip_modifier_forged_spirit_melting_strike_debuff_Description"	"Zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% azaltıldı."
"[english]DOTA_Tooltip_modifier_forged_spirit_melting_strike_debuff_Description"	"Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"DOTA_Tooltip_modifier_silencer_curse_of_the_silent"	"Curse of the Silent"
"[english]DOTA_Tooltip_modifier_silencer_curse_of_the_silent"	"Curse of the Silent"
"DOTA_Tooltip_modifier_silencer_curse_of_the_silent_Description"	"Büyü kullanmadığı sürece hasar alır ve mana kaybeder."
"[english]DOTA_Tooltip_modifier_silencer_curse_of_the_silent_Description"	"Taking damage and losing mana unless a spell is cast."
"DOTA_Tooltip_modifier_silencer_last_word_effect"	"Last Word"
"[english]DOTA_Tooltip_modifier_silencer_last_word_effect"	"Last Word"
"DOTA_Tooltip_modifier_silencer_last_word_effect_Description"	"Yetenek kullanmak susturmaya sebep olacak."
"[english]DOTA_Tooltip_modifier_silencer_last_word_effect_Description"	"Casting spells will cause silence."
"DOTA_Tooltip_modifier_item_armlet_unholy_strength"	"Şeytani Kuvvet"
"[english]DOTA_Tooltip_modifier_item_armlet_unholy_strength"	"Unholy Strength"
"DOTA_Tooltip_modifier_item_armlet_unholy_strength_Description"	"Verilen hasar %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% artırıldı\nSaldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% artırıldı\nKuvvet %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS% artırıldı\nSaniyede %dMODIFIER_PROPERTY_TOOLTIP% sağlık kaybediyor."
"[english]DOTA_Tooltip_modifier_item_armlet_unholy_strength_Description"	"Damage increased by %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%\nStrength increased by %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS%\nLosing %dMODIFIER_PROPERTY_TOOLTIP% HP per second."
"DOTA_Tooltip_modifier_item_assault_negative_armor"	"Assault Cuirass"
"[english]DOTA_Tooltip_modifier_item_assault_negative_armor"	"Assault Cuirass"
"DOTA_Tooltip_modifier_item_assault_negative_armor_Description"	"Zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% azaltıldı."
"[english]DOTA_Tooltip_modifier_item_assault_negative_armor_Description"	"Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
"DOTA_Tooltip_modifier_item_assault_positive"	"Assault Cuirass"
"[english]DOTA_Tooltip_modifier_item_assault_positive"	"Assault Cuirass"
"DOTA_Tooltip_modifier_item_assault_positive_Description"	"Zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% geliştirildi\nSaldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY% arttırıldı"
"[english]DOTA_Tooltip_modifier_item_assault_positive_Description"	"Armor enhanced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%"
"DOTA_Tooltip_modifier_item_assault_positive_buildings"	"Assault Cuirass"
"[english]DOTA_Tooltip_modifier_item_assault_positive_buildings"	"Assault Cuirass"
"DOTA_Tooltip_modifier_item_assault_positive_buildings_Description"	"Zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% geliştirildi."
"[english]DOTA_Tooltip_modifier_item_assault_positive_buildings_Description"	"Armor enhanced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
"DOTA_Tooltip_modifier_item_assault_negative_buildings_aura"	"Assault Cuirass"
"[english]DOTA_Tooltip_modifier_item_assault_negative_buildings_aura"	"Assault Cuirass"
"DOTA_Tooltip_modifier_item_assault_negative_buildings_aura_Description"	"Zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% azaltıldı."
"[english]DOTA_Tooltip_modifier_item_assault_negative_buildings_aura_Description"	"Armor decreased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
"DOTA_Tooltip_modifier_item_blade_mail_reflect"	"Blade Mail Yansıtma"
"[english]DOTA_Tooltip_modifier_item_blade_mail_reflect"	"Blade Mail Reflection"
"DOTA_Tooltip_modifier_item_blade_mail_reflect_Description"	"Saldıran birimlere hasarı geri çevirir"
"[english]DOTA_Tooltip_modifier_item_blade_mail_reflect_Description"	"Returning damage to attacking units"
"DOTA_Tooltip_modifier_boots_of_travel_incoming"	"Boots of Travel Işınlanma"
"[english]DOTA_Tooltip_modifier_boots_of_travel_incoming"	"Boots of Travel Teleport"
"DOTA_Tooltip_modifier_boots_of_travel_incoming_Description"	"Bir dost senin konumuna ışınlanıyor"
"[english]DOTA_Tooltip_modifier_boots_of_travel_incoming_Description"	"An ally is teleporting to your location"
"DOTA_Tooltip_modifier_item_phase_boots_active"	"Phase Boots"
"[english]DOTA_Tooltip_modifier_item_phase_boots_active"	"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_active_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% arttırıldı ve ayrıca birimlerin içinden geçebilirsin."
"[english]DOTA_Tooltip_modifier_item_phase_boots_active_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and allows you to move through units"
"DOTA_Tooltip_modifier_item_buckler_effect"	"Buckler Zırh Bonusu"
"[english]DOTA_Tooltip_modifier_item_buckler_effect"	"Buckler Armor Bonus"
"DOTA_Tooltip_modifier_item_buckler_effect_Description"	"Zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE_ACTIVE% arttırıldı"
"[english]DOTA_Tooltip_modifier_item_buckler_effect_Description"	"Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE_ACTIVE%"
"DOTA_Tooltip_modifier_item_diffusal_blade_slow"	"Diffusal Blade Purge"
"[english]DOTA_Tooltip_modifier_item_diffusal_blade_slow"	"Diffusal Blade Purge"
"DOTA_Tooltip_modifier_item_diffusal_blade_slow_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% azaltıldı."
"[english]DOTA_Tooltip_modifier_item_diffusal_blade_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
"DOTA_Tooltip_modifier_bottle_regeneration"	"Bottle Yenilemesi"
"[english]DOTA_Tooltip_modifier_bottle_regeneration"	"Bottle Regeneration"
"DOTA_Tooltip_modifier_bottle_regeneration_Description"	"Saniyede %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% sağlık ve %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana yenileniyor"
"[english]DOTA_Tooltip_modifier_bottle_regeneration_Description"	"Regenerating %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% HP and %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana per second"
"DOTA_Tooltip_modifier_item_ethereal_blade_ethereal"	"Ether Blast"
"[english]DOTA_Tooltip_modifier_item_ethereal_blade_ethereal"	"Ether Blast"
"DOTA_Tooltip_modifier_item_ethereal_blade_ethereal_Description"	"Ruhani Form. Fazladan %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% büyü hasarı alıyor fakat saldıramaz veya saldırılamaz"
"[english]DOTA_Tooltip_modifier_item_ethereal_blade_ethereal_Description"	"Ethereal Form. Taking %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% increased magic damage and cannot attack or be attacked"
"DOTA_Tooltip_modifier_item_ethereal_blade_slow"	"Ethereal Blade Yavaşlatması"
"[english]DOTA_Tooltip_modifier_item_ethereal_blade_slow"	"Ethereal Blade Slow"
"DOTA_Tooltip_modifier_item_ethereal_blade_slow_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% azaltıldı."
"[english]DOTA_Tooltip_modifier_item_ethereal_blade_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
"DOTA_Tooltip_modifier_item_forcestaff_active"	"Force"
"[english]DOTA_Tooltip_modifier_item_forcestaff_active"	"Force"
"DOTA_Tooltip_modifier_item_forcestaff_active_Description"	"Force Staff ile itiliyor."
"[english]DOTA_Tooltip_modifier_item_forcestaff_active_Description"	"Being pushed by Force Staff"
"DOTA_Tooltip_modifier_ghost_state"	"Ghost Form"
"[english]DOTA_Tooltip_modifier_ghost_state"	"Ghost Form"
"DOTA_Tooltip_modifier_ghost_state_Description"	"Ruhani Form. %%%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE% arttırılmış büyü hasarı alıyor fakat saldıramaz veya saldırılamaz."
"[english]DOTA_Tooltip_modifier_ghost_state_Description"	"Ethereal Form. Taking %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% increased magic damage and cannot attack or be attacked"
"DOTA_Tooltip_modifier_item_headdress_aura"	"Headdress Yenileme Aurası"
"[english]DOTA_Tooltip_modifier_item_headdress_aura"	"Headdress Regeneration Aura"
"DOTA_Tooltip_modifier_item_headdress_aura_Description"	"Saniyede %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% sağlık yenileniyor"
"[english]DOTA_Tooltip_modifier_item_headdress_aura_Description"	"Regenerating %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% HP per second"
"DOTA_Tooltip_modifier_item_invisibility_edge_windwalk"	"Shadow Walk"
"[english]DOTA_Tooltip_modifier_item_invisibility_edge_windwalk"	"Shadow Walk"
