"lang"
{
"Language"	"korean"
"[english]npc_dota_hero_brewmaster_bio"	"Deep in the Wailing Mountains, in a valley beneath the Ruined City, the ancient Order of the Oyo has for centuries practiced its rites of holy reverie, communing with the spirit realm in grand festivals of drink.  Born to a mother’s flesh by a Celestial father, the youth known as Mangix was the first to grow up with the talents of both lineages.  He trained with the greatest aesthetes of the Order, eventually earning, through diligent drunkenness, the right to challenge for the title of Brewmaster, that appellation most honored among the contemplative malt-brewing sect.   
As much drinking competition as mortal combat, Mangix for nine days drank and fought the elder master.  For nine nights they stumbled and whirled, chugged and struck, until at last the elder warrior collapsed into a drunken stupor, and a new Brewmaster was named.  Now the new, young Brewmaster calls upon the strength of his Oyo forebears to speed his staff.  When using magic, it is to his spirit ancestors that he turns.  Like all Brewmasters before him, he was sent out from his people with a single mission.  He wanders the land, striving toward enlightenment through drink, searching for the answer to the ancient spiritual schism.  Hoping to think the single thought that will unite the spirit and physical planes again."
"npc_dota_hero_brewmaster_hype"	""
"[english]npc_dota_hero_brewmaster_hype"	""
"DOTA_Tooltip_modifier_night_stalker_darkness"	"암흑"
"[english]DOTA_Tooltip_modifier_night_stalker_darkness"	"Darkness"
"DOTA_Tooltip_modifier_night_stalker_darkness_Description"	"잠시 낮을 밤으로 바꿉니다."
"[english]DOTA_Tooltip_modifier_night_stalker_darkness_Description"	"Temporarily turns day into night."
"DOTA_Tooltip_modifier_brewmaster_primal_split_duration"	"원시의 분리"
"[english]DOTA_Tooltip_modifier_brewmaster_primal_split_duration"	"Primal Split"
"DOTA_Tooltip_modifier_brewmaster_primal_split_duration_Description"	""
"[english]DOTA_Tooltip_modifier_brewmaster_primal_split_duration_Description"	""
"DOTA_Hero_Selection_PipTooltip_Pusher"	"압박"
"[english]DOTA_Hero_Selection_PipTooltip_Pusher"	"Pusher"
"DOTA_Hero_Selection_PipTooltip_Support"	"지원"
"[english]DOTA_Hero_Selection_PipTooltip_Support"	"Support"
"DOTA_Hero_Selection_PipTooltip_Pusher_Sub"	"언제든지 신속히 포탑과 병영을 포위하여 파괴할 수 있습니다."
"[english]DOTA_Hero_Selection_PipTooltip_Pusher_Sub"	"Can quickly siege and destroy towers and barracks at all points of the game."
"DOTA_Hero_Selection_PipTooltip_Support_Sub"	"골드와 아이템을 모으기보다는, 능력을 사용하여 팀에게 도움을 주는 데 중점을 둔 역할입니다."
"[english]DOTA_Hero_Selection_PipTooltip_Support_Sub"	"Can focus less on amassing gold and items, and more on using their abilities to gain an advantage for the team."
"DOTA_Workshop_Error_NotEnoughSpace"	"Steam 클라우드에 저장 공간이 충분하지 않습니다. 기존 작품을 삭제하여 공간을 확보하거나 작품의 크기를 줄여 보십시오."
"[english]DOTA_Workshop_Error_NotEnoughSpace"	"Not Enough Space in your Steam Cloud. Try deleting some older submissions to make room, or reduce the size of your submission."
"DOTA_Workshop_Error_CanGetQuota"	"Steam 클라우드에 필요한 공간을 얻지 못했습니다."
"[english]DOTA_Workshop_Error_CanGetQuota"	"Can't Get Steam Cloud Quota."
"DOTA_Workshop_Error_CouldntWriteFileToCloud"	"Steam 클라우드에 %s1 작성을 실패하였습니다."
"[english]DOTA_Workshop_Error_CouldntWriteFileToCloud"	"Couldn't write %s1 to Steam Cloud."
"DOTA_CourierDeliver"	"짐꾼 아이템 배달"
"[english]DOTA_CourierDeliver"	"Courier Deliver Items"
"DOTA_GrabStashItems"	"보관함 아이템 습득"
"[english]DOTA_GrabStashItems"	"Take Stash Items"
"npc_dota_hero_undying"	"언다잉"
"[english]npc_dota_hero_undying"	"Undying"
"npc_dota_unit_tombstone1"	"비석"
"[english]npc_dota_unit_tombstone1"	"Tombstone"
"npc_dota_unit_tombstone2"	"비석"
"[english]npc_dota_unit_tombstone2"	"Tombstone"
"npc_dota_unit_tombstone3"	"비석"
"[english]npc_dota_unit_tombstone3"	"Tombstone"
"npc_dota_unit_tombstone4"	"비석"
"[english]npc_dota_unit_tombstone4"	"Tombstone"
"npc_dota_unit_undying_zombie"	"언다잉 좀비"
"[english]npc_dota_unit_undying_zombie"	"Undying Zombie"
"DOTA_Tooltip_ability_visage_soul_assumption_soul_charge_damage"	"영혼 피해량:"
"[english]DOTA_Tooltip_ability_visage_soul_assumption_soul_charge_damage"	"SOUL DAMAGE:"
"DOTA_Tooltip_ability_visage_grave_chill"	"무덤의 냉기"
"[english]DOTA_Tooltip_ability_visage_grave_chill"	"Grave Chill"
"DOTA_Tooltip_ability_visage_grave_chill_Description"	"비사지가 대상 유닛의 이동 속도와 공격 속도를 흡수하여 자신의 이동 속도와 공격 속도를 높입니다."
"[english]DOTA_Tooltip_ability_visage_grave_chill_Description"	"Visage drains the movement and attack speed of the targeted unit, gaining it for itself."
"DOTA_Tooltip_ability_visage_grave_chill_Lore"	"좁은 미로의 차가운 어둠 속에서는 태양의 따스함을 느낄 수 없습니다."
"[english]DOTA_Tooltip_ability_visage_grave_chill_Lore"	"The warmth of the sun is never felt in the dark cold of the Narrow Maze."
"DOTA_Tooltip_ability_visage_grave_chill_speed_bonus"	"%이동 속도 흡수:"
"[english]DOTA_Tooltip_ability_visage_grave_chill_speed_bonus"	"%SPEED DRAIN:"
"DOTA_Tooltip_ability_visage_grave_chill_chill_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_visage_grave_chill_chill_duration"	"DURATION:"
"DOTA_Tooltip_ability_visage_soul_assumption"	"영혼 흡수"
"[english]DOTA_Tooltip_ability_visage_soul_assumption"	"Soul Assumption"
"DOTA_Tooltip_ability_visage_soul_assumption_Description"	"비사지 주위의 모든 영웅이 받은 피해가 임계치에 다다르면 영혼을 충전합니다. 사용 시 충전한 영혼의 수를 기반으로 대상 유닛에게 피해를 줍니다."
"[english]DOTA_Tooltip_ability_visage_soul_assumption_Description"	"Visage damages the targeted unit based on the number of soul charges.  Visage gains a soul charge when damage taken by all heroes around him reaches the damage threshold."
"DOTA_Tooltip_ability_visage_soul_assumption_Lore"	"죽음의 영혼들이 손을 뻗어 새로운 희생자를 자신들의 세계로 빨아들입니다."
"[english]DOTA_Tooltip_ability_visage_soul_assumption_Lore"	"The collected souls of the dead reach out to bring another into their fold."
"DOTA_Tooltip_ability_visage_soul_assumption_soul_base_damage"	"기본 피해:"
"[english]DOTA_Tooltip_ability_visage_soul_assumption_soul_base_damage"	"BASE DAMAGE:"
"DOTA_Tooltip_ability_visage_soul_assumption_radius"	"흡수 범위:"
"[english]DOTA_Tooltip_ability_visage_soul_assumption_radius"	"ASSUMPTION RADIUS:"
"DOTA_Tooltip_ability_visage_soul_assumption_stack_limit"	"최대 영혼 수:"
"[english]DOTA_Tooltip_ability_visage_soul_assumption_stack_limit"	"MAX SOULS:"
"DOTA_Tooltip_ability_visage_soul_assumption_damage_limit"	"피해 임계치:"
"[english]DOTA_Tooltip_ability_visage_soul_assumption_damage_limit"	"DAMAGE THRESHOLD:"
"DOTA_Tooltip_ability_visage_soul_assumption_stack_duration"	"영혼 지속시간:"
"[english]DOTA_Tooltip_ability_visage_soul_assumption_stack_duration"	"SOUL DURATION:"
"DOTA_Tooltip_ability_visage_gravekeepers_cloak"	"무덤지기의 망토"
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak"	"Gravekeeper's Cloak"
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_Description"	"비사지가 여러 겹의 보호막을 생성하여 물리 공격과 마법 공격에서 자신을 보호합니다. 플레이어에게 피해를 받으면 한 겹의 보호막이 사라지며 다시 보호막을 복구하는 데 시간이 필요합니다."
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak_Description"	"Visage generates a layered barrier that protects him from physical and magical attacks.  If he receives damage from a player, one layer is removed, and takes time to recover."
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_Lore"	"비사지의 단단한 비늘은 유령과 돌의 특성을 지니고 있어, 비사지가 칼날과 마법 공격에 꿈쩍도 하지 않게 합니다."
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak_Lore"	"Visage's tough scales share equal properties of ghost and stone, making it nearly impervious to blade and magical assault."
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_bonus_armor"	"보호막 하나당 방어력:"
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak_bonus_armor"	"ARMOR PER LAYER:"
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_bonus_resist"	"%보호막 하나당 저항력:"
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak_bonus_resist"	"%RESIST PER LAYER:"
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_max_layers"	"최대 보호막 수:"
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak_max_layers"	"MAX LAYERS:"
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_recovery_time"	"복구 시간:"
"[english]DOTA_Tooltip_ability_visage_gravekeepers_cloak_recovery_time"	"RECOVERY TIME:"
"DOTA_Tooltip_ability_undying_decay"	"부패"
"[english]DOTA_Tooltip_ability_undying_decay"	"Decay"
"DOTA_Tooltip_ability_undying_decay_Description"	"언다잉이 주변에 있는 적 영웅의 생명을 흡수하여 피해를 주고 힘을 빼앗습니다."
"[english]DOTA_Tooltip_ability_undying_decay_Description"	"Undying saps the life from enemy Heroes in an area, dealing damage and stealing Strength for the duration."
"DOTA_Tooltip_ability_undying_decay_Lore"	"산 자의 힘은 그저 죽은 자에게 빌려온 것에 불과합니다."
"[english]DOTA_Tooltip_ability_undying_decay_Lore"	"The strength of the living is simply borrowed from the strength of the dead."
"DOTA_Tooltip_ability_undying_decay_decay_damage"	"피해량:"
"[english]DOTA_Tooltip_ability_undying_decay_decay_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_undying_decay_radius"	"범위:"
"[english]DOTA_Tooltip_ability_undying_decay_radius"	"RADIUS:"
"DOTA_Tooltip_ability_undying_decay_decay_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_undying_decay_decay_duration"	"DURATION:"
"DOTA_Tooltip_ability_undying_decay_str_steal"	"힘 훔치기:"
"[english]DOTA_Tooltip_ability_undying_decay_str_steal"	"STRENGTH STEAL:"
"DOTA_Tooltip_ability_undying_soul_rip"	"영혼 찢기"
"[english]DOTA_Tooltip_ability_undying_soul_rip"	"Soul Rip"
"DOTA_Tooltip_ability_undying_soul_rip_Description"	"대상 아군 또는 적 유닛에게 에너지를 흘려 보내어  언다잉 주위 유닛 수에 따라 아군을 치유하고 적군에게 피해를 줍니다. 주위 유닛도 피해를 받습니다."
"[english]DOTA_Tooltip_ability_undying_soul_rip_Description"	"Redirects the flow of energy through a target friendly or enemy unit, healing or damaging it depending on how many units are near Undying.  Each counted unit takes damage."
"DOTA_Tooltip_ability_undying_soul_rip_Lore"	"언다잉의 존재는 그의 아군에게조차 절망을 선사합니다."
"[english]DOTA_Tooltip_ability_undying_soul_rip_Lore"	"Even his allied Heroes feel despair in Undying's presence."
"DOTA_Tooltip_ability_undying_soul_rip_damage_per_unit"	"유닛당 피해량/회복량:"
"[english]DOTA_Tooltip_ability_undying_soul_rip_damage_per_unit"	"DAMAGE/HEAL PER UNIT:"
"DOTA_Tooltip_ability_undying_soul_rip_radius"	"범위:"
"[english]DOTA_Tooltip_ability_undying_soul_rip_radius"	"RADIUS:"
"DOTA_Tooltip_ability_undying_soul_rip_max_units"	"최대 유닛 수:"
"[english]DOTA_Tooltip_ability_undying_soul_rip_max_units"	"MAX UNITS:"
"DOTA_Tooltip_ability_undying_tombstone"	"묘비"
"[english]DOTA_Tooltip_ability_undying_tombstone"	"Tombstone"
"DOTA_Tooltip_ability_undying_tombstone_Description"	"대상 지점에 비석을 소환합니다. 비석 주변에서 좀비가 소환되어 가까이 있는 적 유닛들을 공격합니다. 좀비들은 죽음의 갈망 능력으로 공격하는 대상의 속도를 감소시키고 대상 체력이 일정 수치 이하로 떨어지면 공격 속도와 이동 속도가 증가합니다."
"[english]DOTA_Tooltip_ability_undying_tombstone_Description"	"Summons a tombstone at the target point.  Zombies will frequently spawn next to every enemy unit in the area around the Tombstone, and attack them.  Zombies have the Deathlust ability, which causes their attacks to slow the target, and if the target reaches below a certain amount of health, increases the attack and movement speed of the zombie."
"DOTA_Tooltip_ability_undying_tombstone_Lore"	"언다잉의 쓰러진 형제들이 다시 일어나 죽음의 신을 위해 함께 싸웁니다."
"[english]DOTA_Tooltip_ability_undying_tombstone_Lore"	"Dirge calls on his fallen brothers to fight for the Dead God."
"DOTA_Tooltip_ability_undying_tombstone_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_undying_tombstone_duration"	"DURATION:"
"DOTA_Tooltip_ability_undying_tombstone_radius"	"범위:"
"[english]DOTA_Tooltip_ability_undying_tombstone_radius"	"RADIUS:"
"DOTA_Tooltip_ability_undying_tombstone_zombie_interval"	"생성 주기:"
"[english]DOTA_Tooltip_ability_undying_tombstone_zombie_interval"	"SPAWN INTERVAL:"
"DOTA_Tooltip_ability_undying_tombstone_health_threshold"	"죽음의 갈망 체력 한계치:"
"[english]DOTA_Tooltip_ability_undying_tombstone_health_threshold"	"DEATHLUST HEALTH THRESHOLD:"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike"	"죽음의 갈망"
"[english]DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike"	"Deathlust"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_Description"	"공격 시 적 유닛을 둔화시킵니다. 공격받은 유닛의 체력이 한계치 아래로 떨어지면 좀비들의 이동 속도 및 공격 속도가 증가합니다."
"[english]DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_Description"	"Slows enemy units on attack.  If the attacked unit's health goes below the threshold, the zombie receives enhanced movement and attack speed."
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_health_threshold"	"체력 한계치:"
"[english]DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_health_threshold"	"HEALTH THRESHOLD:"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_duration"	"둔화 지속시간:"
"[english]DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_slow"	"%이동 둔화:"
"[english]DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_bonus_speed"	"%추가 속도:"
"[english]DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_bonus_speed"	"%BONUS SPEED:"
"DOTA_Tooltip_ability_undying_flesh_golem"	"살덩이 골렘"
"[english]DOTA_Tooltip_ability_undying_flesh_golem"	"Flesh Golem"
"DOTA_Tooltip_ability_undying_flesh_golem_Description"	"언다잉이 역병 오라를 지닌 공포스러운 살덩이 골렘으로 변신합니다. 이 오라는 750 거리 안의 모든 적 유닛을 느리게 하고 그들이 받는 피해를 증폭시킵니다. 언다잉의 근처에 있을수록 더 큰 피해를 받습니다. 역병에 걸린 유닛이 죽으면, 언다잉은 그 유닛의 최대 체력의 일정 비율만큼 치유됩니다. \n\n아가님의 홀로 강화 가능"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_Description"	"Undying transforms into a horrifying flesh golem that possesses a Plague Aura.  This aura slows all enemy units within 750 range and amplifies the damage they take; the closer to Undying, the more damage.  When a plagued unit dies, Undying is healed equal to a percentage of that unit's maximum health.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_undying_flesh_golem_Lore"	"금방 죽은 자들의 살덩이는 언다잉의 역병에 힘을 실어줍니다."
"[english]DOTA_Tooltip_ability_undying_flesh_golem_Lore"	"The flesh of the recently dead add to the power of Dirge's plague."
"DOTA_Tooltip_ability_undying_flesh_golem_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_duration"	"DURATION:"
"DOTA_Tooltip_ability_undying_flesh_golem_radius"	"범위:"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_radius"	"RADIUS:"
"DOTA_Tooltip_ability_undying_flesh_golem_max_damage_amp"	"%최대 피해 증폭:"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_max_damage_amp"	"%MAX DAMAGE AMP:"
"DOTA_Tooltip_ability_undying_flesh_golem_min_damage_amp"	"%최소 피해 증폭:"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_min_damage_amp"	"%MIN DAMAGE AMP:"
"DOTA_Tooltip_ability_undying_flesh_golem_death_heal"	"%사망 시 체력 회복 (영웅):"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_death_heal"	"%DEATH HEAL (HEROES):"
"DOTA_Tooltip_ability_undying_flesh_golem_death_heal_creep"	"%사망 시 체력 회복 (크립):"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_death_heal_creep"	"%DEATH HEAL (CREEPS):"
"DOTA_Tooltip_ability_undying_flesh_golem_speed_slow"	"%이동 둔화:"
"[english]DOTA_Tooltip_ability_undying_flesh_golem_speed_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_modifier_phantom_lancer_juxtapose_illusion"	"환영"
"[english]DOTA_Tooltip_modifier_phantom_lancer_juxtapose_illusion"	"Phantom"
"DOTA_Tooltip_modifier_undying_decay_buff"	"부패"
"[english]DOTA_Tooltip_modifier_undying_decay_buff"	"Decay"
"DOTA_Tooltip_modifier_undying_decay_buff_Description"	"%dMODIFIER_PROPERTY_EXTRA_STRENGTH_BONUS%의 힘 훔침"
"[english]DOTA_Tooltip_modifier_undying_decay_buff_Description"	"Stealing %dMODIFIER_PROPERTY_EXTRA_STRENGTH_BONUS% strength."
"DOTA_Tooltip_modifier_undying_decay_debuff"	"부패"
"[english]DOTA_Tooltip_modifier_undying_decay_debuff"	"Decay"
"DOTA_Tooltip_modifier_undying_decay_debuff_Description"	"힘 4만큼 감소"
"[english]DOTA_Tooltip_modifier_undying_decay_debuff_Description"	"Losing 4 strength."
"DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow"	"죽음의 갈망"
"[english]DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow"	"Deathstrike"
"DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow_Description"	"이동 둔화 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
"[english]DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow_Description"	"Moving %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% slower."
"DOTA_Tooltip_modifier_undying_flesh_golem"	"살덩이 골렘"
"[english]DOTA_Tooltip_modifier_undying_flesh_golem"	"Flesh Golem"
"DOTA_Tooltip_modifier_undying_flesh_golem_plague_aura"	"역병 오라"
"[english]DOTA_Tooltip_modifier_undying_flesh_golem_plague_aura"	"Plague Aura"
"DOTA_Tooltip_modifier_undying_flesh_golem_plague_aura_Description"	"주위 적 유닛 둔화 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\n주위 적 유닛이 받는 피해 %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%% 증가"
"[english]DOTA_Tooltip_modifier_undying_flesh_golem_plague_aura_Description"	"Slowing surrounding units by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\nAmplifying damage by %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%."
"DOTA_Hero_Selection_ComboBox_Title_Role"	"역할 분류"
"[english]DOTA_Hero_Selection_ComboBox_Title_Role"	"By Role"
"DOTA_Hero_Selection_ComboBox_Title_Attack"	"공격 형식 분류"
"[english]DOTA_Hero_Selection_ComboBox_Title_Attack"	"By Attack type"
"DOTA_Hero_Selection_ComboBox_Title_ByMine"	"통계 분류"
"[english]DOTA_Hero_Selection_ComboBox_Title_ByMine"	"By Stats"
"DOTA_Hero_Selection_ComboBox_Title_Clear"	"필터 제거"
"[english]DOTA_Hero_Selection_ComboBox_Title_Clear"	"Clear Filter"
"DOTA_Hero_Selection_AdvFilter_Disabler"	"무력화"
"[english]DOTA_Hero_Selection_AdvFilter_Disabler"	"Disabler"
"DOTA_Hero_Selection_AdvFilter_LaneSupport"	"전선 지원"
"[english]DOTA_Hero_Selection_AdvFilter_LaneSupport"	"Lane Support"
"DOTA_Hero_Selection_AdvFilter_Jungler"	"정글러"
"[english]DOTA_Hero_Selection_AdvFilter_Jungler"	"Jungler"
"DOTA_Hero_Selection_AdvFilter_Roamer"	"정찰"
"[english]DOTA_Hero_Selection_AdvFilter_Roamer"	"Roamer"
"DOTA_Hero_Selection_AdvFilter_Tank"	"탱커"
"[english]DOTA_Hero_Selection_AdvFilter_Tank"	"Tank"
"DOTA_Hero_Selection_Msg_Title"	"영웅이 발견되지 않았습니다"
"[english]DOTA_Hero_Selection_Msg_Title"	"NO HEROES FOUND"
"DOTA_Hero_Selection_Msg_Desc_Base"	"지정한 필터에 부합하는 영웅이 없습니다. 필터를 한 개 삭제하고 다시 시도해보세요."
"[english]DOTA_Hero_Selection_Msg_Desc_Base"	"No heroes match the set of filters you've chosen. Try clearing one of your filters."
"DOTA_Hero_Selection_Msg_Desc_Favorites"	"아직 즐겨찾기에 추가된 영웅이 없습니다. 즐겨찾기에 영웅을 추가하려면, 영웅 카드 좌측 상단에 있는 별을 눌러주세요. 최대 10개의 영웅까지 추가하실 수 있습니다. 깊이 있게 익히고 싶은 영웅들을 점 찍어 두기에 매우 좋은 기능입니다."
"[english]DOTA_Hero_Selection_Msg_Desc_Favorites"	"You haven't chosen any favorite heroes yet. To mark a hero as a favorite, click on the Star in the top left of the hero's card. You can mark up to 10 heroes as your favorites at any time. It's a great tool for marking down a set of heroes that you'd like to improve with."
"DOTA_Hero_Selection_Msg_Desc_Suggestions"	"팀의 플레이어들이 추천하는 영웅을 볼 수 있습니다. 단, 추전이 없으면 영웅이 나타나지 않습니다. 다른 플레이어에게 영웅을 추천하려면 영웅 추천 깃발을 클릭하세요. 최대 2명까지 추천 가능합니다."
"[english]DOTA_Hero_Selection_Msg_Desc_Suggestions"	"Here you would be able to see heroes that other players on your team suggest you play, if any had been suggested. To suggest a hero to the other members of your team, click on the Suggest Hero flag. You can suggest up to two heroes at a time."
"DOTA_SuggestTeamMatchmaking_Header"	"팀 매치메이킹"
"[english]DOTA_SuggestTeamMatchmaking_Header"	"Team Matchmaking"
"DOTA_SuggestTeamMatchmaking_Message"	"%s1 팀 매치메이킹에 합류하고자 합니다. 함께하시겠습니까?"
"[english]DOTA_SuggestTeamMatchmaking_Message"	"%s1 wants to enter Team Matchmaking. Will you join?"
"DOTA_TeamMatchmake_Fail_Header"	"팀 매치메이킹 실패"
"[english]DOTA_TeamMatchmake_Fail_Header"	"Team Matchmaking Failed"
"dota_workshop_items"	"내 작품 보기"
"[english]dota_workshop_items"	"View My Submissions"
"DOTA_No_Courier"	"짐꾼 없음"
"[english]DOTA_No_Courier"	"NO COURIER"
"GC_Network_Full"	"도타2 네트워크가 현재 가득 차있습니다."
"[english]GC_Network_Full"	"Dota 2 network currently full."
"GC_Queue_Position"	"대기열 위치: %s1"
"[english]GC_Queue_Position"	"Queue position: %s1"
"GC_Wait_Time"	"추정된 대기 시간: %s1"
"[english]GC_Wait_Time"	"Estimated wait time: %s1"
"GC_Wait_Time_Unknown"	"알 수 없음"
"[english]GC_Wait_Time_Unknown"	"Unknown"
"DOTA_GoodGuysCaps"	"래디언트"
"[english]DOTA_GoodGuysCaps"	"THE RADIANT"
"DOTA_BadGuysCaps"	"다이어"
"[english]DOTA_BadGuysCaps"	"THE DIRE"
"npc_dota_hero_rubick"	"루빅"
"[english]npc_dota_hero_rubick"	"Rubick"
"DOTA_Tooltip_ability_rubick_telekinesis"	"염동력"
"[english]DOTA_Tooltip_ability_rubick_telekinesis"	"Telekinesis"
"DOTA_Tooltip_ability_rubick_telekinesis_Description"	"루빅이 염동력을 사용하여 적을 공중으로 들어올리고 잠시 후 땅으로 떨어뜨립니다. 적 유닛이 땅으로 떨어지면 주위 적들은 충격으로 기절합니다."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Description"	"Rubick uses his telekinetic powers to lift the enemy into the air briefly and then hurls them back at the ground. The unit lands on the ground with such force that it stuns nearby enemies."
"DOTA_Tooltip_ability_rubick_telekinesis_Lore"	"가장 위대한 마도사도 자신의 힘을 놀이에 사용할 때가 있습니다."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Lore"	"Even the Grandest Magus may use his powers for enjoyment."
"DOTA_Tooltip_ability_rubick_telekinesis_lift_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_rubick_telekinesis_lift_duration"	"LIFT DURATION:"
"DOTA_Tooltip_ability_rubick_telekinesis_stun_duration"	"기절 지속시간:"
"[english]DOTA_Tooltip_ability_rubick_telekinesis_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_rubick_telekinesis_radius"	"범위:"
"[english]DOTA_Tooltip_ability_rubick_telekinesis_radius"	"RADIUS:"
"DOTA_Tooltip_ability_rubick_telekinesis_land"	"염동력 추락"
"[english]DOTA_Tooltip_ability_rubick_telekinesis_land"	"Telekinesis Land"
"DOTA_Tooltip_ability_rubick_telekinesis_land_Description"	"염동력의 지속시간이 다했을 때 대상이 추락할 장소를 지정합니다."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_land_Description"	"Chooses the location the target will land when Telekinesis finishes."
"DOTA_Tooltip_ability_rubick_telekinesis_land_Lore"	""
"[english]DOTA_Tooltip_ability_rubick_telekinesis_land_Lore"	""
"DOTA_Tooltip_ability_rubick_fade_bolt"	"음영 광선"
"[english]DOTA_Tooltip_ability_rubick_fade_bolt"	"Fade Bolt"
"DOTA_Tooltip_ability_rubick_fade_bolt_Description"	"루빅이 적들 사이를 옮겨 다니는 강력한 비전 에너지의 흐름을 방출하여 적에게 피해를 주고 공격력을 감소시킵니다. 대상을 옮겨갈 때마다 주는 피해가 감소합니다."
"[english]DOTA_Tooltip_ability_rubick_fade_bolt_Description"	"Rubick creates a powerful stream of arcane energy that travels between enemy units, dealing damage and reducing their attack damage.  Each jump deals less damage."
"DOTA_Tooltip_ability_rubick_fade_bolt_Lore"	"루빅이 암살을 꾀하는 적을 처리할 때 즐겨 사용하는 주문으로 비교적 간단한 마법에 속합니다."
"[english]DOTA_Tooltip_ability_rubick_fade_bolt_Lore"	"Rubick's favorite spell for dispatching would-be assassins is a rather simple conjuration."
"DOTA_Tooltip_ability_rubick_fade_bolt_damage"	"피해:"
"[english]DOTA_Tooltip_ability_rubick_fade_bolt_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_rubick_fade_bolt_duration"	"약화 효과 지속시간:"
"[english]DOTA_Tooltip_ability_rubick_fade_bolt_duration"	"DEBUFF DURATION:"
"DOTA_Tooltip_ability_rubick_fade_bolt_hero_attack_damage_reduction"	"영웅 공격력 감소:"
"[english]DOTA_Tooltip_ability_rubick_fade_bolt_hero_attack_damage_reduction"	"HERO DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_rubick_fade_bolt_creep_attack_damage_reduction"	"크립 공격력 감소:"
"[english]DOTA_Tooltip_ability_rubick_fade_bolt_creep_attack_damage_reduction"	"CREEP DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_rubick_null_field"	"공허장"
"[english]DOTA_Tooltip_ability_rubick_null_field"	"Null Field"
"DOTA_Tooltip_ability_rubick_null_field_Description"	"비전 보호술에 정통한 루빅은 아군에게 마법 저항력을 제공하여 약한 마법으로부터 동료를 보호합니다."
"[english]DOTA_Tooltip_ability_rubick_null_field_Description"	"Rubick's mastery of the arcane protects his allies against weaker magics, granting them magic resistance."
"DOTA_Tooltip_ability_rubick_null_field_Lore"	"마법을 익히는 모든 이들이 대마도사가 될 수 있는건 아닙니다..."
