"lang"
{
"Language"	"finnish"
"DOTA_Item_Taunt_Good_Day_Sir"	"Pilkka: Hyvää päivänjatkoa!"
"[english]DOTA_Item_Taunt_Good_Day_Sir"	"Taunt: Good Day Sir!"
"DOTA_Item_Desc_Taunt_Good_Day_Sir"	" "
"[english]DOTA_Item_Desc_Taunt_Good_Day_Sir"	""
"DOTA_Item_Taunt_DoubleHeaded_Roar"	"Pilkka: Kaksipäinen karjaisu"
"[english]DOTA_Item_Taunt_DoubleHeaded_Roar"	"Taunt: Double-Headed Roar"
"DOTA_AnimTaunt_Jakiro_Roar_Desc"	"Jakiron karjaisupilkka"
"[english]DOTA_AnimTaunt_Jakiro_Roar_Desc"	"Jakiro Roar Taunt"
"DOTA_Item_Taunt_Icemelter"	"Pilkka: Jäänsulattaja"
"[english]DOTA_Item_Taunt_Icemelter"	"Taunt: Icemelter"
"DOTA_AnimTaunt_Jakiro_Icemelt_Desc"	"Jakiron jäänsulatuspilkka"
"[english]DOTA_AnimTaunt_Jakiro_Icemelt_Desc"	"Jakiro Icemelt Taunt"
"DOTA_AnimTaunt_Tidehunter_Toss_Fish_Desc"	" "
"[english]DOTA_AnimTaunt_Tidehunter_Toss_Fish_Desc"	""
"DOTA_Item_Desc_Wrath_of_the_Orca"	"Esineellä ei ole vielä kuvausta."
"[english]DOTA_Item_Desc_Wrath_of_the_Orca"	"No description yet."
"DOTA_Item_Desc_Wuldastron_the_TwinBlade_of_Giants"	"Vain muutamat voivat nostaa näin mahtavaa asetta."
"[english]DOTA_Item_Desc_Wuldastron_the_TwinBlade_of_Giants"	"Few men could lift a blade so mighty."
"DOTA_Item_Attack_Fish_Slap"	"Hyökkäys: Kalaläimäytys"
"[english]DOTA_Item_Attack_Fish_Slap"	"Attack: Fish Slap"
"DOTA_Item_Desc_Attack_Fish_Slap"	"Antaa Tidehunterille erilaisen animaation perushyökkäykseen."
"[english]DOTA_Item_Desc_Attack_Fish_Slap"	"Gives Tidehunter an alternate default attack animation."
"DOTA_Item_Desc_Taunt__The_Jig"	"Witchdoctorin voitontanssipilkka."
"[english]DOTA_Item_Desc_Taunt__The_Jig"	"Witchdoctor Victory Dance Taunt."
"DOTA_Item_Taunt_You"	"Pilkka: Sinä!"
"[english]DOTA_Item_Taunt_You"	"Taunt: You!"
"DOTA_Item_Taunt_Dive_Dive"	"Pilkka: Sukella! Sukella!"
"[english]DOTA_Item_Taunt_Dive_Dive"	"Taunt: Dive! Dive!"
"DOTA_Item_Desc_Taunt_Natures_Prophets_Bazooka"	"Tämä *on* hänen sauvansa, ja hän on iloissaan siitä, että tappoi sinut!"
"[english]DOTA_Item_Desc_Taunt_Natures_Prophets_Bazooka"	"That *is* his staff and he's excited to have killed you!"
"DOTA_Item_Taunt_Shredding_the_Lute_Invisible"	"Pilkka: Ilmaluuttu"
"[english]DOTA_Item_Taunt_Shredding_the_Lute_Invisible"	"Taunt: Shredding the Lute Invisible"
"DOTA_Item_Desc_Taunt_For_Death_and_Honor"	"Osoita kunnioituksesi viholliselle heidän kunniallista kuolemaansa kohtaan."
"[english]DOTA_Item_Desc_Taunt_For_Death_and_Honor"	"Show your enemy your respect for their honorable deaths."
"DOTA_Item_Taunt_Face_the_Juggernaut"	"Pilkka: Kohtaa Juggernaut"
"[english]DOTA_Item_Taunt_Face_the_Juggernaut"	"Taunt: Face the Juggernaut"
"DOTA_Item_Desc_Taunt_Face_the_Juggernaut"	"Kutsu vihollisesi kuolemaan kunniakkaassa taistelussa."
"[english]DOTA_Item_Desc_Taunt_Face_the_Juggernaut"	"Invite your enemy to embrace their death in honorable combat."
"DOTA_Item_Desc_Taunt_Tooting_the_Horn"	"Tee kunniaa vihollisen kuolemalle."
"[english]DOTA_Item_Desc_Taunt_Tooting_the_Horn"	"Salute the death of your enemy."
"DOTA_Item_Desc_Prophets_Staff_of_the_Violators"	"Kuulkaa te, jotka teroitatte torahampaitanne puunrunkoihin!"
"[english]DOTA_Item_Desc_Prophets_Staff_of_the_Violators"	"Let those who would sharpen their tusks on woodsy trunks take heed!"
"DOTA_Item_Desc_Grand_Crown_of_the_Gigas"	"Onko uljaampaa petoa kuin mahtava Gigas? Jopa alcet ja cameloidit kumartavat sen edessä."
"[english]DOTA_Item_Desc_Grand_Crown_of_the_Gigas"	"Is there any beast more majestic than the mighty Gigas? Even Alces and Cameloides bow before it."
"DOTA_Item_Desc_Sinorian_Sphere_Staff"	"Kärjessä on Sinorialainen jalokivi, joka toimii maagisena polttopisteenä luonnon loitsuille."
"[english]DOTA_Item_Desc_Sinorian_Sphere_Staff"	"A Sinorian gemstone caps this staff, providing a magical focus for nature's incantations."
"DOTA_Item_Taunt_Murder_Lute"	"Pilkka: Murhaluuttu"
"[english]DOTA_Item_Taunt_Murder_Lute"	"Taunt: Murder Lute"
"DOTA_Item_Desc_Twin_Bull_Adornment"	"Verodician valtakunnan otuksista zebut ja aurokit tiedetään ylpeimmiksi."
"[english]DOTA_Item_Desc_Twin_Bull_Adornment"	"Among the myriad creatures of Verodicia's domain, the zebu and the aurochs stand as the most prideful."
"DOTA_Item_Pauldron_of_AlFusha"	"Pauldron of Al-Fusha"
"[english]DOTA_Item_Pauldron_of_AlFusha"	"Pauldron of Al-Fusha"
"DOTA_Item_Desc_Pauldron_of_AlFusha"	"Al-Fusha oli suuri satyyrikenraali Verodician palveluksessa. Suuri osa hänen varusteistaan katosi hänen kaaduttuaan taistelussa. Nämä piikikkäät ja jumalattaren siunaamat olkasuojat ovat yhä tallella."
"[english]DOTA_Item_Desc_Pauldron_of_AlFusha"	"Al-Fusha was a great satyr general in service to Verodicia. It is said that he fell in battle and much of his wargear lost. Of it, this spiked and goddess-blessed pauldron remains."
"DOTA_Item_Castors_Spaulder"	"Castor's Spaulder"
"[english]DOTA_Item_Castors_Spaulder"	"Castor's Spaulder"
"DOTA_Item_Desc_Castors_Spaulder"	"Jokimaiden sankari Castor Twin-Tusks haastoi Verodician valitseman profeetan maagien kaksintaistoon. Hän hävisi."
"[english]DOTA_Item_Desc_Castors_Spaulder"	"The riverlands hero Castor Twin-Tusks challenged Verodicia's chosen prophet to an arcane duel. He lost."
"DOTA_Item_Defender_of_the_Ivory_Isles"	"Norsunluusaarten puolustaja"
"[english]DOTA_Item_Defender_of_the_Ivory_Isles"	"Defender of the Ivory Isles"
"DOTA_Item_Curled_RootStaff"	"Kiertynyt juurikeppi"
"[english]DOTA_Item_Curled_RootStaff"	"Curled Root-Staff"
"DOTA_Item_Flared_Wooden_Crest"	"Flared Wooden Crest"
"[english]DOTA_Item_Flared_Wooden_Crest"	"Flared Wooden Crest"
"DOTA_Item_Desc_Fireborn_Odachi"	"Taottiin tulessa joka kupli ylös merestä sinä yönä, jolloin kotimaasi uppoutui aaltojen alle!"
"[english]DOTA_Item_Desc_Fireborn_Odachi"	"Forged in the fires that bubbled up from the sea on the night your homeland sank beneath the waves!"
"DOTA_Item_Desc_Taunt_Kata_of_Foot_and_Earth"	"Esittele kamppailulajitaitojasi tällä katalla."
"[english]DOTA_Item_Desc_Taunt_Kata_of_Foot_and_Earth"	"Demonstrate your martial skill with this kata."
"DOTA_Item_Doubly_Braided_Beard"	"Doubly Braided Beard"
"[english]DOTA_Item_Doubly_Braided_Beard"	"Doubly Braided Beard"
"DOTA_Item_Desc_Doubly_Braided_Beard"	"Mahtavan luonnonvoiman ei pitäisi tyytyä vain yhteen partaan."
"[english]DOTA_Item_Desc_Doubly_Braided_Beard"	"A force as mighty as nature itself should not be content with merely one beard."
"DOTA_Item_Druidic_Ritual_Crest"	"Druidic Ritual Crest"
"[english]DOTA_Item_Druidic_Ritual_Crest"	"Druidic Ritual Crest"
"DOTA_Item_Wolf_Cape_of_the_High_Plains"	"Wolf Cape of the High Plains"
"[english]DOTA_Item_Wolf_Cape_of_the_High_Plains"	"Wolf Cape of the High Plains"
"DOTA_Item_Aspect_Wraps_of_the_High_Plains"	"Aspect Wraps of the High Plains"
"[english]DOTA_Item_Aspect_Wraps_of_the_High_Plains"	"Aspect Wraps of the High Plains"
"DOTA_Item_LongFang_the_Grey_Blade"	"Long-Fang the Grey Blade"
"[english]DOTA_Item_LongFang_the_Grey_Blade"	"Long-Fang the Grey Blade"
"DOTA_Item_Beard_of_Cycles"	"Beard of Cycles"
"[english]DOTA_Item_Beard_of_Cycles"	"Beard of Cycles"
"DOTA_Item_Diadem_of_the_Goddess_Enthroned"	"Diadem of the Goddess Enthroned"
"[english]DOTA_Item_Diadem_of_the_Goddess_Enthroned"	"Diadem of the Goddess Enthroned"
"DOTA_Item_Desc_Diadem_of_the_Goddess_Enthroned"	"Kunnia hänelle joka tuo tuulen ja sen muassa elämän esanssin!"
"[english]DOTA_Item_Desc_Diadem_of_the_Goddess_Enthroned"	"Glory to her that brings the wind and upon it life's essence!"
"DOTA_Item_Drape_of_Foliate_Magery"	"Drape of Foliate Magery"
"[english]DOTA_Item_Drape_of_Foliate_Magery"	"Drape of Foliate Magery"
"DOTA_Item_Guard_of_the_Deep_Tribes"	"Guard of the Deep Tribes"
"[english]DOTA_Item_Guard_of_the_Deep_Tribes"	"Guard of the Deep Tribes"
"DOTA_Item_PineSage_Sigil_Stones"	"Pine-Sage Sigil Stones"
"[english]DOTA_Item_PineSage_Sigil_Stones"	"Pine-Sage Sigil Stones"
"DOTA_Item_Cuffs_of_Oak_and_Yew"	"Cuffs of Oak and Yew"
"[english]DOTA_Item_Cuffs_of_Oak_and_Yew"	"Cuffs of Oak and Yew"
"DOTA_Item_Desc_Octopus_Hat"	"Yrittääkä se liftata kyydin? Yrittääkö se paritella hänen päänsä kanssa? Luuleeko se pystyvänsä vaikuttamaan Tidehunterin ajatuksiin? Ken tietää!"
"[english]DOTA_Item_Desc_Octopus_Hat"	"Is it trying to hitch a ride?  Is it trying to mate with his head?  Does it think it can influence the Tidehunter's thoughts?  Who knows!"
"DOTA_Item_Grand_Claive_of_the_Unshamed"	"Grand Claive of the Unshamed"
"[english]DOTA_Item_Grand_Claive_of_the_Unshamed"	"Grand Claive of the Unshamed"
"DOTA_Item_Wyrm_Shield_of_Uldorak"	"Wyrm Shield of Uldorak"
"[english]DOTA_Item_Wyrm_Shield_of_Uldorak"	"Wyrm Shield of Uldorak"
"DOTA_Item_Desc_Wyrm_Shield_of_Uldorak"	"Dragon Knight kantoi tätä kilpeä sinä päivänä, jona hän kohtasi ja surmasi Time-Dragon Uldorakin."
"[english]DOTA_Item_Desc_Wyrm_Shield_of_Uldorak"	"The Dragon Knight bore this shield the day he fought and slew the Time Dragon Uldorak."
"DOTA_Item_Belt_o_Wicked_Badness"	"Belt o' Wicked Badness"
"[english]DOTA_Item_Belt_o_Wicked_Badness"	"Belt o' Wicked Badness"
"DOTA_Item_Desc_Belt_o_Wicked_Badness"	"Witch Doctorin heimoesi-isien pääkallot komistavat tätä vyötä."
"[english]DOTA_Item_Desc_Belt_o_Wicked_Badness"	"The skulls of the Witch Doctor's tribal ancestors adorn this belt."
"DOTA_Item_Kimono_of_the_Ebony_Tower"	"Kimono of the Ebony Tower"
"[english]DOTA_Item_Kimono_of_the_Ebony_Tower"	"Kimono of the Ebony Tower"
"DOTA_Item_Bracers_of_the_Ebony_Tower"	"Bracers of the Ebony Tower"
"[english]DOTA_Item_Bracers_of_the_Ebony_Tower"	"Bracers of the Ebony Tower"
"DOTA_Item_Relic_Blade_of_the_KuurIshiminari"	"Relic Blade of the Kuur-Ishiminari"
"[english]DOTA_Item_Relic_Blade_of_the_KuurIshiminari"	"Relic Blade of the Kuur-Ishiminari"
"DOTA_Item_Desc_100Proof_Jug"	"Rohkeus saattaa olla peräisin pelottomasta käytöksestä tai taidokkaasta miekkakädesta. Niitä varten, joilta nuo ominaisuudet puuttuvat, on aina olemassa pullo ja kannu."
"[english]DOTA_Item_Desc_100Proof_Jug"	"Courage may be born of a fearless demeanor or a masterful blade-arm. For those who lack these things, there is always the bottle and the jug."
"DOTA_Item_Desc_Blade_of_the_Dark_Ancients"	"Kidutettujen jumalten sirpaloituneet sielut majailevat obsidiaanimiekan sisässä."
"[english]DOTA_Item_Desc_Blade_of_the_Dark_Ancients"	"The fragmented souls of tormented gods dwell within the blade's obsidian form."
"DOTA_Item_Desc_Wyrm_Helm_of_Uldorak"	"Vuosia ennen kohtalokasta yhteenottoaan Eldwurmin kanssa Dragon Knight kohtasi ja surmasi Time-Dragon Uldorakin. Helpottunut vastakruunattu kuningas Tansis XIII antoi takoa tämän kypärän lahjaksi ja palkkioksi."
"[english]DOTA_Item_Desc_Wyrm_Helm_of_Uldorak"	"Many years before his fateful encounter with the Eldwurm, the Dragon Knight battled with and slew the Time-Dragon Uldorak. The much relieved and newly crowned King Tansis XIII ordered this helm forged as a gift and reward."
"DOTA_Item_Desc_BackAche"	"Harvinainen mutta hyödyllinen mutaatio. Piikit ovat tosiasiassa epämuodostuneite hampaita, jotka kasvoivat väärään paikkaan."
"[english]DOTA_Item_Desc_BackAche"	"A rare but useful mutation.  The spikes are actually malformed teeth that grew out of place, and well out of hand."
"DOTA_Item_Desc_Excavators_Treasure"	"Syvyyksistä pimeimmät kätkevät sisäänsä monen sukupuuttoon kuolleen kallot."
"[english]DOTA_Item_Desc_Excavators_Treasure"	"The darkest deeps hold many extinct skulls."
"DOTA_Item_Naval_Mine"	"Naval Mine"
"[english]DOTA_Item_Naval_Mine"	"Naval Mine"
"DOTA_Item_Desc_Naval_Mine"	"Kun se putosi syvyyksiin ja rikkoi yhden hänen lempikoralliriutoistaan, Tidehunter vannoi palauttavansa kapistuksen takaisin omistajalleen."
"[english]DOTA_Item_Desc_Naval_Mine"	"When it fell to the depths and smashed a favorite coral bed, the Tidehunter swore to reunite the device with its owner."
"DOTA_Item_Pillar_of_Strength"	"Pillar of Strength"
"[english]DOTA_Item_Pillar_of_Strength"	"Pillar of Strength"
"DOTA_Item_Desc_Pillar_of_Strength"	"Axe vähät välittää vihollistensa suurista linnoista ja mahtavista palatseista. Hän pirstoo niiden paalut ja murskaa pylväät, ja muuttaa rauniot aseiksi itselleen."
"[english]DOTA_Item_Desc_Pillar_of_Strength"	"Axe cares nothing for the great castles and mighty holds of his enemies. He shatters their stanchions and crumbles their columns, transforming the rubble into weapons of war."
"DOTA_Item_Desc_Stone_Loins"	"Axen kaltainen suurikokoinen soturi löytää harvoin päälleen sopivaa panssaria. Usein osoittautuukin kätevämmäksi vain sitoa yhteen kiven- ja metallinpalasia."
"[english]DOTA_Item_Desc_Stone_Loins"	"A warrior as large as Axe rarely finds armor that fits. Often it is more practical to simply tie together bits of stone and metal."
"DOTA_Item_Stone_Helmet"	"Stone Helmet"
"[english]DOTA_Item_Stone_Helmet"	"Stone Helmet"
"DOTA_Item_Desc_Raw_Hide"	"Parhainkin uija voi yllättyä."
"[english]DOTA_Item_Desc_Raw_Hide"	"Even the best swimmer may be caught unaware."
"DOTA_Item_Desc_Femur_Thrasher"	"Terävä, murtunut reisiluu jostain tunnistamattomasta meripedosta."
"[english]DOTA_Item_Desc_Femur_Thrasher"	"A sharp, cracked femur of some unidentifiable sea-beast."
"DOTA_Item_Desc_Mask_of_the_Freelancer"	"Tämä gladiaattorimainen kypärä palvelee Sveniä hyvin hänen matkatessaan etsimään kunniaa ja kultaa."
"[english]DOTA_Item_Desc_Mask_of_the_Freelancer"	"This old gladiatorial helm serves Sven well as he travels the land in search of honor and gold."
"DOTA_Item_Desc_Shoulderguard_of_the_Freelancer"	"Yksinäisten miekkamiesten täytyy tasapainottaa suojauksensa ja nopeutensa. Tämä olkapanssari suojaa vain Svenin hartian toista puolta, jättäen toisen puolen kevyemmäksi."
"[english]DOTA_Item_Desc_Shoulderguard_of_the_Freelancer"	"Rogue swordmasters must balance the need for protection with the need for speed. This pauldron protects Sven's leading shoulder, but leaves his back arm unencumbered."
"DOTA_Item_Desc_Pantaloons_of_the_Freelancer"	"Nämä koreat housut osoittavat että Svenin retket ovat tuottaneet yhtä paljon kultaa kuin kunniaakin."
"[english]DOTA_Item_Desc_Pantaloons_of_the_Freelancer"	"These fine pantaloons show that Sven's travels have led him into gold as much as glory."
"DOTA_Item_Desc_Sword_of_the_Freelancer"	"\"Katkera on orvon matka--ja yksinäinen hänen hautansa.\""
"[english]DOTA_Item_Desc_Sword_of_the_Freelancer"	"\"Bitter the orphans journey--and lonely the orphan's grave.\""
"DOTA_Item_Dragonmaw"	"Lohikäärmeenkita"
"[english]DOTA_Item_Dragonmaw"	"Dragonmaw"
"DOTA_Item_Desc_Squiddles"	"Sangen ylimitoitettu, täytetty kalmaripehmo. Hän on söpö ja limainen ja hänen nimensä on Kalmarinen."
"[english]DOTA_Item_Desc_Squiddles"	"A rather oversized, stuffed squid plushie. He's cute and slimy and his name is Squiddles."
"DOTA_Item_Desc_Executioners_Cape"	"Raskas, mustaksi värjätty villaviitta. Se saa jopan Axen näyttämään hiipparilta."
"[english]DOTA_Item_Desc_Executioners_Cape"	"A heavy woolen cloak dyed black. It could make even Axe seem stealthy."
"DOTA_Item_Desc_Executioners_Hood"	"Axen työ on synkkää ja loputonta."
"[english]DOTA_Item_Desc_Executioners_Hood"	"The work of the Axe is grim and endless."
"DOTA_Item_Desc_SeaGods_Ceremonial_Headdress"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_SeaGods_Ceremonial_Headdress"	"This new item has no description."
"DOTA_Item_Desc_Cleaver_of_the_Hidden_Hunter"	"Jo valmiiksi raskas terä, jonka päähän upotettu painava rengas tekee vielä painavammaksi. Tämä ase ei sovellu kevyeen käyttöön, vaan viemään vastustajalta pää yhdellä iskulla."
"[english]DOTA_Item_Desc_Cleaver_of_the_Hidden_Hunter"	"An already heavy blade, made even heavier by the weighted ring looped through the top. This is not a weapon for finesse, but for taking the enemy's head in a single strike."
"DOTA_Item_Desc_Blacksmiths_Apron"	"Siihen on kuolleella kielellä kirjoitettu sanat \"Suutele kirvestä.\""
"[english]DOTA_Item_Desc_Blacksmiths_Apron"	"Written upon it a lost language are the words, \"Kiss the axe.\""
"DOTA_Item_Desc_Forgemasters_Hammer"	"Ainoa päivä, jona Axe myöns tappionsa oli se, jona hän yritti takoa asetta kirveellään."
"[english]DOTA_Item_Desc_Forgemasters_Hammer"	"The only day Axe declared defeat was the day he tried to forge a weapon with an axe."
"DOTA_Item_Desc_Chronite_Scepter"	"Mahdin symboli Claszuremen päättymättömissä saleissa."
"[english]DOTA_Item_Desc_Chronite_Scepter"	"A symbol of power within the infinite halls of Claszureme."
"DOTA_Item_Desc_Ice_Burst_Bracers"	"Koostaan huolimatta nämä terävät, jäänkaltaiset kristallit ovat liki painottomia eivätkä näin haittaa Drow Rangerin jousen käyttöä."
"[english]DOTA_Item_Desc_Ice_Burst_Bracers"	"Despite their size, these sharp ice-like crystals weigh almost nothing and so do not hinder the Drow Ranger's use of the bow."
"DOTA_Item_Desc_Creepers_Cruel_Hook"	"Kulta on vain yksi syy, miksi Gondar metsästää."
"[english]DOTA_Item_Desc_Creepers_Cruel_Hook"	"Gold is only one reason why Gondar hunts."
"DOTA_Item_Desc_Creepers_Cruel_Shuriken"	"\"Auts!\""
"[english]DOTA_Item_Desc_Creepers_Cruel_Shuriken"	"'Ouch!'"
"DOTA_Item_Desc_Pirate_Slayers_Cutlass"	"Epäonnisen merikapteenin pääkallo koristaa tätä ruosteista miekkaa."
"[english]DOTA_Item_Desc_Pirate_Slayers_Cutlass"	"The skull of an unfortunate sea captain adorns this rusty blade."
"DOTA_Item_Desc_Pirate_Slayers_Black_Flag"	"Kerran niin kauhistuttavan symbolin jääneet todistavat nyt Tidehunterin voimaa."
"[english]DOTA_Item_Desc_Pirate_Slayers_Black_Flag"	"The remains of a once terrible icon, now a symbol of the Tidehunter's power."
"DOTA_Item_Desc_War_Blade_Left"	"Poikkeuksellisen pureva sotaterä."
"[english]DOTA_Item_Desc_War_Blade_Left"	"An exceptionally sharp war-blade."
"DOTA_Item_Desc_Head_Crusher"	"Harvalle on suotu voimia nostaa näin massiivista sotavasaraa."
"[english]DOTA_Item_Desc_Head_Crusher"	"Few men are endowed with the strength to lift such a massive battle hammer."
"DOTA_Item_Back_Hook_Right"	"Back Hook"
"[english]DOTA_Item_Back_Hook_Right"	"Back Hook"
"DOTA_Item_Back_Hook_Left"	"Back Hook (Vasen)"
"[english]DOTA_Item_Back_Hook_Left"	"Back Hook (Left)"
"DOTA_Item_Desc_Witch_Doctors_Vile_Hat"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Witch_Doctors_Vile_Hat"	"This new item has no description."
"DOTA_Item_Desc_Horns_of_the_PeaceBringer"	"Rauhanmerkin muotoon kaartuneet sarvet."
"[english]DOTA_Item_Desc_Horns_of_the_PeaceBringer"	"Horns curved into a sigil of peace."
"DOTA_Item_Beard_of_the_PeaceBringer"	"Sovittelijan parta"
"[english]DOTA_Item_Beard_of_the_PeaceBringer"	"Beard of the Peace-Bringer"
"DOTA_Item_Desc_Beard_of_the_PeaceBringer"	"Kevyt ja pörheä."
"[english]DOTA_Item_Desc_Beard_of_the_PeaceBringer"	"Light and fluffy."
"DOTA_Item_Desc_Bracer_of_the_Burning_Cabal"	"Tulielementtien manipulointi vaatii hienovaraista otetta, jotta loitsija ei itse palaisi. Nämä rannesuojat ovat lumottu antamaan vähäistä suojaa tulta vastaan."
"[english]DOTA_Item_Desc_Bracer_of_the_Burning_Cabal"	"Manipulation of the fire elements requires a delicate touch, lest the sorcerer burn. This pair of bracers have been imbued with minor fire protection enchantments."
"DOTA_Item_Desc_Stylish_Wizards_Topnot"	"Harvaa velhoa voi kutsua tyylikkääksi, mutta Invoker ei ole muiden velhojen kaltainen."
"[english]DOTA_Item_Desc_Stylish_Wizards_Topnot"	"Few wizards can be considered to be stylish, but the Invoker is not like other wizards."
"DOTA_Trial_UpgradeItem"	"Dota 2 kokeiluversion päivitysesine"
"[english]DOTA_Trial_UpgradeItem"	"Dota 2 Trial Upgrade Item"
"DOTA_VoiceTaunt_InTheBag_Desc"	"Osoita itsevarmuutesi vastapuolelle. Mikään ei taatusti mene vikaan..."
"[english]DOTA_VoiceTaunt_InTheBag_Desc"	"Express your confidence to the enemy team. Surely nothing could possibly go wrong..."
"DOTA_Custom_Courier_Sheep"	"Lammaskuriiri"
"[english]DOTA_Custom_Courier_Sheep"	"Sheep Courier"
"DOTA_Custom_Courier_Sheep_Desc"	"Lammaskuriirin kuvaus! Lol! Tyhjää täynnä!"
"[english]DOTA_Custom_Courier_Sheep_Desc"	"Sheep Courier description field! Lawls! No text!"
"DOTA_Custom_HexModel_Frog"	"Sammakkosaneeraus"
"[english]DOTA_Custom_HexModel_Frog"	"Amphibian Alteration"
"DOTA_Custom_HexModel_Frog_Desc"	"Muunnos klassisesta suovelhojen ja noitien suosimasta muodonmuutosloitsusta.
Käyttöön otettuna korvaa loitsueläimesi sammakolla."
"[english]DOTA_Custom_HexModel_Frog_Desc"	"A variation on the classic polymorphic hex favored by swamp wizards and spurned witches.
When equipped, this item replaces your hex animal with a frog."
"DOTA_Custom_HexModel_Cheese"	"Polymorfinen pastörointi"
"[english]DOTA_Custom_HexModel_Cheese"	"Polymorphic Pasteurization"
"DOTA_Custom_HexModel_Cheese_Desc"	"Harvinaisen haiseva muodonmuutos. Sen suunnitteli kääpiö, joka käytti taikasepän taitojaan kopioimaan örkkiläisen sinihomejuuston aromin.
Käyttöön otettuna tämä esine korvaa loitsueläimesi juustonpalasella."
"[english]DOTA_Custom_HexModel_Cheese_Desc"	"A particularly smelly shape change designed by a Dwarven spellsmith with a taste for Orcish Bleu.
When equipped, this item replaces your hex animal with a piece of cheese."
"DOTA_Custom_Courier_ShittyWizard"	"Surkea velho"
"[english]DOTA_Custom_Courier_ShittyWizard"	"Shitty Wizard"
"DOTA_Custom_Courier_ShittyWizard_Desc"	"on surkea"
"[english]DOTA_Custom_Courier_ShittyWizard_Desc"	""
"DOTA_Custom_Courier_MiniPudge"	"Minipudgekuriiri"
"[english]DOTA_Custom_Courier_MiniPudge"	"Minipudge Courier"
"DOTA_Custom_Courier_MiniPudge_Desc"	" "
"[english]DOTA_Custom_Courier_MiniPudge_Desc"	""
"DOTA_Item_Announcer_Dr_Kleiner"	"Kuuluttaja: Tohtori Kleiner"
"[english]DOTA_Item_Announcer_Dr_Kleiner"	"Announcer: Dr. Kleiner"
"DOTA_Item_Desc_Announcer_Dr_Kleiner"	"Tämä esine korvaa oletuskuuluttajan tohtori Kleinerin terävällä mielellä."
"[english]DOTA_Item_Desc_Announcer_Dr_Kleiner"	"This item replaces the Default announcer with the sharp mind of science's Dr. Kleiner."
"DOTA_Item_Desc_Copy_of_Minipudge_Courier"	" "
"[english]DOTA_Item_Desc_Copy_of_Minipudge_Courier"	""
"DOTA_Item_Announcer_Juggernaut"	"Kuuluttaja: Juggernaut"
"[english]DOTA_Item_Announcer_Juggernaut"	"Announcer: Juggernaut"
"DOTA_Item_Desc_Announcer_Juggernaut"	"Tämä esine korvaa oletuskuuluttajan vaeltavan soturin, Juggernautin, tarkasti valituilla sanoilla."
"[english]DOTA_Item_Desc_Announcer_Juggernaut"	"This item replaces the Default announcer with the carefully chosen words of the traveling warrior, Juggernaut."
"DOTA_Item_Announcer_Natures_Prophet"	"Kuuluttaja: Nature's Prophet"
"[english]DOTA_Item_Announcer_Natures_Prophet"	"Announcer: Nature's Prophet"
"DOTA_Item_Desc_Announcer_Natures_Prophet"	"Tämä esine korvaa oletuskuuluttajan Nature's Prophetin tuimalla äänellä."
"[english]DOTA_Item_Desc_Announcer_Natures_Prophet"	"This item replaces the Default announcer with the stern voice of Nature's Prophet."
"DOTA_Item_Treasure_Chest"	" "
"[english]DOTA_Item_Treasure_Chest"	""
"DOTA_TreasureChest_Rare"	" "
"[english]DOTA_TreasureChest_Rare"	""
"DOTA_TreasureChest_Desc"	" "
"[english]DOTA_TreasureChest_Desc"	""
"DOTA_Item_Desc_Tickled_Tegu"	"Kesy lisko lohikäärmeiden asuttamasta Cathauranin erämaasta. Se hymyilee ihan kuin se tietäisi jotain mitä sinä et."
"[english]DOTA_Item_Desc_Tickled_Tegu"	"A friendly Tegu from the dragon infested Cathauran Wastes. He smiles as if he knows something you do not."
"DOTA_Item_Desc_Mighty_Boar"	"Tällä karjulla on hullunkiilto silmissä. Kertooko se epäluottamuksesta? Hulluudesta? Vai haluaako se vain syödä tangosi."
"[english]DOTA_Item_Desc_Mighty_Boar"	"This boar has a crazed look in his eye. Is it distrust? Madness? Or does he just want to eat your tangos."
"DOTA_Item_Desc_Name_Tag"	"Käytä tätä työkalua repussasi olevaan esineeseen ja anna sille <font color='#9da1a9'>muokattu nimi</font> tuplaklikkaamalla tai klikkaamalla sitä hiiren oikealla näppäimellä. Nimitunnisteet ovat kertakäyttöisiä esineitä. Nimetty esine voidaan palauttaa alkuperäiseen tilaansa klikkaamalla sitä repussa hiiren oikealla näppäimellä ja painamalla 'Palauta'-asetusta."
"[english]DOTA_Item_Desc_Name_Tag"	"Double or right-click this tool and use it on an item in your backpack to give the item a <font color='#9da1a9'>customized name</font>.
	Name Tags are consumable items, and may only be used once. A named item can be reverted to its original state by right-clicking the item in the backpack and pressing the 'Restore' option."
"DOTA_Item_Desc_Tag"	"Kuvaustunniste"
"[english]DOTA_Item_Desc_Tag"	"Description Tag"
"DOTA_Item_Desc_Desc_Tag"	"Käytä tätä työkalua repussasi olevaan esineeseen antaaksesi sille <font color='#9da1a9'>muokatun kuvauksen</font> tuplaklikkaamalla tai klikkaamalla sitä hiiren oikealla näppäimellä. Kuvaustunnisteet ovat kertakäyttöisiä esineitä. Uuden kuvauksen saanut esine voidaan palauttaa alkuperäiseen tilaansa klikkaamalla sitä repussa hiiren oikealla näppäimellä ja painamalla 'Palauta'-asetusta."
