"lang"
{
"Language"	"thai"
"DOTA_Set_Furion_Scion_Savage"	"Scion of the Savage"
"[english]DOTA_Set_Furion_Scion_Savage"	"Scion of the Savage"
"DOTA_Set_Invoker_Exort"	"The Fires of Exort"
"[english]DOTA_Set_Invoker_Exort"	"The Fires of Exort"
"DOTA_Set_Invoker_Magus_Magnus"	"The Magus Magnus"
"[english]DOTA_Set_Invoker_Magus_Magnus"	"The Magus Magnus"
"DOTA_Set_Juggernaut_Beasts_Men"	"Aspects of Beast and Man"
"[english]DOTA_Set_Juggernaut_Beasts_Men"	"Aspects of Beast and Man"
"DOTA_Set_Juggernaut_Boar_God"	"The Boar God's Honor"
"[english]DOTA_Set_Juggernaut_Boar_God"	"The Boar God's Honor"
"DOTA_Set_Juggernaut_Brave"	"The Dauntless"
"[english]DOTA_Set_Juggernaut_Brave"	"The Dauntless"
"DOTA_Set_Juggernaut_High_Plains"	"Traveler on the High Plains"
"[english]DOTA_Set_Juggernaut_High_Plains"	"Traveler on the High Plains"
"DOTA_Set_Of_Ebony_and_Ivory"	"Of Ebony and Ivory"
"[english]DOTA_Set_Of_Ebony_and_Ivory"	"Of Ebony and Ivory"
"DOTA_Set_Kunkka_Admirable_Admiral"	"The Admirable Admiral"
"[english]DOTA_Set_Kunkka_Admirable_Admiral"	"The Admirable Admiral"
"DOTA_Set_Birots_Bindings"	"Birot's Bindings"
"[english]DOTA_Set_Birots_Bindings"	"Birot's Bindings"
"DOTA_Set_Direstone_Bindings"	"Direstone Bindings"
"[english]DOTA_Set_Direstone_Bindings"	"Direstone Bindings"
"DOTA_Set_Shards_of_the_Falling_Comet"	"Shards of the Falling Comet"
"[english]DOTA_Set_Shards_of_the_Falling_Comet"	"Shards of the Falling Comet"
"DOTA_Set_Bindings_of_Frost"	"Bindings of Frost"
"[english]DOTA_Set_Bindings_of_Frost"	"Bindings of Frost"
"DOTA_Set_Shards_of_Polymorphia"	"Shards of Polymorphia"
"[english]DOTA_Set_Shards_of_Polymorphia"	"Shards of Polymorphia"
"DOTA_Set_Radiant_Crystal_Bindings"	"Radiant Crystal Bindings"
"[english]DOTA_Set_Radiant_Crystal_Bindings"	"Radiant Crystal Bindings"
"DOTA_Set_Omniknight_Crusader"	"The Radiance of the Crusade"
"[english]DOTA_Set_Omniknight_Crusader"	"The Radiance of the Crusade"
"DOTA_Set_The_Hierophants_Protection"	"The Hierophant's Protection"
"[english]DOTA_Set_The_Hierophants_Protection"	"The Hierophant's Protection"
"DOTA_Set_Omniknight_Purist_Champion"	"Armor of the Purist Champion"
"[english]DOTA_Set_Omniknight_Purist_Champion"	"Armor of the Purist Champion"
"DOTA_Set_Armor_of_Renewed_Faith"	"Armor of Renewed Faith"
"[english]DOTA_Set_Armor_of_Renewed_Faith"	"Armor of Renewed Faith"
"DOTA_Set_Thunderwraths_Calling"	"Thunderwrath's Calling"
"[english]DOTA_Set_Thunderwraths_Calling"	"Thunderwrath's Calling"
"DOTA_Set_Wings_of_the_Paladin"	"Wings of the Paladin"
"[english]DOTA_Set_Wings_of_the_Paladin"	"Wings of the Paladin"
"DOTA_Set_Honors_of_the_Golden_Mane"	"Honors of the Golden Mane"
"[english]DOTA_Set_Honors_of_the_Golden_Mane"	"Honors of the Golden Mane"
"DOTA_Set_Revered_Arms"	"Revered Arms"
"[english]DOTA_Set_Revered_Arms"	"Revered Arms"
"DOTA_Set_Sven_Flameguard"	"The Flameguard's Armor"
"[english]DOTA_Set_Sven_Flameguard"	"The Flameguard's Armor"
"DOTA_Set_Sven_Freelancer"	"The Freelancer's Finery"
"[english]DOTA_Set_Sven_Freelancer"	"The Freelancer's Finery"
"DOTA_Set_Sven_Mono_Militis"	"Sect Armor of the Mono Militis"
"[english]DOTA_Set_Sven_Mono_Militis"	"Sect Armor of the Mono Militis"
"DOTA_Set_Sven_Swordmaster"	"Swordmaster of the Vigil"
"[english]DOTA_Set_Sven_Swordmaster"	"Swordmaster of the Vigil"
"DOTA_Set_Tidehunter_Pirate_Slayer"	"The Pirate's Booty"
"[english]DOTA_Set_Tidehunter_Pirate_Slayer"	"The Pirate's Booty"
"DOTA_Set_Tidehunter_Punisher"	"The Paleogeneous Punisher"
"[english]DOTA_Set_Tidehunter_Punisher"	"The Paleogeneous Punisher"
"DOTA_Set_Ursa_Alpine_Stalker"	"The Alpine Stalker"
"[english]DOTA_Set_Ursa_Alpine_Stalker"	"The Alpine Stalker"
"DOTA_Set_Ursa_Iron_Bear"	"The Iron Bear"
"[english]DOTA_Set_Ursa_Iron_Bear"	"The Iron Bear"
"DOTA_Set_Ursa_Ravager"	"The Ursine Ravager"
"[english]DOTA_Set_Ursa_Ravager"	"The Ursine Ravager"
"DOTA_Set_Ursa_Savage_Age"	"The Savage Age"
"[english]DOTA_Set_Ursa_Savage_Age"	"The Savage Age"
"DOTA_Set_Falconers_Design"	"Falconer's Design"
"[english]DOTA_Set_Falconers_Design"	"Falconer's Design"
"DOTA_Set_Redwood_Arms"	"Redwood Arms"
"[english]DOTA_Set_Redwood_Arms"	"Redwood Arms"
"DOTA_Set_Flight_of_the_Sparrowhawk"	"Flight of the Sparrowhawk"
"[english]DOTA_Set_Flight_of_the_Sparrowhawk"	"Flight of the Sparrowhawk"
"DOTA_Set_ZaruKina_Protectors_Garb"	"Zaru'Kina Protector's Garb"
"[english]DOTA_Set_ZaruKina_Protectors_Garb"	"Zaru'Kina Protector's Garb"
"DOTA_Set_Witchdoctor_Tale_Teller"	"The Traveling Tale-Teller"
"[english]DOTA_Set_Witchdoctor_Tale_Teller"	"The Traveling Tale-Teller"
"DOTA_Set_Wicked_Bad_Voodoo"	"Wicked Bad Voodoo"
"[english]DOTA_Set_Wicked_Bad_Voodoo"	"Wicked Bad Voodoo"
"DOTA_WearableType_Glaive"	"Glaive"
"[english]DOTA_WearableType_Glaive"	"Glaive"
"DOTA_WearableType_Essence"	"Essence"
"[english]DOTA_WearableType_Essence"	"Essence"
"DOTA_Item_AntiMages_Glaive"	"Anti-Mage's Glaive"
"[english]DOTA_Item_AntiMages_Glaive"	"Anti-Mage's Glaive"
"DOTA_Item_Doombringers_Weapon"	"Doombringer's Weapon"
"[english]DOTA_Item_Doombringers_Weapon"	"Doombringer's Weapon"
"DOTA_Item_Doombringers_Helm"	"Doombringer's Helm"
"[english]DOTA_Item_Doombringers_Helm"	"Doombringer's Helm"
"DOTA_Item_Doombringers_Shoulder_Armor"	"Doombringer's Shoulder Armor"
"[english]DOTA_Item_Doombringers_Shoulder_Armor"	"Doombringer's Shoulder Armor"
"DOTA_Item_Doombringers_Bracers"	"Doombringer's Bracers"
"[english]DOTA_Item_Doombringers_Bracers"	"Doombringer's Bracers"
"DOTA_Item_Doombringers_Belt"	"Doombringer's Belt"
"[english]DOTA_Item_Doombringers_Belt"	"Doombringer's Belt"
"DOTA_Item_Doombringers_Wings"	"Doombringer's Wings"
"[english]DOTA_Item_Doombringers_Wings"	"Doombringer's Wings"
"DOTA_Item_Doombringers_Tail"	"Doombringer's Tail"
"[english]DOTA_Item_Doombringers_Tail"	"Doombringer's Tail"
"DOTA_Item_AntiMages_Offhand_Glaive"	"Anti-Mage's Offhand Glaive"
"[english]DOTA_Item_AntiMages_Offhand_Glaive"	"Anti-Mage's Offhand Glaive"
"DOTA_Item_Leshracs_Arms"	"Leshrac's Arms"
"[english]DOTA_Item_Leshracs_Arms"	"Leshrac's Arms"
"DOTA_Item_Nightstalkers_Wings"	"Nightstalker's Wings"
"[english]DOTA_Item_Nightstalkers_Wings"	"Nightstalker's Wings"
"DOTA_Item_Nightstalkers_Armor"	"Nightstalker's Armor"
"[english]DOTA_Item_Nightstalkers_Armor"	"Nightstalker's Armor"
"DOTA_Item_Nightstalkers_Tail"	"Nightstalker's Tail"
"[english]DOTA_Item_Nightstalkers_Tail"	"Nightstalker's Tail"
"DOTA_Item_Razors_Weapon"	"Razor's Weapon"
"[english]DOTA_Item_Razors_Weapon"	"Razor's Weapon"
"DOTA_Item_Razors_Head"	"Razor's Head"
"[english]DOTA_Item_Razors_Head"	"Razor's Head"
"DOTA_Item_Razors_Armor"	"Razor's Armor"
"[english]DOTA_Item_Razors_Armor"	"Razor's Armor"
"DOTA_Item_Razors_Bracers"	"Razor's Bracers"
"[english]DOTA_Item_Razors_Bracers"	"Razor's Bracers"
"DOTA_Item_Razors_Robe"	"Razor's Robe"
"[english]DOTA_Item_Razors_Robe"	"Razor's Robe"
"DOTA_Item_Leshracs_Armor"	"Leshrac's Armor"
"[english]DOTA_Item_Leshracs_Armor"	"Leshrac's Armor"
"DOTA_Item_Leshracs_Head"	"Leshrac's Head"
"[english]DOTA_Item_Leshracs_Head"	"Leshrac's Head"
"DOTA_Item_Leshracs_Tail"	"Leshrac's Tail"
"[english]DOTA_Item_Leshracs_Tail"	"Leshrac's Tail"
"DOTA_Item_Death_Prophets_Corpse_Dress"	"Death Prophet's Corpse Dress"
"[english]DOTA_Item_Death_Prophets_Corpse_Dress"	"Death Prophet's Corpse Dress"
"DOTA_Item_Aspect_Mask_of_Fulminant_Rage"	"Aspect Mask of Fulminant Rage"
"[english]DOTA_Item_Aspect_Mask_of_Fulminant_Rage"	"Aspect Mask of Fulminant Rage"
"DOTA_Item_Death_Prophets_Corpse_Head_Dress"	"Death Prophet's Corpse Head Dress"
"[english]DOTA_Item_Death_Prophets_Corpse_Head_Dress"	"Death Prophet's Corpse Head Dress"
"DOTA_Item_Death_Prophets_Corpse_Set_Scarf"	"Death Prophet's Corpse Set Scarf"
"[english]DOTA_Item_Death_Prophets_Corpse_Set_Scarf"	"Death Prophet's Corpse Set Scarf"
"DOTA_Item_Pugna_Curved_Horns"	"Pugna Curved Horns"
"[english]DOTA_Item_Pugna_Curved_Horns"	"Pugna Curved Horns"
"DOTA_Item_AntiMage_Slasher_Offhand_Weapon"	"Anti-Mage Slasher Offhand Weapon"
"[english]DOTA_Item_AntiMage_Slasher_Offhand_Weapon"	"Anti-Mage Slasher Offhand Weapon"
"DOTA_Item_AntiMage_Slasher_Armor"	"Anti-Mage Slasher Armor"
"[english]DOTA_Item_AntiMage_Slasher_Armor"	"Anti-Mage Slasher Armor"
"DOTA_Item_AntiMage_Slasher_Shoulder"	"Anti-Mage Slasher Shoulder"
"[english]DOTA_Item_AntiMage_Slasher_Shoulder"	"Anti-Mage Slasher Shoulder"
"DOTA_Item_AntiMage_Slasher_Bracer"	"Anti-Mage Slasher Bracer"
"[english]DOTA_Item_AntiMage_Slasher_Bracer"	"Anti-Mage Slasher Bracer"
"DOTA_Item_AntiMage_Slasher_Skirt"	"Anti-Mage Slasher Skirt"
"[english]DOTA_Item_AntiMage_Slasher_Skirt"	"Anti-Mage Slasher Skirt"
"DOTA_Item_AntiMage_Slasher_Weapon"	"Anti-Mage Slasher Weapon"
"[english]DOTA_Item_AntiMage_Slasher_Weapon"	"Anti-Mage Slasher Weapon"
"DOTA_Item_AntiMage_Slasher_Helm"	"Anti-Mage Slasher Helm"
"[english]DOTA_Item_AntiMage_Slasher_Helm"	"Anti-Mage Slasher Helm"
"DOTA_Item_Announcer_Pyrion_Flax"	"Announcer: Pyrion Flax"
"[english]DOTA_Item_Announcer_Pyrion_Flax"	"Announcer: Pyrion Flax"
"DOTA_Item_Baby_Roshan"	"Baby Roshan"
"[english]DOTA_Item_Baby_Roshan"	"Baby Roshan"
"DOTA_Item_Desc_Baby_Roshan"	"เขายังเป็นเพียงแค่เจ้าตัวน้อย! เขายังไม่รู้จักสิ่งต่างๆดี"
"[english]DOTA_Item_Desc_Baby_Roshan"	"He's just a little guy! He doesn't know any better."
"DOTA_Item_Exort_Essence"	"Exort Essence"
"[english]DOTA_Item_Exort_Essence"	"Exort Essence"
"DOTA_Item_Wex_Essence"	"Wex Essence"
"[english]DOTA_Item_Wex_Essence"	"Wex Essence"
"DOTA_Item_Desc_Wex_Essence"	"ผลึกแก้วที่บรรจุพลังงาน Wex บริสุทธิ์เอาไว้ ที่พื้นผิวของเศษผลึกมีออร่าของพลังเวทย์แห่งผนึกวิญญาณไหลเวียนอยู่ตลอดเวลา"
"[english]DOTA_Item_Desc_Wex_Essence"	"A crystal containing pure Wex energy. The surface of the shard is in constant motion, emitting a magical aura of spirited zeal."
"DOTA_Item_Quas_Essence"	"Quas Essence"
"[english]DOTA_Item_Quas_Essence"	"Quas Essence"
"DOTA_Item_Desc_Quas_Essence"	"ผลึกแก้วที่บรรจุพลังงาน Quas บริสุทธิ์เอาไว้ มันทั้งเย็นยะเยือกและหนักอึ้ง อีกทั้งมีออร่าแห่งความดื้อรั้นและถือถือทิฐิแผ่กระจายออกมา"
"[english]DOTA_Item_Desc_Quas_Essence"	"A crystal of pure Quas energy. It is cold and heavy, radiating a magical aura of stubborn tenacity."
"DOTA_Item_Unusual_Essence"	"Unusual Essence"
"[english]DOTA_Item_Unusual_Essence"	"Unusual Essence"
"DOTA_Item_Shadow_Essence"	"Shadow Essence"
"[english]DOTA_Item_Shadow_Essence"	"Shadow Essence"
"DOTA_Item_Desc_Shadow_Essence"	"ผลึกแก้วสีดำขนาดเล็กที่มีผิวมันวาวซึ่งดูดซับแสงสว่างทุกประเภท พร้อมสัมผัสอันน่าสะพรึงกลัวที่แผ่ซ่านออกมาจากแกนกลาง"
"[english]DOTA_Item_Desc_Shadow_Essence"	"A small marble of black crystal. Its perfectly polished surface consumes all light. A sense of terrible fear washes forth from its core."
"DOTA_Item_League_G1Championship"	"G-1 Championship League"
"[english]DOTA_Item_League_G1Championship"	"G-1 Championship League"
"DOTA_Item_League_G1Championship_Admin"	"G-1 Championship League ADMIN"
"[english]DOTA_Item_League_G1Championship_Admin"	"G-1 Championship League ADMIN"
"DOTA_WearableType_Dress"	"Dress"
"[english]DOTA_WearableType_Dress"	"Dress"
"DOTA_WearableType_Collar"	"Collar"
"[english]DOTA_WearableType_Collar"	"Collar"
"DOTA_WearableType_Sexy_Hair"	"Sexy Hair"
"[english]DOTA_WearableType_Sexy_Hair"	"Sexy Hair"
"DOTA_Item_Kunkkas_Hair"	"Kunkka's Hair"
"[english]DOTA_Item_Kunkkas_Hair"	"Kunkka's Hair"
"DOTA_Item_Slarks_Weapon"	"Slark's Weapon"
"[english]DOTA_Item_Slarks_Weapon"	"Slark's Weapon"
"DOTA_Item_Dark_Seers_Spikes"	"Dark Seers Spikes"
"[english]DOTA_Item_Dark_Seers_Spikes"	"Dark Seers Spikes"
"DOTA_Item_Dark_Seers_Hat"	"Dark Seers Hat"
"[english]DOTA_Item_Dark_Seers_Hat"	"Dark Seers Hat"
"DOTA_Item_Dark_Seers_Bracers"	"Dark Seers Bracers"
"[english]DOTA_Item_Dark_Seers_Bracers"	"Dark Seers Bracers"
"DOTA_Item_Dark_Seers_Loin_Cloth"	"Dark Seers Loin Cloth"
"[english]DOTA_Item_Dark_Seers_Loin_Cloth"	"Dark Seers Loin Cloth"
"DOTA_Item_Dark_Seers_Neck_Armor"	"Dark Seers Neck Armor"
"[english]DOTA_Item_Dark_Seers_Neck_Armor"	"Dark Seers Neck Armor"
"DOTA_Item_Slarks_Bracers"	"Slark's Bracers"
"[english]DOTA_Item_Slarks_Bracers"	"Slark's Bracers"
"DOTA_Item_Slarks_Shoulder_Armor"	"Slark's Shoulder Armor"
"[english]DOTA_Item_Slarks_Shoulder_Armor"	"Slark's Shoulder Armor"
"DOTA_Item_Slarks_Cape"	"Slark's Cape"
"[english]DOTA_Item_Slarks_Cape"	"Slark's Cape"
"DOTA_Item_Slarks_Hood"	"Slark's Hood"
"[english]DOTA_Item_Slarks_Hood"	"Slark's Hood"
"DOTA_Item_Kunkkas_Shoulder_Guard"	"Kunkka's Shoulder Guard"
"[english]DOTA_Item_Kunkkas_Shoulder_Guard"	"Kunkka's Shoulder Guard"
"DOTA_Item_Centaurs_Axe"	"Centaur's Axe"
"[english]DOTA_Item_Centaurs_Axe"	"Centaur's Axe"
"DOTA_Item_Centaurs_Horns_and_Hair"	"Centaur's Horns and Hair"
"[english]DOTA_Item_Centaurs_Horns_and_Hair"	"Centaur's Horns and Hair"
"DOTA_Item_Centaurs_Upper_Armor"	"Centaur's Upper Armor"
"[english]DOTA_Item_Centaurs_Upper_Armor"	"Centaur's Upper Armor"
"DOTA_Item_Centaurs_Belt_Buckle"	"Centaur's Belt Buckle"
"[english]DOTA_Item_Centaurs_Belt_Buckle"	"Centaur's Belt Buckle"
"DOTA_Item_Centaurs_Trophies"	"Centaur's Trophies"
"[english]DOTA_Item_Centaurs_Trophies"	"Centaur's Trophies"
"DOTA_Item_Centaurs_Bracers"	"Centaur's Bracers"
"[english]DOTA_Item_Centaurs_Bracers"	"Centaur's Bracers"
"DOTA_Item_Centaurs_Tail"	"Centaur's Tail"
"[english]DOTA_Item_Centaurs_Tail"	"Centaur's Tail"
"DOTA_Item_Dress_of_the_Corpse_Maiden"	"Dress of the Corpse Maiden"
"[english]DOTA_Item_Dress_of_the_Corpse_Maiden"	"Dress of the Corpse Maiden"
"DOTA_Item_Wicked_Collar_of_the_Corpse_Maiden"	"Wicked Collar of the Corpse Maiden"
"[english]DOTA_Item_Wicked_Collar_of_the_Corpse_Maiden"	"Wicked Collar of the Corpse Maiden"
"DOTA_Item_Ghastly_Scarf_of_the_Corpse_Maiden"	"Ghastly Scarf of the Corpse Maiden"
"[english]DOTA_Item_Ghastly_Scarf_of_the_Corpse_Maiden"	"Ghastly Scarf of the Corpse Maiden"
"DOTA_Item_Glaive_of_the_Mage_Slayer__OffHand"	"Glaive of the Mage Slayer - Off-Hand"
"[english]DOTA_Item_Glaive_of_the_Mage_Slayer__OffHand"	"Glaive of the Mage Slayer - Off-Hand"
"DOTA_Item_Armor_of_the_Mage_Slayer"	"Armor of the Mage Slayer"
"[english]DOTA_Item_Armor_of_the_Mage_Slayer"	"Armor of the Mage Slayer"
"DOTA_Item_Desc_Armor_of_the_Mage_Slayer"	"เสื้อเกราะที่มีน้ำหนักมากและทนทาน สร้างมาจากวัสดุที่ลือกันว่าสามารถขจัดเวทย์อาคมต่างๆ ได้"
"[english]DOTA_Item_Desc_Armor_of_the_Mage_Slayer"	"A vest made heavy and durable by materials said to repel the sorceric arts."
"DOTA_Item_ZaruKina_Protectors_Cape"	"Zaru'Kina Protector's Cape"
"[english]DOTA_Item_ZaruKina_Protectors_Cape"	"Zaru'Kina Protector's Cape"
"DOTA_Item_ZaruKina_Protectors_Bow"	"Zaru'Kina Protector's Bow"
"[english]DOTA_Item_ZaruKina_Protectors_Bow"	"Zaru'Kina Protector's Bow"
"DOTA_Item_ZaruKina_Protectors_Pads"	"Zaru'Kina Protector's Pads"
"[english]DOTA_Item_ZaruKina_Protectors_Pads"	"Zaru'Kina Protector's Pads"
"DOTA_Item_ZaruKina_Protectors_Hair"	"Zaru'Kina Protector's Hair"
"[english]DOTA_Item_ZaruKina_Protectors_Hair"	"Zaru'Kina Protector's Hair"
"DOTA_Item_Desc_Cape_of_the_Dark_Magic"	"สำหรับ Invoke พวกที่ไร้ซึ่งพรสวรรค์ทางด้านเวทมนตร์นั้นก็เป็นเพียงแค่หนอนแมลงที่สมควรจะมองข้ามไปหรือกำจัดทิ้งซะ ในบางครั้ง ความโหดเหี้ยมของเขาเหมือนดังศิลปะแห่งเวทมนตร์ที่ถูกบูชาและยำเกรงโดยผู้คนทั่วไป"
"[english]DOTA_Item_Desc_Cape_of_the_Dark_Magic"	"To the Invoker, those without the gifts of magic are insects to be ignored or destroyed.  For at time, his ferocity was such that the magical arts were treated with superstition and fear by all."
"DOTA_Item_Collar_of_the_Mage_Slayer"	"Collar of the Mage Slayer"
"[english]DOTA_Item_Collar_of_the_Mage_Slayer"	"Collar of the Mage Slayer"
"DOTA_Item_Bracer_of_the_Mage_Slayer"	"Bracer of the Mage Slayer"
"[english]DOTA_Item_Bracer_of_the_Mage_Slayer"	"Bracer of the Mage Slayer"
"DOTA_Item_Skirt_of_the_Mage_Slayer"	"Skirt of the Mage Slayer"
"[english]DOTA_Item_Skirt_of_the_Mage_Slayer"	"Skirt of the Mage Slayer"
"DOTA_Item_Desc_Skirt_of_the_Mage_Slayer"	"กาลเวลาและการฝึกฝนได้ชักจูงให้ Anti-Mage รับมือกับอาภรณ์ที่หนักอึ้ง แต่ก็ไม่ได้ทำให้ความสามารถในการต่อสู้ลดลง"
"[english]DOTA_Item_Desc_Skirt_of_the_Mage_Slayer"	"Time and practice would persuade the Anti-Mage against such a heavy garment, yet its use in combat has not diminished."
"DOTA_Item_Glaive_of_the_Mage_Slayer"	"Glaive of the Mage Slayer"
"[english]DOTA_Item_Glaive_of_the_Mage_Slayer"	"Glaive of the Mage Slayer"
"DOTA_Item_Mask_of_the_Mage_Slayer"	"Mask of the Mage Slayer"
"[english]DOTA_Item_Mask_of_the_Mage_Slayer"	"Mask of the Mage Slayer"
"DOTA_Item_Desc_Cult_Mask_of_the_Mage_Slayer"	"ส่วนประกอบที่ใช้ในการสร้างหน้ากากนี้สามารถสะท้อนมนตร์คาถาได้แทบทุกชนิด ดังที่รูปร่างของมันอาจจะสามารถเบี่ยงทิศทางของคมดาบได้"
"[english]DOTA_Item_Desc_Cult_Mask_of_the_Mage_Slayer"	"The elements used in this mask's construction are able to deflect most spells, just as its shape may divert a blade."
"DOTA_Item_Greevil_Ears_1"	"Greevil Ears 1"
"[english]DOTA_Item_Greevil_Ears_1"	"Greevil Ears 1"
"DOTA_Item_Greevil_Ears_2"	"Greevil Ears 2"
"[english]DOTA_Item_Greevil_Ears_2"	"Greevil Ears 2"
"DOTA_Item_Greevil_Hair_1"	"Greevil Hair 1"
"[english]DOTA_Item_Greevil_Hair_1"	"Greevil Hair 1"
"DOTA_Item_Greevil_Hair_2"	"Greevil Hair 2"
"[english]DOTA_Item_Greevil_Hair_2"	"Greevil Hair 2"
"DOTA_Item_Greevil_Horns_1"	"Greevil Horns 1"
"[english]DOTA_Item_Greevil_Horns_1"	"Greevil Horns 1"
"DOTA_Item_Greevil_Horns_2"	"Greevil Horns 2"
"[english]DOTA_Item_Greevil_Horns_2"	"Greevil Horns 2"
"DOTA_Item_Greevil_Horns_3"	"Greevil Horns 3"
"[english]DOTA_Item_Greevil_Horns_3"	"Greevil Horns 3"
"DOTA_Item_Greevil_Nose_1"	"Greevil Nose 1"
"[english]DOTA_Item_Greevil_Nose_1"	"Greevil Nose 1"
"DOTA_Item_Greevil_Nose_2"	"Greevil Nose 2"
"[english]DOTA_Item_Greevil_Nose_2"	"Greevil Nose 2"
"DOTA_Item_Greevil_Nose_3"	"Greevil Nose 3"
"[english]DOTA_Item_Greevil_Nose_3"	"Greevil Nose 3"
"DOTA_Item_Greevil_Tail_1"	"Greevil Tail 1"
"[english]DOTA_Item_Greevil_Tail_1"	"Greevil Tail 1"
"DOTA_Item_Greevil_Tail_2"	"Greevil Tail 2"
"[english]DOTA_Item_Greevil_Tail_2"	"Greevil Tail 2"
"DOTA_Item_Greevil_Tail_3"	"Greevil Tail 3"
"[english]DOTA_Item_Greevil_Tail_3"	"Greevil Tail 3"
"DOTA_Item_Greevil_Teeth_1"	"Greevil Teeth 1"
"[english]DOTA_Item_Greevil_Teeth_1"	"Greevil Teeth 1"
"DOTA_Item_Greevil_Teeth_2"	"Greevil Teeth 2"
"[english]DOTA_Item_Greevil_Teeth_2"	"Greevil Teeth 2"
"DOTA_Item_Greevil_Teeth_3"	"Greevil Teeth 3"
"[english]DOTA_Item_Greevil_Teeth_3"	"Greevil Teeth 3"
"DOTA_Item_Greevil_Wings_1"	"Greevil Wings 1"
"[english]DOTA_Item_Greevil_Wings_1"	"Greevil Wings 1"
"DOTA_Item_Greevil_Wings_2"	"Greevil Wings 2"
"[english]DOTA_Item_Greevil_Wings_2"	"Greevil Wings 2"
"DOTA_Item_Greevil_Wings_3"	"Greevil Wings 3"
"[english]DOTA_Item_Greevil_Wings_3"	"Greevil Wings 3"
"DOTA_Item_Greevil_Eyes"	"Greevil Eyes"
"[english]DOTA_Item_Greevil_Eyes"	"Greevil Eyes"
"DOTA_Item_The_Corpse_Maidens_Set"	"The Corpse Maiden's Set"
"[english]DOTA_Item_The_Corpse_Maidens_Set"	"The Corpse Maiden's Set"
"DOTA_Item_Desc_The_Corpse_Maidens_Set"	"ภายในบรรจุไอเทมทั้งหมดของเซ็ต 'The Corpse Maiden' สำหรับ Death Prophet:"
"[english]DOTA_Item_Desc_The_Corpse_Maidens_Set"	"Includes all of the items in 'The Corpse Maiden' set for Death Prophet:"
"DOTA_Item_The_Mage_Slayers_Set"	"The Mage Slayer's Set"
"[english]DOTA_Item_The_Mage_Slayers_Set"	"The Mage Slayer's Set"
"DOTA_Item_Desc_The_Mage_Slayers_Set"	"ภายในบรรจุไอเทมทั้งหมดของเซ็ต 'The Mage Slayer' สำหรับ Anti-Mage:"
"[english]DOTA_Item_Desc_The_Mage_Slayers_Set"	"Includes all of the items in 'The Mage Slayer' set for Anti-Mage:"
"DOTA_Item_Glaives_of_the_Mage_Slayer_Pack"	"Glaives of the Mage Slayer Pack"
"[english]DOTA_Item_Glaives_of_the_Mage_Slayer_Pack"	"Glaives of the Mage Slayer Pack"
"DOTA_Item_Desc_Glaives_of_the_Mage_Slayer_Pack"	"ภายในชุดประกอบไปด้วย Main และ Off-hand Glaive ของ Mage Slayer"
"[english]DOTA_Item_Desc_Glaives_of_the_Mage_Slayer_Pack"	"Pack includes both the main and off-hand Glaive of the Mage Slayer."
"DOTA_Item_Cabalist_of_Dark_Magic_Set"	"Cabalist of Dark Magic Set"
"[english]DOTA_Item_Cabalist_of_Dark_Magic_Set"	"Cabalist of Dark Magic Set"
"DOTA_Item_Desc_Cabalist_of_Dark_Magic_Set"	"ภายในบรรจุไอเทมทั้งหมดของเซ็ต 'Cabalist of Dark Magic' สำหรับ Invoker:"
"[english]DOTA_Item_Desc_Cabalist_of_Dark_Magic_Set"	"Includes all of the items in the 'Cabalist of Dark Magic' set for Invoker:"
"DOTA_Set_The_Mage_Slayer"	"The Mage Slayer"
"[english]DOTA_Set_The_Mage_Slayer"	"The Mage Slayer"
"DOTA_Set_The_Corpse_Maiden"	"The Corpse Maiden"
"[english]DOTA_Set_The_Corpse_Maiden"	"The Corpse Maiden"
"DOTA_Set_The_Cabalist_of_Dark_Magic"	"The Cabalist of Dark Magic"
"[english]DOTA_Set_The_Cabalist_of_Dark_Magic"	"The Cabalist of Dark Magic"
"DOTA_WearableType_Trident"	"Trident"
"[english]DOTA_WearableType_Trident"	"Trident"
"DOTA_WearableType_Gown"	"Gown"
"[english]DOTA_WearableType_Gown"	"Gown"
"DOTA_WearableType_Scythe"	"Scythe"
"[english]DOTA_WearableType_Scythe"	"Scythe"
"DOTA_WearableType_Comb"	"Comb"
"[english]DOTA_WearableType_Comb"	"Comb"
"DOTA_WearableType_Lantern"	"Lantern"
"[english]DOTA_WearableType_Lantern"	"Lantern"
"DOTA_Item_Lions_Default_Weapon"	"Lion's Default Weapon"
"[english]DOTA_Item_Lions_Default_Weapon"	"Lion's Default Weapon"
"DOTA_Item_Lions_Default_cape"	"Lion's Default cape"
"[english]DOTA_Item_Lions_Default_cape"	"Lion's Default cape"
"DOTA_Item_Lions_Default_Hat"	"Lion's Default Hat"
"[english]DOTA_Item_Lions_Default_Hat"	"Lion's Default Hat"
"DOTA_Item_Lions_Default_Shoulders"	"Lion's Default Shoulders"
"[english]DOTA_Item_Lions_Default_Shoulders"	"Lion's Default Shoulders"
"DOTA_Item_Lions_Default_Demon_Arm"	"Lion's Default Demon Arm"
"[english]DOTA_Item_Lions_Default_Demon_Arm"	"Lion's Default Demon Arm"
"DOTA_Item_Trident_of_the_Sea_Stalker"	"Trident of the Sea Stalker"
"[english]DOTA_Item_Trident_of_the_Sea_Stalker"	"Trident of the Sea Stalker"
