"lang"
{
"Language"	"russian"
"[english]DOTA_Tooltip_ability_treant_natures_guise_Description"	"Causes the targeted unit to blend in with the forest, becoming invisible to enemies and gaining a movement speed bonus when near a tree.  If the unit moves away from a tree or the spell is cast on a unit with no nearby trees, Nature's Guise is lost.  Treant Protector can cast spells and remain invisible under Nature's Guise."
"DOTA_Tooltip_ability_treant_natures_guise_Lore"	"Стражи обычно не появляются в поле зрения. Чаще всего они скрываются среди своих лиственных братьев."
"[english]DOTA_Tooltip_ability_treant_natures_guise_Lore"	"The Protectors don't often come into vision; their natural state being nestled within their leafy brethren."
"DOTA_Tooltip_ability_treant_natures_guise_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_treant_natures_guise_duration"	"DURATION:"
"DOTA_Tooltip_ability_treant_natures_guise_fade_time"	"ВРЕМЯ ДО НЕВИДИМОСТИ:"
"[english]DOTA_Tooltip_ability_treant_natures_guise_fade_time"	"FADE TIME:"
"DOTA_Tooltip_ability_treant_natures_guise_radius"	"РАССТОЯНИЕ ДО ДЕРЕВА:"
"[english]DOTA_Tooltip_ability_treant_natures_guise_radius"	"TREE RADIUS:"
"DOTA_Tooltip_ability_treant_natures_guise_bonus_move_speed"	"%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_treant_natures_guise_bonus_move_speed"	"%MOVEMENT SPEED:"
"DOTA_Tooltip_ability_treant_leech_seed"	"Leech Seed"
"[english]DOTA_Tooltip_ability_treant_leech_seed"	"Leech Seed"
"DOTA_Tooltip_ability_treant_leech_seed_Description"	"Treant сажает в тело жертвы истощающее семя, которое замедляет цель и отнимает ее здоровье. Также семя излечивает всех союзников поблизости равноценно нанесенному урону. Пульсирует 6 раз."
"[english]DOTA_Tooltip_ability_treant_leech_seed_Description"	"Treant plants a life-sapping seed in an enemy unit, draining its health, while simultaneously slowing it. The seed heals friendly units around it equal to the amount drained.  Pulses 6 times."
"DOTA_Tooltip_ability_treant_leech_seed_Lore"	"Руфтреллен питает союзных существ, черпая жизненные силы из нарушителей, ступивших на его священные земли."
"[english]DOTA_Tooltip_ability_treant_leech_seed_Lore"	"Rooftrellen nurtures the beings under his stewardship, sustained by the lifeforce of trespassers into his sacred ground."
"DOTA_Tooltip_ability_treant_leech_seed_leech_damage"	"УРОН ЗА ПУЛЬСАЦИЮ:"
"[english]DOTA_Tooltip_ability_treant_leech_seed_leech_damage"	"DAMAGE PER PULSE:"
"DOTA_Tooltip_ability_treant_leech_seed_movement_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_treant_leech_seed_movement_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_treant_leech_seed_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_treant_leech_seed_radius"	"RADIUS:"
"DOTA_Tooltip_ability_treant_leech_seed_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_treant_leech_seed_duration"	"DURATION:"
"DOTA_Tooltip_ability_treant_living_armor"	"Living Armor"
"[english]DOTA_Tooltip_ability_treant_living_armor"	"Living Armor"
"DOTA_Tooltip_ability_treant_living_armor_Description"	"Защищает выбранного героя или сооружение аурой, увеличивающей регенерацию здоровья. Также дает защиту от любых атак. Заклинание спадает при получении некоторого количества ударов."
"[english]DOTA_Tooltip_ability_treant_living_armor_Description"	"Infuses the target hero or structure with a protective coating which grants bonus regeneration. Also blocks some damage from all sources . Dispels when a number of damage instances are taken."
"DOTA_Tooltip_ability_treant_living_armor_Lore"	"Корни и усики Treant Protector расстилаются повсюду, стимулируя рост и омоложение всего живого."
"[english]DOTA_Tooltip_ability_treant_living_armor_Lore"	"The roots and tendrils of the Treant Protectors are far-reaching, stimulating the growth and rejuvenation of all of nature."
"DOTA_Tooltip_ability_treant_living_armor_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_treant_living_armor_radius"	"RADIUS:"
"DOTA_Tooltip_ability_treant_living_armor_armor_bonus"	"ДОП. БРОНЯ:"
"[english]DOTA_Tooltip_ability_treant_living_armor_armor_bonus"	"BONUS ARMOR:"
"DOTA_Tooltip_ability_treant_living_armor_regen_bonus"	"БОНУС К РЕГЕНУ ЗДОРОВЬЯ:"
"[english]DOTA_Tooltip_ability_treant_living_armor_regen_bonus"	"BONUS HP REGEN:"
"DOTA_Tooltip_ability_treant_overgrowth"	"Overgrowth"
"[english]DOTA_Tooltip_ability_treant_overgrowth"	"Overgrowth"
"DOTA_Tooltip_ability_treant_overgrowth_Description"	"Вокруг Treant Protector разрастаются корни и лозы, опутывая врагов и не давая им перемещаться, телепортироваться, уходить в невидимость или атаковать."
"[english]DOTA_Tooltip_ability_treant_overgrowth_Description"	"Summons an overgrowth of vines and branches around Treant that prevent afflicted enemies from moving, blinking, going invisible, or attacking."
"DOTA_Tooltip_ability_treant_overgrowth_Lore"	"Руфтреллен взывает к предкам-духам природы, выпуская их мощь через свой род."
"[english]DOTA_Tooltip_ability_treant_overgrowth_Lore"	"Rooftrellen calls the ancestral spirit of nature, releasing its power through all of his kin."
"DOTA_Tooltip_ability_treant_overgrowth_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_treant_overgrowth_duration"	"DURATION:"
"DOTA_Tooltip_ability_treant_overgrowth_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_treant_overgrowth_radius"	"RADIUS:"
"DOTA_Lobby_BotDifficulty_passive"	"Пассивный"
"[english]DOTA_Lobby_BotDifficulty_passive"	"Passive"
"dota_region_brazil"	"Бразилия"
"[english]dota_region_brazil"	"Brazil"
"DOTA_Tooltip_modifier_treant_natures_guise"	"Nature's Guise"
"[english]DOTA_Tooltip_modifier_treant_natures_guise"	"Nature's Guise"
"DOTA_Tooltip_modifier_treant_natures_guise_Description"	"Невидим, пока находится рядом с деревьями.\nСкорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_treant_natures_guise_Description"	"Invisible while next to trees.\nGaining %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% bonus movement speed."
"DOTA_Tooltip_modifier_treant_leech_seed"	"Leech Seed"
"[english]DOTA_Tooltip_modifier_treant_leech_seed"	"Leech Seed"
"DOTA_Tooltip_modifier_treant_leech_seed_Description"	"Получает периодический урон.\nЗамедлен на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_treant_leech_seed_Description"	"Taking damage over time.\nSlowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_treant_living_armor"	"Living Armor"
"[english]DOTA_Tooltip_modifier_treant_living_armor"	"Living Armor"
"DOTA_Tooltip_modifier_treant_living_armor_Description"	"Скорость регена здоровья увеличена на %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%.\nБлокирует %dMODIFIER_PROPERTY_PHYSICAL_CONSTANT_BLOCK% получаемого урона."
"[english]DOTA_Tooltip_modifier_treant_living_armor_Description"	"Health regen increased by %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%.\nBlocking %dMODIFIER_PROPERTY_TOOLTIP% damage."
"DOTA_Tooltip_modifier_treant_overgrowth"	"Overgrowth"
"[english]DOTA_Tooltip_modifier_treant_overgrowth"	"Overgrowth"
"DOTA_Tooltip_modifier_treant_overgrowth_Description"	"Не может двигаться, атаковать или телепортироваться."
"[english]DOTA_Tooltip_modifier_treant_overgrowth_Description"	"Cannot move, attack, or blink."
"DOTA_Hero_Selection_Filter_Carry"	"CARRY"
"[english]DOTA_Hero_Selection_Filter_Carry"	"CARRY"
"DOTA_Hero_Selection_Filter_Initiator"	"INITIATOR"
"[english]DOTA_Hero_Selection_Filter_Initiator"	"INITIATOR"
"DOTA_Hero_Selection_Filter_Ganker"	"GANKER"
"[english]DOTA_Hero_Selection_Filter_Ganker"	"GANKER"
"DOTA_Hero_Selection_Filter_Support"	"SUPPORT"
"[english]DOTA_Hero_Selection_Filter_Support"	"SUPPORT"
"DOTA_Hero_Selection_Filter_Pusher"	"PUSHER"
"[english]DOTA_Hero_Selection_Filter_Pusher"	"PUSHER"
"DOTA_Hero_Selection_PipTooltip_Str"	"Основная характеристика: сила"
"[english]DOTA_Hero_Selection_PipTooltip_Str"	"Primary Attribute: Strength"
"DOTA_Hero_Selection_PipTooltip_Agi"	"Основная характеристика: ловкость"
"[english]DOTA_Hero_Selection_PipTooltip_Agi"	"Primary Attribute: Agility"
"DOTA_Hero_Selection_PipTooltip_Int"	"Основная характеристика: интеллект"
"[english]DOTA_Hero_Selection_PipTooltip_Int"	"Primary Attribute: Intelligence"
"DOTA_Hero_Selection_PipTooltip_Good"	"Фракция: Свет"
"[english]DOTA_Hero_Selection_PipTooltip_Good"	"Fiction Allegiance: The Radiant"
"DOTA_Hero_Selection_PipTooltip_Bad"	"Фракция: Тьма"
"[english]DOTA_Hero_Selection_PipTooltip_Bad"	"Fiction Allegiance: The Dire"
"dota_finding_team_match_time_only"	"Поиск командной игры… [%s1]"
"[english]dota_finding_team_match_time_only"	"Finding Team Match... [%s1]"
"DOTA_TeamCreate_Error_TeamLimitReached"	"Вы уже находитесь в максимально доступном количестве команд."
"[english]DOTA_TeamCreate_Error_TeamLimitReached"	"You are already a member of the maximum number of allowable teams."
"DOTA_TeamMatchmake_Failure_Header"	"Для командной игры требуется группа"
"[english]DOTA_TeamMatchmake_Failure_Header"	"Team Matchmaking Requires Team Party"
"DOTA_TeamMatchmake_Failure_Message"	"Чтобы найти командную игру, сперва вы должны организовать группу вместе с четырьмя другими членами вашей команды."
"[english]DOTA_TeamMatchmake_Failure_Message"	"To find a match as a team, you must first form a party with four other members of your team."
"dota_hud_error_courier_cant_use_item"	"Этот предмет не может быть использован курьером"
"[english]dota_hud_error_courier_cant_use_item"	"Item is not usable by Couriers"
"DOTA_Gold_Graph_Title"	"РАЗНИЦА В ЗАРАБОТАННОМ ЗОЛОТЕ"
"[english]DOTA_Gold_Graph_Title"	"DIFFERENCE IN GOLD EARNED"
"DOTA_XP_Graph_Title"	"РАЗНИЦА В ПОЛУЧЕННОМ ОПЫТЕ"
"[english]DOTA_XP_Graph_Title"	"DIFFERENCE IN XP EARNED"
"DOTA_Gold_Graph_Total"	"ВСЕГО ЗАРАБОТАНО ЗОЛОТА"
"[english]DOTA_Gold_Graph_Total"	"TOTAL GOLD EARNED"
"DOTA_XP_Graph_Total"	"ВСЕГО ПОЛУЧЕНО ОПЫТА"
"[english]DOTA_XP_Graph_Total"	"TOTAL XP EARNED"
"DOTA_Workshop_SubmitError"	"Ошибка при отправке!"
"[english]DOTA_Workshop_SubmitError"	"Submit Error!"
"DOTA_Workshop_Error_ContentFile"	"Не удалось подготовить файл с содержимым."
"[english]DOTA_Workshop_Error_ContentFile"	"Could not prepare content file."
"DOTA_Workshop_Error_PreviewFile"	"Не удалось подготовить изображение для предпросмотра."
"[english]DOTA_Workshop_Error_PreviewFile"	"Could not prepare preview image."
"DOTA_SpectatorStatsXP"	"Зритель: разница в опыте"
"[english]DOTA_SpectatorStatsXP"	"Spectator XP Graph"
"DOTA_View_Lore"	"История героя"
"[english]DOTA_View_Lore"	"View Hero Lore"
"DOTA_Chat_Taunt"	"%s1 насмехается над вами!"
"[english]DOTA_Chat_Taunt"	"%s1 taunts you!"
"npc_dota_hero_meepo"	"Meepo"
"[english]npc_dota_hero_meepo"	"Meepo"
"npc_dota_hero_ogre_magi"	"Ogre Magi"
"[english]npc_dota_hero_ogre_magi"	"Ogre Magi"
"DOTA_Shared_Unit_Control_Title"	"ОБЩИЕ ВОЙСКА"
"[english]DOTA_Shared_Unit_Control_Title"	"SHARED UNIT CONTROL"
"DOTA_Shared_Unit_Control_Hero"	"Герой"
"[english]DOTA_Shared_Unit_Control_Hero"	"Hero"
"DOTA_Shared_Unit_Control_Units"	"Юниты"
"[english]DOTA_Shared_Unit_Control_Units"	"Units"
"DOTA_Shared_Unit_Control_Disable_Help"	"Без помощи"
"[english]DOTA_Shared_Unit_Control_Disable_Help"	"Disable Help"
"DOTA_Tooltip_ability_courier_go_to_secretshop"	"В потайную лавку"
"[english]DOTA_Tooltip_ability_courier_go_to_secretshop"	"Go To Secret Shop"
"DOTA_Tooltip_ability_courier_go_to_secretshop_Description"	"Отправляет курьера в потайную лавку вашей команды"
"[english]DOTA_Tooltip_ability_courier_go_to_secretshop_Description"	"Sends the courier to your team's secret shop"
"DOTA_Tooltip_ability_death_prophet_exorcism_average_damage"	"УРОН ДУХОВ:"
"[english]DOTA_Tooltip_ability_death_prophet_exorcism_average_damage"	"SPIRIT DAMAGE:"
"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Lore"	"Знание внешнего мира позволяет Предвестнику перехватывать потоки духовной энергии и перенаправлять их на себя."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Lore"	"Harbinger's outworldly knowledge allows it to tap into the ebb and flow of all spiritual energy, infusing it into his being."
"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_Lore"	"Запертые в карманном измерении на границе этого и Внешнего миров, жертвы осознают свою смертность и ничтожность своих знаний."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_Lore"	"Locked away in the pocket between this world and the Outworld, victims realize their infantile knowledge and mortality."
"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_Lore"	"Кристаллы Внешнего мира генерируют темную энергию, которую Предвестник направляет в мир смертных."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_Lore"	"The crystals of the Outworld produce arcane power, and the Harbinger channels it into the world of mortals."
"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_Lore"	"Когда кристалл из Внешнего мира разбивается, на волю вырывается разрушительная энергия, отголоски которой ощущаются и в других мирах."
"[english]DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_Lore"	"When an Outworld crystal ruptures, cataclysmic energies are released, and the reverberations of this power are felt interdimensionally."
"DOTA_Tooltip_ability_lycan_shapeshift_bonus_night_vision"	"ДОП. ОБЗОР НОЧЬЮ:"
"[english]DOTA_Tooltip_ability_lycan_shapeshift_bonus_night_vision"	"BONUS NIGHT VISION:"
"DOTA_Tooltip_ability_shadow_demon_disruption_disruption_duration"	"ДЛИТЕЛЬНОСТЬ ИЗГНАНИЯ:"
"[english]DOTA_Tooltip_ability_shadow_demon_disruption_disruption_duration"	"BANISH DURATION:"
"DOTA_Tooltip_ability_shadow_demon_shadow_poison_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_shadow_demon_shadow_poison_radius"	"RADIUS:"
"DOTA_Tooltip_ability_shadow_demon_shadow_poison_max_multiply_stacks"	"КОЛИЧЕСТВО НЕЛИНЕЙНЫХ НАКОПЛЕНИЙ:"
"[english]DOTA_Tooltip_ability_shadow_demon_shadow_poison_max_multiply_stacks"	"MAX STACKS TO MULTIPLY:"
"DOTA_Tooltip_ability_ogre_magi_fireblast"	"Fireblast"
"[english]DOTA_Tooltip_ability_ogre_magi_fireblast"	"Fireblast"
"DOTA_Tooltip_ability_ogre_magi_fireblast_Description"	"Поражает врага огненной волной, нанося урон и оглушая цель."
"[english]DOTA_Tooltip_ability_ogre_magi_fireblast_Description"	"Blasts an enemy unit with a wave of fire, dealing damage and stunning the target."
"DOTA_Tooltip_ability_ogre_magi_fireblast_Lore"	"Ogre Magi легко развлечь, они часами любят забавляться игрою с огнем."
"[english]DOTA_Tooltip_ability_ogre_magi_fireblast_Lore"	"The Ogre Magi is easily amused, entertained for hours by playing with fire."
"DOTA_Tooltip_ability_ogre_magi_ignite"	"Ignite"
"[english]DOTA_Tooltip_ability_ogre_magi_ignite"	"Ignite"
"DOTA_Tooltip_ability_ogre_magi_ignite_Description"	"Обливает цель летучими химикатами, провоцируя возгорание. Жертва испытывает невероятную боль, получает урон и замедляется."
"[english]DOTA_Tooltip_ability_ogre_magi_ignite_Description"	"Drenches a target in volatile chemicals, causing it to burst into flames. The target is in immense pain, taking damage and moving more slowly."
"DOTA_Tooltip_ability_ogre_magi_ignite_Lore"	"Сможешь отбить мою подачу?"
"[english]DOTA_Tooltip_ability_ogre_magi_ignite_Lore"	"Batter up!"
"DOTA_Tooltip_ability_ogre_magi_ignite_burn_damage"	"УРОН ОТ ОГНЯ:"
"[english]DOTA_Tooltip_ability_ogre_magi_ignite_burn_damage"	"BURN DAMAGE:"
"DOTA_Tooltip_ability_ogre_magi_ignite_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_ogre_magi_ignite_duration"	"DURATION:"
"DOTA_Tooltip_ability_ogre_magi_ignite_slow_movement_speed_pct"	"%ЗАМЕДЛЕНИЕ:"
"[english]DOTA_Tooltip_ability_ogre_magi_ignite_slow_movement_speed_pct"	"%SLOW:"
"DOTA_Tooltip_ability_ogre_magi_bloodlust"	"Bloodlust"
"[english]DOTA_Tooltip_ability_ogre_magi_bloodlust"	"Bloodlust"
"DOTA_Tooltip_ability_ogre_magi_bloodlust_Description"	"Заставляет союзника впасть в бешенство, повышая скорость его атаки и передвижения."
"[english]DOTA_Tooltip_ability_ogre_magi_bloodlust_Description"	"Incites a frenzy in a friendly unit, increasing its movement speed and attack speed."
"DOTA_Tooltip_ability_ogre_magi_bloodlust_Lore"	"«Бегать не так забавно, как бить... Да, вообще, не забавно»."
"[english]DOTA_Tooltip_ability_ogre_magi_bloodlust_Lore"	"'Running’s not as fun as hitting… Not one bit fun.'"
"DOTA_Tooltip_ability_ogre_magi_bloodlust_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_ogre_magi_bloodlust_duration"	"DURATION:"
"DOTA_Tooltip_ability_ogre_magi_bloodlust_bonus_attack_speed"	"СКОРОСТЬ АТАКИ:"
"[english]DOTA_Tooltip_ability_ogre_magi_bloodlust_bonus_attack_speed"	"ATTACK SPEED:"
"DOTA_Tooltip_ability_ogre_magi_bloodlust_bonus_movement_speed"	"%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_ogre_magi_bloodlust_bonus_movement_speed"	"%MOVE SPEED:"
"DOTA_Tooltip_ability_ogre_magi_multicast"	"Multicast"
"[english]DOTA_Tooltip_ability_ogre_magi_multicast"	"Multicast"
"DOTA_Tooltip_ability_ogre_magi_multicast_Description"	"Позволяет Ogre Magi быстрее использовать заклинания, увеличивая их мощность. Дает шанс использования заклинания несколько раз за одно применение. Увеличивает расход маны и уменьшает кулдаун Fireblast, а также добавляет область действия для Ignite, уменьшает кулдаун и увеличивает область действия Bloodlust, а также дает шанс, что действию Bloodlust подвергнутся случайные союзники вокруг Ogre Magi.\n\nУлучшается с Aghanim's Scepter."
"[english]DOTA_Tooltip_ability_ogre_magi_multicast_Description"	"Enables the Ogre Magi to rapidly cast his spells, giving them greater potency. Gives a chance to cast a spell multiple times in one cast. Increases Fireblast's mana cost and decreases its cooldown, adds an area of effect to Ignite and reduces Bloodlust's cooldown and gives it a chance to cast on random allies around Ogre Magi.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_ogre_magi_multicast_Lore"	"Несмотря на ущемленность в интеллекте, успех Ogre Magi в битвах гарантирован их мастерством."
"[english]DOTA_Tooltip_ability_ogre_magi_multicast_Lore"	"Despite being largely incapacitated by his IQ, the Ogre Magi's success in battle is attributed to pure skill."
"DOTA_Tooltip_ability_ogre_magi_multicast_fireblast_mana_cost"	"УВЕЛИЧЕНИЕ ЗАТРАТ МАНЫ FIREBLAST:"
"[english]DOTA_Tooltip_ability_ogre_magi_multicast_fireblast_mana_cost"	"FIREBLAST MANA INCREASE:"
"DOTA_Tooltip_ability_ogre_magi_multicast_fireblast_cooldown"	"УМЕНЬШЕНИЕ КУЛДАУНА FIREBLAST:"
"[english]DOTA_Tooltip_ability_ogre_magi_multicast_fireblast_cooldown"	"FIREBLAST COOLDOWN REDUCTION:"
"DOTA_Tooltip_ability_ogre_magi_multicast_ignite_aoe"	"ОБЛАСТЬ ДЕЙСТВИЯ IGNITE:"
"[english]DOTA_Tooltip_ability_ogre_magi_multicast_ignite_aoe"	"IGNITE RADIUS:"
"DOTA_Tooltip_ability_ogre_magi_multicast_bloodlust_aoe"	"ОБЛАСТЬ ДЕЙСТВИЯ BLOODLUST:"
"[english]DOTA_Tooltip_ability_ogre_magi_multicast_bloodlust_aoe"	"BLOODLUST RADIUS:"
"DOTA_Tooltip_ability_ogre_magi_multicast_bloodlust_cooldown"	"УМЕНЬШЕНИЕ КУЛДАУНА BLOODLUST:"
"[english]DOTA_Tooltip_ability_ogre_magi_multicast_bloodlust_cooldown"	"BLOODLUST COOLDOWN REDUCTION:"
"npc_dota_hero_ogre_magi_bio"	"Огр обыкновенный — создание, для описания мыслительных способностей которого отлично подходит фраза «туп как пень». В своей повседневной жизни огр решительно неспособен на какой-либо осмысленный поступок или обоснованное действие. Обычно одетый в грязь, он может вдруг обнаружить, что одет в звериные шкуры, только что этими самыми зверями пообедав. Не намного лучше и их социальные способности — огр частенько может нежно флиртовать с камнем или пнем, которых он случайно принял за кого-то из своих (этим можно объяснить очень маленький уровень рождаемости у огров). Однако примерно раз в поколение на расу огров снисходит благословение — рождение двухголового Ogre Magi, которому сразу же дается традиционное имя Аггрон Стонбрейк — так звали первого и, возможно, единственного мудрого огра за всю историю их расы. С двумя головами Ogre Magi уже способен функционировать и мыслить на уровне, сопоставимым с тем, на котором большинство других видов держатся с одной. Возможно, Ogre Magi и не сможет выйти победителем из философского разговора (даже с самим собой), ему дана посланная с небес Удача Дурака — склонность к необъяснимым, случайным чередам невероятной удачи, которые позволяют расе огров блистать, несмотря на врагов, жестокие погодные условия и неспособность прокормить себя. Будто бы сама Богиня Удачи, переполненная жалостью к печально недалеким существам, взяла Ogre Magi к себе под крыло. И будет ли ее кто-либо винить? Бедняжки."
"[english]npc_dota_hero_ogre_magi_bio"	"The ordinary ogre is the creature for whom the phrase 'As dumb as a bag of rock hammers' was coined. In his natural state, an ogre is supremely incapable of doing or deciding anything. Clothed in dirt, he sometimes finds himself accidentally draped in animal skins after eating lanekill. Not an especially social creature, he is most often found affectionately consorting with the boulders or tree-stumps he has mistaken for kin (a factor that may explain the ogre's low rate of reproduction).  However, once every generation or so, the ogre race is blessed with the birth of a two-headed Ogre Magi, who is immediately given the traditional name of Aggron Stonebreak, the name of the first and perhaps only wise ogre in their line's history. With two heads, Ogre Magi finds it possible to function at a level most other creatures manage with one. And while the Ogre Magi will win no debates (even with itself), it is graced with a divine quality known as Dumb Luck--a propensity for serendipitous strokes of fortune which have allowed the ogre race to flourish in spite of enemies, harsh weather, and an inability to feed itself.  It's as if the Goddess of Luck, filled with pity for the sadly inept species, has taken Ogre Magi under her wing. And who could blame her? Poor things."
"npc_dota_hero_ogre_magi_hype"	" "
"[english]npc_dota_hero_ogre_magi_hype"	""
"DOTA_Tooltip_modifier_ogre_magi_bloodlust"	"Bloodlust"
"[english]DOTA_Tooltip_modifier_ogre_magi_bloodlust"	"Bloodlust"
"DOTA_Tooltip_modifier_ogre_magi_bloodlust_description"	"Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"[english]DOTA_Tooltip_modifier_ogre_magi_bloodlust_description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"DOTA_Tooltip_modifier_ogre_magi_ignite"	"Ignite"
"[english]DOTA_Tooltip_modifier_ogre_magi_ignite"	"Ignite"
"DOTA_Tooltip_modifier_ogre_magi_ignite_description"	"Вы горите! Наносится урон со временем, передвижение замедлено на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_ogre_magi_ignite_description"	"You are on fire! Taking periodic damage and slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_ability_meepo_earthbind"	"Earthbind"
"[english]DOTA_Tooltip_ability_meepo_earthbind"	"Earthbind"
"DOTA_Tooltip_ability_meepo_earthbind_Description"	"Бросает сеть в указанную область, приковывая врагов к земле. Earthbind предотвращает уход в невидимость, телепортацию и прерывает используемые заклинания."
"[english]DOTA_Tooltip_ability_meepo_earthbind_Description"	"Tosses a net at the target point, pinning down all enemy units.  Earthbind prevents invisibility, blink, and interrupts channeling."
"DOTA_Tooltip_ability_meepo_earthbind_Lore"	"Бывает, что даже поймать ужин в руинах Ущелья теней — задача не из легких."
"[english]DOTA_Tooltip_ability_meepo_earthbind_Lore"	"Catching dinner in the Riftshadow Ruins can be quite the task."
"DOTA_Tooltip_ability_meepo_earthbind_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_meepo_earthbind_duration"	"DURATION:"
"DOTA_Tooltip_ability_meepo_earthbind_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_meepo_earthbind_radius"	"RADIUS:"
"DOTA_Tooltip_ability_meepo_earthbind_tooltip_range"	"ДАЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_meepo_earthbind_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_meepo_poof"	"Poof"
"[english]DOTA_Tooltip_ability_meepo_poof"	"Poof"
"DOTA_Tooltip_ability_meepo_poof_Description"	"Используя таинственную энергию земли, Meepo может телепортироваться к другому Meepo после произнесения заклинания в течение 1,5 секунд, нанося урон как в точке отправки, так и в месте прибытия."
"[english]DOTA_Tooltip_ability_meepo_poof_Description"	"Drawing mystical energies from the earth, a Meepo can teleport to another Meepo or itself after channeling for 1.5 seconds, dealing damage in both the departure and arrival locations."
"DOTA_Tooltip_ability_meepo_poof_Lore"	"Иногда приходится разбивать один из кристаллов Ущелья теней, чтобы выпутать себя из передряги. Или другого себя."
"[english]DOTA_Tooltip_ability_meepo_poof_Lore"	"Sometimes breaking one of the Riftshadow Crystals can be just the trick for getting yourself out of a bind.  Or your other self."
"DOTA_Tooltip_ability_meepo_poof_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_meepo_poof_radius"	"RADIUS:"
"DOTA_Tooltip_ability_meepo_geostrike"	"Geostrike"
"[english]DOTA_Tooltip_ability_meepo_geostrike"	"Geostrike"
"DOTA_Tooltip_ability_meepo_geostrike_Description"	"Meepo наделяет свое оружие силой земли, нанося врагам урон с течением времени и замедляя их. Этот эффект складывается, если одну и ту же цель атакуют несколько Meepo."
"[english]DOTA_Tooltip_ability_meepo_geostrike_Description"	"Meepo enchants his weapon to deal damage per second, as well as slow the movement speed of the attacked unit.  Geostrikes from multiple Meepos stack."
"DOTA_Tooltip_ability_meepo_geostrike_Lore"	"Хранить сумку налегке, нося с собой лишь самые необходимые инструменты — лучший вариант для выживания."
"[english]DOTA_Tooltip_ability_meepo_geostrike_Lore"	"Keeping your pack light and having few but versatile tools is the best bet for survival."
"DOTA_Tooltip_ability_meepo_geostrike_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_meepo_geostrike_duration"	"DURATION:"
"DOTA_Tooltip_ability_meepo_geostrike_slow"	"%ЗАМЕДЛЕНИЕ:"
"[english]DOTA_Tooltip_ability_meepo_geostrike_slow"	"%SLOW:"
"DOTA_Lobby_coop_bot_Setup"	"НАСТРОЙКИ ИГРЫ С БОТАМИ"
