"lang"
{
"Language"	"dutch"
"[english]DOTA_Item_Desc_Golden_Walrus_Whacker"	"If you ask Aggron, they won it in a dice game.  If you ask its former owner, you'll get the silence of the grave."
"DOTA_Item_Desc_Cloak_of_the_Dawn"	"De Bear Clan leerde dat elke opkomende zon een geschenk was. Een van hen bepaalde vervolgens dat ze de zonsopgang moesten groeten."
"[english]DOTA_Item_Desc_Cloak_of_the_Dawn"	"The Bear Clan taught that every rising sun was a gift, and so appointed one among them to greet the dawn each day."
"DOTA_Item_Pennant_QQ"	"QQ-wimpel"
"[english]DOTA_Item_Pennant_QQ"	"QQ Pennant"
"DOTA_Item_Desc_Pennant_QQ"	"Teamwimpel die steun toont voor QQ"
"[english]DOTA_Item_Desc_Pennant_QQ"	"Team Pennant showcasing support for QQ"
"DOTA_Item_Pennant_Buren_Boys_Van"	"Buren Boys Van-wimpel"
"[english]DOTA_Item_Pennant_Buren_Boys_Van"	"Buren Boys Van Pennant"
"DOTA_Item_Desc_Pennant_Buren_Boys_Van"	"Teamwimpel die steun toont voor Buren Boys Van"
"[english]DOTA_Item_Desc_Pennant_Buren_Boys_Van"	"Team Pennant showcasing support for Buren Boys Van"
"DOTA_Item_Desc_League_TheInternational"	"Kijk hoe de top 16-teams van over de hele wereld strijden in The International."
"[english]DOTA_Item_Desc_League_TheInternational"	"Watch the top 16 teams from around the world compete in The International."
"DOTA_Bundle_Bloodseeker_Hlotl"	"Ritual Garb of the Seeker-set"
"[english]DOTA_Bundle_Bloodseeker_Hlotl"	"Ritual Garb of the Seeker Set"
"DOTA_Bundle_Desc_Bloodseeker_Hlotl"	"Bevat alle voorwerpen uit de 'Ritual Garb of the Seeker'-set voor Bloodseeker:"
"[english]DOTA_Bundle_Desc_Bloodseeker_Hlotl"	"Includes all of the items in the 'Ritual Garb of the Seeker' set for Bloodseeker:"
"DOTA_Bundle_Desc_Bloodseeker_Bonehunter"	"Bevat alle voorwerpen uit de 'The Bonehunter'-set voor Bloodseeker:"
"[english]DOTA_Bundle_Desc_Bloodseeker_Bonehunter"	"Includes all of the items in the 'The Bonehunter' set for Bloodseeker:"
"DOTA_Item_Desc_Ice_Burst_Cloak"	"Een mantel van tintelende vorst."
"[english]DOTA_Item_Desc_Ice_Burst_Cloak"	"A cloak of scintillating frost."
"DOTA_Item_Dolfrat_and_Roshinante"	"Dolfrat and Roshinante"
"[english]DOTA_Item_Dolfrat_and_Roshinante"	"Dolfrat and Roshinante"
"DOTA_Item_Pennant_DK"	"DK-wimpel"
"[english]DOTA_Item_Pennant_DK"	"DK Pennant"
"DOTA_Item_Desc_Pennant_DK"	"Toon je steun voor DK door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van DK kunnen worden gecombineerd met andere wimpels van DK om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_DK"	"Show your support for DK by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  DK pennants can be combined with other DK pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_LGD"	"LGD-wimpel"
"[english]DOTA_Item_Pennant_LGD"	"LGD Pennant"
"DOTA_Item_Desc_Pennant_LGD"	"Toon je steun voor LGD door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van LGD kunnen worden gecombineerd met andere wimpels van LGD om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_LGD"	"Show your support for LGD by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  LGD pennants can be combined with other LGD pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_EHOME"	"EHOME-wimpel"
"[english]DOTA_Item_Pennant_EHOME"	"EHOME Pennant"
"DOTA_Item_Desc_Pennant_EHOME"	"Toon je steun voor EHOME door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van EHOME kunnen worden gecombineerd met andere wimpels van EHOME om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_EHOME"	"Show your support for EHOME by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  EHOME pennants can be combined with other EHOME pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_TongFu"	"TongFu-wimpel"
"[english]DOTA_Item_Pennant_TongFu"	"TongFu Pennant"
"DOTA_Item_Desc_Pennant_TongFu"	"Toon je steun voor TongFu door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van TongFu kunnen worden gecombineerd met andere wimpels van TongFu om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_TongFu"	"Show your support for TongFu by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  TongFu pennants can be combined with other TongFu pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_Complexity"	"Complexity-wimpel"
"[english]DOTA_Item_Pennant_Complexity"	"Complexity Pennant"
"DOTA_Item_Desc_Pennant_Complexity"	"Toon je steun voor Complexity door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt."
"[english]DOTA_Item_Desc_Pennant_Complexity"	"Show your support for Complexity by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future."
"DOTA_Item_Pennant_MUFC"	"MUFC-wimpel"
"[english]DOTA_Item_Pennant_MUFC"	"MUFC Pennant"
"DOTA_Item_Desc_Pennant_MUFC"	"Toon je steun voor MUFC door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van MUFC kunnen worden gecombineerd met andere wimpels van MUFC om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_MUFC"	"Show your support for MUFC by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  MUFC pennants can be combined with other MUFC pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_mTw"	"mTw-wimpel"
"[english]DOTA_Item_Pennant_mTw"	"mTw Pennant"
"DOTA_Item_Desc_Pennant_mTw"	"Toon je steun voor mTw door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van mTw kunnen worden gecombineerd met andere wimpels van mTw om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_mTw"	"Show your support for mTw by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  mTw pennants can be combined with other mTw pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_EG"	"Evil Geniuses-wimpel"
"[english]DOTA_Item_Pennant_EG"	"Evil Geniuses Pennant"
"DOTA_Item_Desc_Pennant_EG"	"Toon je steun voor Evil Geniuses door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij door Valve ondersteunde toernooien live toeschouwt. Wimpels van Evil Geniuses kunnen worden gecombineerd met andere wimpels van Evil Geniuses om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_EG"	"Show your support for Evil Geniuses by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during Valve supported tournaments.  EG pennants can be combined with other EG pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_WearableType_Dagger"	"Dolk"
"[english]DOTA_WearableType_Dagger"	"Dagger"
"DOTA_Item_Pudges_Left_Arm"	"Pudges linkerarm"
"[english]DOTA_Item_Pudges_Left_Arm"	"Pudge's Left Arm"
"DOTA_Item_Pudges_Bracer"	"Pudges armbeschermingen"
"[english]DOTA_Item_Pudges_Bracer"	"Pudge's Bracer"
"DOTA_Item_Pudges_Toupee"	"Pudges toupet"
"[english]DOTA_Item_Pudges_Toupee"	"Pudge's Toupee"
"DOTA_Item_Huskars_Spear"	"Huskars speer"
"[english]DOTA_Item_Huskars_Spear"	"Huskar's Spear"
"DOTA_Item_Huskars_Dagger"	"Huskars dolk"
"[english]DOTA_Item_Huskars_Dagger"	"Huskar's Dagger"
"DOTA_Item_Huskars_Helmet"	"Huskars helm"
"[english]DOTA_Item_Huskars_Helmet"	"Huskar's Helmet"
"DOTA_Item_Huskars_Shoulder"	"Huskars schouder"
"[english]DOTA_Item_Huskars_Shoulder"	"Huskar's Shoulder"
"DOTA_Item_Huskars_Bracer"	"Huskars armbescherming"
"[english]DOTA_Item_Huskars_Bracer"	"Huskar's Bracer"
"DOTA_Item_Desc_Frost_Spikes_FIXUP_BUNDLE"	"Gebruik deze bundel om de Frost Spikes- en Ice Burst Cloak-items uit te pakken. Het was eerst één item, maar ze zijn uit elkaar gehaald."
"[english]DOTA_Item_Desc_Frost_Spikes_FIXUP_BUNDLE"	"Use this bundle to unpack the Frost Spikes and Ice Burst Cloak items. These were previously one item, but have been broken into two."
"DOTA_Item_Pennant_Mousesports"	"Mousesports-wimpel"
"[english]DOTA_Item_Pennant_Mousesports"	"Mousesports Pennant"
"DOTA_Item_Desc_Pennant_Mousesports"	"Toon je steun voor Mousesports door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van Mousesports kunnen worden gecombineerd met andere wimpels van Mousesports om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_Mousesports"	"Show your support for Mousesports by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  Mousesports pennants can be combined with other Mousesports pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_NaVi"	"NaVi-wimpel"
"[english]DOTA_Item_Pennant_NaVi"	"NaVi Pennant"
"DOTA_Item_Desc_Pennant_NaVi"	"Toon je steun voor NaVi door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van NaVi kunnen worden gecombineerd met andere wimpels van NaVi om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_NaVi"	"Show your support for NaVi by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  NaVi pennants can be combined with other NaVi pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_CLG"	"CLG-wimpel"
"[english]DOTA_Item_Pennant_CLG"	"CLG Pennant"
"DOTA_Item_Desc_Pennant_CLG"	"Toon je steun voor CLG door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van CLG kunnen worden gecombineerd met andere wimpels van CLG om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_CLG"	"Show your support for CLG by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  CLG pennants can be combined with other CLG pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_Zenith"	"Zenith-wimpel"
"[english]DOTA_Item_Pennant_Zenith"	"Zenith Pennant"
"DOTA_Item_Desc_Pennant_Zenith"	"Toon je steun voor Zenith door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van Zenith kunnen worden gecombineerd met andere wimpels van Zenith om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_Zenith"	"Show your support for Zenith by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  Zenith pennants can be combined with other Zenith pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_WE"	"WE-wimpel"
"[english]DOTA_Item_Pennant_WE"	"WE Pennant"
"DOTA_Item_Desc_Pennant_WE"	"Toon je steun voor World Elite door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van World Elite kunnen worden gecombineerd met andere wimpels van World Elite om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_WE"	"Show your support for World Elite by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  WE pennants can be combined with other WE pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_AL"	"AL-wimpel"
"[english]DOTA_Item_Pennant_AL"	"AL Pennant"
"DOTA_Item_Desc_Pennant_AL"	"Toon je steun voor Absolute Legends door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van Absolute Legends kunnen worden gecombineerd met andere wimpels van Absolute Legends om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_AL"	"Show your support for Absolute Legends by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  AL pennants can be combined with other AL pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_iG"	"iG-wimpel"
"[english]DOTA_Item_Pennant_iG"	"iG Pennant"
"DOTA_Item_Desc_Pennant_iG"	"Toon je steun voor Invictus Gaming door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van Invictus Gaming kunnen worden gecombineerd met andere wimpels van Invictus Gaming om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_iG"	"Show your support for Invictus Gaming by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  iG pennants can be combined with other iG pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_Orange"	"Orange-wimpel"
"[english]DOTA_Item_Pennant_Orange"	"Orange Pennant"
"DOTA_Item_Desc_Pennant_Orange"	"Toon je steun voor Orange door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van Orange kunnen worden gecombineerd met andere wimpels van Orange om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_Orange"	"Show your support for Orange by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  Orange pennants can be combined with other Orange pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_Item_Pennant_Darer"	"Darer-wimpel"
"[english]DOTA_Item_Pennant_Darer"	"Darer Pennant"
"DOTA_Item_Desc_Pennant_Darer"	"Toon je steun voor Darer door deze teamwimpel te kopen! Je kunt het in het 'fanvak' uitrusten om andere toeschouwers te laten zien voor wie je bent. Je kunt het ook upgraden als je echt voor 100% achter ze staat! Daarnaast kun je met het uitrusten van een wimpel items krijgen terwijl je de wedstrijden van je team bij The International 2012 of andere door Valve ondersteunde toernooien live toeschouwt. Wimpels van Darer kunnen worden gecombineerd met andere wimpels van Darer om het fanlevel van je teamwimpel te upgraden. Het level van je teamwimpel zal de totale fanwaarde van het team dat je toeschouwt verhogen."
"[english]DOTA_Item_Desc_Pennant_Darer"	"Show your support for Darer by buying this Team Pennant! Equip it in the 'fan slot' of your Player Loadout to show other spectators who you're rooting for. Upgrade it to show you mean business! In addition, equipping a pennant makes you eligible for item drops while you spectate your team's matches live during the International 2012, and other tournaments Valve may designate in the future.  Darer pennants can be combined with other Darer pennants to upgrade your Team Pennant fan level.  The level of your Team Pennant will increase the total fan value of the team when you are spectating a Tournament match."
"DOTA_WearableType_Neck"	"nek"
"[english]DOTA_WearableType_Neck"	"neck"
"DOTA_WearableType_Claw"	"Klauw"
"[english]DOTA_WearableType_Claw"	"Claw"
"DOTA_WearableType_Lance"	"Lans"
"[english]DOTA_WearableType_Lance"	"Lance"
"DOTA_WearableType_Egg"	"Ei"
"[english]DOTA_WearableType_Egg"	"Egg"
"DOTA_Item_Rikis_Dagger"	"Riki's dolk"
"[english]DOTA_Item_Rikis_Dagger"	"Riki's Dagger"
"DOTA_Item_Juggernauts_Weapon"	"Juggernauts wapen"
"[english]DOTA_Item_Juggernauts_Weapon"	"Juggernaut's Weapon"
"DOTA_Item_Juggernauts_Cape"	"Juggernauts cape"
"[english]DOTA_Item_Juggernauts_Cape"	"Juggernaut's Cape"
"DOTA_Item_Juggernauts_Bracers"	"Juggernauts armbeschermingen"
"[english]DOTA_Item_Juggernauts_Bracers"	"Juggernaut's Bracers"
"DOTA_Item_Windrunners_Bow"	"Windrunners boog"
"[english]DOTA_Item_Windrunners_Bow"	"Windrunner's Bow"
"DOTA_Item_Naga_Sirens_Sword"	"Naga Sirens zwaard"
"[english]DOTA_Item_Naga_Sirens_Sword"	"Naga Siren's Sword"
"DOTA_Item_Sand_Kings_Shoulders"	"Sand Kings schouders"
"[english]DOTA_Item_Sand_Kings_Shoulders"	"Sand King's Shoulders"
"DOTA_Item_AntiMages_Armor"	"Anti-Mages pantser"
"[english]DOTA_Item_AntiMages_Armor"	"Anti-Mage's Armor"
"DOTA_Item_Desc_Copy_of_Naga_Sirens_Sword"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Copy_of_Naga_Sirens_Sword"	"This new item has no description."
"DOTA_Item_Beastmasters_Weapons"	"Beastmasters wapens"
"[english]DOTA_Item_Beastmasters_Weapons"	"Beastmaster's Weapons"
"DOTA_Item_Beastmasterss_Head"	"Beastmasters hoofd"
"[english]DOTA_Item_Beastmasterss_Head"	"Beastmasters's Head"
"DOTA_Item_Beastmasters_Shoulder"	"Beastmasters schouder"
"[english]DOTA_Item_Beastmasters_Shoulder"	"Beastmaster's Shoulder"
"DOTA_Item_Beastmasters_Arms"	"Beastmasters armen"
"[english]DOTA_Item_Beastmasters_Arms"	"Beastmaster's Arms"
"DOTA_Item_Beastmasters_Belt"	"Beastmasters riem"
"[english]DOTA_Item_Beastmasters_Belt"	"Beastmaster's Belt"
"DOTA_Item_Linas_Jewelry"	"Lina's juwelen"
"[english]DOTA_Item_Linas_Jewelry"	"Lina's Jewelry"
"DOTA_Item_Linas_Hair"	"Lina's haar"
"[english]DOTA_Item_Linas_Hair"	"Lina's Hair"
"DOTA_Item_Linas_Sleeves"	"Lina's mouwen"
"[english]DOTA_Item_Linas_Sleeves"	"Lina's Sleeves"
"DOTA_Item_Magnuss_Horn"	"Magnus' hoorn"
"[english]DOTA_Item_Magnuss_Horn"	"Magnus's Horn"
"DOTA_Item_Magnuss_Bracers"	"Magnus' armbeschermingen"
"[english]DOTA_Item_Magnuss_Bracers"	"Magnus's Bracers"
"DOTA_Item_Magnuss_Belt"	"Magnus' riem"
"[english]DOTA_Item_Magnuss_Belt"	"Magnus's Belt"
"DOTA_Item_Magnuss_Weapon"	"Magnus' wapen"
"[english]DOTA_Item_Magnuss_Weapon"	"Magnus's Weapon"
"DOTA_Item_Natures_Shortbow"	"Nature's Shortbow"
"[english]DOTA_Item_Natures_Shortbow"	"Nature's Shortbow"
"DOTA_Item_Helm_of_Claszureme"	"Helm of Claszureme"
"[english]DOTA_Item_Helm_of_Claszureme"	"Helm of Claszureme"
"DOTA_Item_Sylnashar_the_Winged_Axe"	"Sylnashar the Winged Axe"
"[english]DOTA_Item_Sylnashar_the_Winged_Axe"	"Sylnashar the Winged Axe"
"DOTA_Item_Shoulders_of_the_Slain_Dragon"	"Shoulders of the Slain Dragon"
"[english]DOTA_Item_Shoulders_of_the_Slain_Dragon"	"Shoulders of the Slain Dragon"
"DOTA_Item_Proof_of_Courage"	"Proof of Courage"
"[english]DOTA_Item_Proof_of_Courage"	"Proof of Courage"
"DOTA_Item_Desc_Spear_of_the_Herald"	"Een oud wapen van een onbekende ambachtsman, werd gezegd te zijn gesmeed voor degene bij wie het lot waardig roept. Elke zwaai luidt een volgende stap naar een nieuw tijdperk in."
"[english]DOTA_Item_Desc_Spear_of_the_Herald"	"An ancient weapon from an unknown craftsman, it was said to have been forged for he whom destiny calls worthy. Each swing heralds another step toward a new age."
"DOTA_Item_Desc_Winged_Paladins_Defiance"	"Trotseer de Omniscient, en de prijs zal deze kling op jouw nek zijn. Het is een zwaar wapen, gehanteerd met een bezwaard hart."
